"","mediana","MEDA","indice.variacion.mediana","RIC","N","n.NA"
"media",38.978619047619,1.31623809523809,0.0337682074788254,2.99365476190476,10,0
"minCV",288.752091986057,45.6077777893993,0.157947869661154,85.1737550606894,10,0
"minVQ",61.6238767061704,15.8162074066302,0.256657131164332,38.2410863164937,10,0
