"","media","desviacion.tipica","varianza","CV","asimetria","cursosis","N","n.NA"
"media",38.3492940476191,2.20992301260844,4.88375972165636,0.0576261719411141,0.735531417029693,-0.561648705092706,10,0
"minCV",348.494730505389,127.978232705768,16378.4280464917,0.367231471535231,1.85291182783335,2.31886671559388,10,0
"minVQ",50.0968162449438,34.6049390206996,1197.50180462633,0.690761242221499,-0.846892738733095,-0.119706994927633,10,0
