"","media","desviacion.tipica","varianza","CV","asimetria","cursosis","N","n.NA"
"media",5.57930291175791,0.263935989413769,0.0696622065078252,0.0473062663182431,0.0316358558564508,-0.474103845641946,100,0
"minCV",14.1291123678691,1.33824707555726,1.79090523523755,0.0947155801945881,0.269431108128015,-0.368891691438787,100,0
"minVQ",7.16210359302114,1.8037192360487,3.2534030824921,0.25184210373699,-1.94717306578528,8.67319323924643,100,0
