"","mediana","MEDA","indice.variacion.mediana","RIC","N","n.NA"
"media",5.58947672064777,0.193019736842105,0.0345327025209859,0.384853491902835,100,0
"minCV",14.0366546795483,1.08360387265443,0.077198157067529,2.11994637657314,100,0
"minVQ",7.2119649300192,0.946993745740136,0.131308700878225,1.86648291211939,100,0
