"","mediana","MEDA","indice.variacion.mediana","RIC","N","n.NA"
"media",37.8451190476191,1.08338095238095,0.0286267021915766,1.89236904761905,10,0
"minCV",294.078060770024,27.0387740315677,0.0919442067890698,101.283816539023,10,0
"minVQ",51.5439478395803,25.4846922854561,0.494426472042303,41.2379858197459,10,0
