"","media","desviacion.tipica","varianza","CV","asimetria","cursosis","N","n.NA"
"media",39.5030404761905,1.58038362367021,2.49761239796499,0.0400066325178881,0.141394765600792,-1.66930970746811,10,0
"minCV",290.204430965591,75.3693994040844,5680.54636653241,0.259711401212274,0.940520570776019,0.583879526531664,10,0
"minVQ",75.2111599873227,28.7797810044562,828.275794664461,0.382653066503791,0.904408424740821,-0.14134593892086,10,0
