"","media","desviacion.tipica","varianza","CV","asimetria","cursosis","N","n.NA"
"media",34.5075771576307,1.69995367941565,2.88984251215879,0.0492632001270403,0.0815784141939397,-0.978357869804353,10,0
"minCV",561.181563456682,812.206886555953,659680.026568914,1.44731569860036,2.62591768299756,4.98583943897004,10,0
"minVQ",61.8210600438189,36.5703206232388,1337.38835048649,0.591551173618145,0.0650094243549986,-0.924147620363839,10,0
