"","media","desviacion.tipica","varianza","CV","asimetria","cursosis","N","n.NA"
"media",8.25290352380952,0.456068027973,0.207998046139181,0.055261524220809,-0.0907180063697223,-0.403157141700394,100,0
"minCV",9.38233751541247,0.533256681872373,0.284362688761533,0.0568362288178598,0.208568209016499,-0.0947164479083957,100,0
"minVQ",8.99753030500668,1.5726677246677,2.47328377221147,0.174788822194084,-0.0183472626015311,-0.107540979106219,100,0
