"","media","desviacion.tipica","varianza","CV","asimetria","cursosis","N","n.NA"
"media",5.49044484920635,0.309117039894938,0.0955533443534087,0.0563009097413339,0.533472267558719,0.546646501534047,100,0
"minCV",11.6444810238353,0.958555400696001,0.918828456203471,0.0823184303992524,0.418339030869027,-0.0458518193224893,100,0
"minVQ",6.04359893467947,0.697290493373764,0.486214032149427,0.115376698703907,0.205677401958339,0.126328482408501,100,0
