"","mediana","MEDA","indice.variacion.mediana","RIC","N","n.NA"
"media",34.7470181405896,1.4244675925926,0.0409953909376934,2.14568987064523,10,0
"minCV",318.253083808038,65.6699092346951,0.206344926650595,122.973164475541,10,0
"minVQ",65.9249180665305,25.1538703121369,0.381553304120181,49.1268298146951,10,0
