Species,Population,Temperature,mpa,Dish,Hour,Germinated,Germinable
AETR,035AT,20,-0.8,A,24.18333333,2,23
AETR,035AT,20,-0.8,A,29.88333333,3,23
AETR,035AT,20,-0.8,A,33.71666667,0,23
AETR,035AT,20,-0.8,A,37.06666667,1,23
AETR,035AT,20,-0.8,A,42.5,1,23
AETR,035AT,20,-0.8,A,48.11666667,0,23
AETR,035AT,20,-0.8,A,53.7,1,23
AETR,035AT,20,-0.8,A,59.03333333,0,23
AETR,035AT,20,-0.8,A,72.41666667,1,23
AETR,035AT,20,-0.8,B,5.85,5,24
AETR,035AT,20,-0.8,B,12.76666667,7,24
AETR,035AT,20,-0.8,B,17.5,2,24
AETR,035AT,20,-0.8,B,24.18333333,4,24
AETR,035AT,20,-0.8,B,29.88333333,1,24
AETR,035AT,20,-0.8,B,33.71666667,0,24
AETR,035AT,20,-0.8,B,37.06666667,0,24
AETR,035AT,20,-0.8,B,42.5,0,24
AETR,035AT,20,-0.8,B,48.11666667,0,24
AETR,035AT,20,-0.8,B,53.7,3,24
AETR,035AT,20,-0.8,B,59.03333333,0,24
AETR,035AT,20,-0.8,B,72.41666667,1,24
AETR,035AT,20,-0.8,C,5.85,2,23
AETR,035AT,20,-0.8,C,12.76666667,7,23
AETR,035AT,20,-0.8,C,17.5,1,23
AETR,035AT,20,-0.8,C,24.18333333,5,23
AETR,035AT,20,-0.8,C,29.88333333,2,23
AETR,035AT,20,-0.8,C,33.71666667,0,23
AETR,035AT,20,-0.8,C,37.06666667,0,23
AETR,035AT,20,-0.8,C,42.5,1,23
AETR,035AT,20,-0.8,C,48.11666667,1,23
AETR,035AT,20,-0.8,C,53.7,2,23
AETR,035AT,20,-0.8,C,59.03333333,0,23
AETR,035AT,20,-0.8,C,72.41666667,0,23
AETR,035AT,20,-0.8,C,85.16666667,1,23
AETR,035AT,20,-0.8,C,97,0,23
AETR,035AT,20,-0.8,C,107.8666667,1,23
AETR,035AT,20,-0.8,D,5.85,2,25
AETR,035AT,20,-0.8,D,12.76666667,12,25
AETR,035AT,20,-0.8,D,17.5,2,25
AETR,035AT,20,-0.8,D,24.18333333,0,25
AETR,035AT,20,-0.8,D,29.88333333,1,25
AETR,035AT,20,-0.8,D,33.71666667,2,25
AETR,035AT,20,-0.8,D,37.06666667,0,25
AETR,035AT,20,-0.8,D,42.5,0,25
AETR,035AT,20,-0.8,D,48.11666667,1,25
AETR,035AT,20,-0.8,D,53.7,0,25
AETR,035AT,20,-0.8,D,59.03333333,2,25
AETR,035AT,20,-0.8,D,72.41666667,1,25
AETR,035AT,20,-0.8,D,85.16666667,0,25
AETR,035AT,20,-0.8,D,97,0,25
AETR,035AT,20,-0.8,D,107.8666667,0,25
AETR,035AT,20,-0.8,D,122.2333333,0,25
AETR,035AT,20,-0.8,D,131.4333333,0,25
AETR,035AT,20,-0.8,D,147.2833333,1,25
AETR,035AT,20,0,A,5.85,3,24
AETR,035AT,20,0,A,12.76666667,17,24
AETR,035AT,20,0,A,17.5,1,24
AETR,035AT,20,0,A,24.18333333,0,24
AETR,035AT,20,0,A,29.88333333,2,24
AETR,035AT,20,0,A,33.71666667,1,24
AETR,035AT,20,0,B,5.85,11,24
AETR,035AT,20,0,B,12.76666667,7,24
AETR,035AT,20,0,B,17.5,1,24
AETR,035AT,20,0,B,24.18333333,1,24
AETR,035AT,20,0,B,29.88333333,2,24
AETR,035AT,20,0,B,33.71666667,1,24
AETR,035AT,20,0,B,37.06666667,0,24
AETR,035AT,20,0,B,42.5,1,24
AETR,035AT,20,0,C,5.85,9,25
AETR,035AT,20,0,C,12.76666667,8,25
AETR,035AT,20,0,C,17.5,0,25
AETR,035AT,20,0,C,24.18333333,2,25
AETR,035AT,20,0,C,29.88333333,4,25
AETR,035AT,20,0,C,33.71666667,0,25
AETR,035AT,20,0,C,37.06666667,1,25
AETR,035AT,20,0,C,42.5,0,25
AETR,035AT,20,0,C,48.11666667,1,25
AETR,035AT,20,0,D,5.85,9,24
AETR,035AT,20,0,D,12.76666667,7,24
AETR,035AT,20,0,D,17.5,4,24
AETR,035AT,20,0,D,24.18333333,2,24
AETR,035AT,20,0,D,29.88333333,1,24
AETR,035AT,20,0,D,33.71666667,0,24
AETR,035AT,20,0,D,37.06666667,0,24
AETR,035AT,20,0,D,42.5,0,24
AETR,035AT,20,0,D,48.11666667,0,24
AETR,035AT,20,0,D,53.7,0,24
AETR,035AT,20,0,D,59.03333333,0,24
AETR,035AT,20,0,D,72.41666667,0,24
AETR,035AT,20,0,D,85.16666667,0,24
AETR,035AT,20,0,D,97,0,24
AETR,035AT,20,0,D,107.8666667,0,24
AETR,035AT,20,0,D,122.2333333,0,24
AETR,035AT,20,0,D,131.4333333,0,24
AETR,035AT,20,0,D,147.2833333,0,24
AETR,035AT,20,0,D,193.75,1,24
AETR,035AT,20,-1.6,A,5.85,0,25
AETR,035AT,20,-1.6,A,12.76666667,3,25
AETR,035AT,20,-1.6,A,17.5,0,25
AETR,035AT,20,-1.6,A,24.18333333,2,25
AETR,035AT,20,-1.6,A,29.88333333,6,25
AETR,035AT,20,-1.6,A,33.71666667,3,25
AETR,035AT,20,-1.6,A,37.06666667,0,25
AETR,035AT,20,-1.6,A,42.5,1,25
AETR,035AT,20,-1.6,A,48.11666667,0,25
AETR,035AT,20,-1.6,A,53.7,2,25
AETR,035AT,20,-1.6,A,59.03333333,0,25
AETR,035AT,20,-1.6,A,72.41666667,1,25
AETR,035AT,20,-1.6,A,85.16666667,1,25
AETR,035AT,20,-1.6,A,97,1,25
AETR,035AT,20,-1.6,A,107.8666667,2,25
AETR,035AT,20,-1.6,A,122.2333333,2,25
AETR,035AT,20,-1.6,A,131.4333333,0,25
AETR,035AT,20,-1.6,A,147.2833333,1,25
AETR,035AT,20,-1.6,B,5.85,0,25
AETR,035AT,20,-1.6,B,12.76666667,0,25
AETR,035AT,20,-1.6,B,17.5,2,25
AETR,035AT,20,-1.6,B,24.18333333,1,25
AETR,035AT,20,-1.6,B,29.88333333,5,25
AETR,035AT,20,-1.6,B,33.71666667,2,25
AETR,035AT,20,-1.6,B,37.06666667,1,25
AETR,035AT,20,-1.6,B,42.5,0,25
AETR,035AT,20,-1.6,B,48.11666667,2,25
AETR,035AT,20,-1.6,B,53.7,2,25
AETR,035AT,20,-1.6,B,59.03333333,0,25
AETR,035AT,20,-1.6,B,72.41666667,1,25
AETR,035AT,20,-1.6,B,85.16666667,2,25
AETR,035AT,20,-1.6,B,97,1,25
AETR,035AT,20,-1.6,B,107.8666667,2,25
AETR,035AT,20,-1.6,B,122.2333333,0,25
AETR,035AT,20,-1.6,B,131.4333333,1,25
AETR,035AT,20,-1.6,B,147.2833333,0,25
AETR,035AT,20,-1.6,B,193.75,1,25
AETR,035AT,20,-1.6,B,337.3,1,25
AETR,035AT,20,-1.6,C,5.85,0,25
AETR,035AT,20,-1.6,C,12.76666667,5,25
AETR,035AT,20,-1.6,C,17.5,0,25
AETR,035AT,20,-1.6,C,24.18333333,1,25
AETR,035AT,20,-1.6,C,29.88333333,6,25
AETR,035AT,20,-1.6,C,33.71666667,3,25
AETR,035AT,20,-1.6,C,37.06666667,0,25
AETR,035AT,20,-1.6,C,42.5,0,25
AETR,035AT,20,-1.6,C,48.11666667,1,25
AETR,035AT,20,-1.6,C,53.7,2,25
AETR,035AT,20,-1.6,C,59.03333333,3,25
AETR,035AT,20,-1.6,C,72.41666667,1,25
AETR,035AT,20,-1.6,C,85.16666667,2,25
AETR,035AT,20,-1.6,C,97,0,25
AETR,035AT,20,-1.6,C,107.8666667,0,25
AETR,035AT,20,-1.6,C,122.2333333,0,25
AETR,035AT,20,-1.6,C,131.4333333,0,25
AETR,035AT,20,-1.6,C,147.2833333,1,25
AETR,035AT,20,-1.6,D,5.85,3,25
AETR,035AT,20,-1.6,D,12.76666667,1,25
AETR,035AT,20,-1.6,D,17.5,0,25
AETR,035AT,20,-1.6,D,24.18333333,1,25
AETR,035AT,20,-1.6,D,29.88333333,4,25
AETR,035AT,20,-1.6,D,33.71666667,2,25
AETR,035AT,20,-1.6,D,37.06666667,0,25
AETR,035AT,20,-1.6,D,42.5,0,25
AETR,035AT,20,-1.6,D,48.11666667,1,25
AETR,035AT,20,-1.6,D,53.7,3,25
AETR,035AT,20,-1.6,D,59.03333333,1,25
AETR,035AT,20,-1.6,D,72.41666667,0,25
AETR,035AT,20,-1.6,D,85.16666667,1,25
AETR,035AT,20,-1.6,D,97,2,25
AETR,035AT,20,-1.6,D,107.8666667,2,25
AETR,035AT,20,-1.6,D,122.2333333,1,25
AETR,035AT,20,-1.6,D,131.4333333,0,25
AETR,035AT,20,-1.6,D,147.2833333,0,25
AETR,035AT,20,-1.6,D,193.75,1,25
AETR,035AT,20,-1,A,5.85,1,25
AETR,035AT,20,-1,A,12.76666667,3,25
AETR,035AT,20,-1,A,17.5,7,25
AETR,035AT,20,-1,A,24.18333333,9,25
AETR,035AT,20,-1,A,29.88333333,1,25
AETR,035AT,20,-1,A,33.71666667,1,25
AETR,035AT,20,-1,A,37.06666667,0,25
AETR,035AT,20,-1,A,42.5,0,25
AETR,035AT,20,-1,A,48.11666667,0,25
AETR,035AT,20,-1,A,53.7,0,25
AETR,035AT,20,-1,A,59.03333333,0,25
AETR,035AT,20,-1,A,72.41666667,0,25
AETR,035AT,20,-1,A,85.16666667,2,25
AETR,035AT,20,-1,B,5.85,0,24
AETR,035AT,20,-1,B,12.76666667,3,24
AETR,035AT,20,-1,B,17.5,6,24
AETR,035AT,20,-1,B,24.18333333,8,24
AETR,035AT,20,-1,B,29.88333333,2,24
AETR,035AT,20,-1,B,33.71666667,0,24
AETR,035AT,20,-1,B,37.06666667,0,24
AETR,035AT,20,-1,B,42.5,1,24
AETR,035AT,20,-1,B,48.11666667,0,24
AETR,035AT,20,-1,B,53.7,0,24
AETR,035AT,20,-1,B,59.03333333,0,24
AETR,035AT,20,-1,B,72.41666667,1,24
AETR,035AT,20,-1,B,85.16666667,2,24
AETR,035AT,20,-1,B,97,0,24
AETR,035AT,20,-1,B,107.8666667,0,24
AETR,035AT,20,-1,B,122.2333333,0,24
AETR,035AT,20,-1,B,131.4333333,1,24
AETR,035AT,20,-1,C,5.85,0,21
AETR,035AT,20,-1,C,12.76666667,7,21
AETR,035AT,20,-1,C,17.5,0,21
AETR,035AT,20,-1,C,24.18333333,5,21
AETR,035AT,20,-1,C,29.88333333,4,21
AETR,035AT,20,-1,C,33.71666667,2,21
AETR,035AT,20,-1,C,37.06666667,0,21
AETR,035AT,20,-1,C,42.5,0,21
AETR,035AT,20,-1,C,48.11666667,0,21
AETR,035AT,20,-1,C,53.7,0,21
AETR,035AT,20,-1,C,59.03333333,3,21
AETR,035AT,20,-1,D,5.85,1,25
AETR,035AT,20,-1,D,12.76666667,6,25
AETR,035AT,20,-1,D,17.5,2,25
AETR,035AT,20,-1,D,24.18333333,5,25
AETR,035AT,20,-1,D,29.88333333,1,25
AETR,035AT,20,-1,D,33.71666667,0,25
AETR,035AT,20,-1,D,37.06666667,0,25
AETR,035AT,20,-1,D,42.5,0,25
AETR,035AT,20,-1,D,48.11666667,2,25
AETR,035AT,20,-1,D,53.7,2,25
AETR,035AT,20,-1,D,59.03333333,1,25
AETR,035AT,20,-1,D,72.41666667,2,25
AETR,035AT,20,-1,D,85.16666667,0,25
AETR,035AT,20,-1,D,97,1,25
AETR,035AT,20,-1,D,107.8666667,1,25
