Species,Population,mpa,Dish,Hour,Germinated,Germinable
ANRU,049AR,-0.2,A,12.61666667,0,25
ANRU,049AR,-0.2,A,16.56666667,0,25
ANRU,049AR,-0.2,A,21.41666667,0,25
ANRU,049AR,-0.2,A,27.36666667,4,25
ANRU,049AR,-0.2,A,28.16666667,4,25
ANRU,049AR,-0.2,A,32.95,4,25
ANRU,049AR,-0.2,A,45.93333333,10,25
ANRU,049AR,-0.2,A,49.75,11,25
ANRU,049AR,-0.2,A,53.15,15,25
ANRU,049AR,-0.2,A,56.31666667,15,25
ANRU,049AR,-0.2,A,63.45,15,25
ANRU,049AR,-0.2,A,69.35,17,25
ANRU,049AR,-0.2,A,73.06666667,19,25
ANRU,049AR,-0.2,A,78.53333333,20,25
ANRU,049AR,-0.2,A,88.8,21,25
ANRU,049AR,-0.2,A,92.65,22,25
ANRU,049AR,-0.2,A,97.86666667,22,25
ANRU,049AR,-0.2,A,104.2,23,25
ANRU,049AR,-0.2,A,112.05,23,25
ANRU,049AR,-0.2,A,116.5333333,23,25
ANRU,049AR,-0.2,A,122.25,24,25
ANRU,049AR,-0.2,A,126.7833333,24,25
ANRU,049AR,-0.2,A,135.5,24,25
ANRU,049AR,-0.2,A,141.4,25,25
ANRU,049AR,-0.2,B,0.45,0,25
ANRU,049AR,-0.2,B,3.716666667,0,25
ANRU,049AR,-0.2,B,7.633333333,0,25
ANRU,049AR,-0.2,B,12.61666667,0,25
ANRU,049AR,-0.2,B,16.56666667,0,25
ANRU,049AR,-0.2,B,21.41666667,0,25
ANRU,049AR,-0.2,B,27.36666667,4,25
ANRU,049AR,-0.2,B,28.16666667,2,25
ANRU,049AR,-0.2,B,32.95,4,25
ANRU,049AR,-0.2,B,45.93333333,6,25
ANRU,049AR,-0.2,B,49.75,7,25
ANRU,049AR,-0.2,B,53.15,8,25
ANRU,049AR,-0.2,B,56.31666667,8,25
ANRU,049AR,-0.2,B,63.45,8,25
ANRU,049AR,-0.2,B,69.35,14,25
ANRU,049AR,-0.2,B,73.06666667,17,25
ANRU,049AR,-0.2,B,78.53333333,18,25
ANRU,049AR,-0.2,B,88.8,19,25
ANRU,049AR,-0.2,B,92.65,20,25
ANRU,049AR,-0.2,B,97.86666667,22,25
ANRU,049AR,-0.2,B,104.2,22,25
ANRU,049AR,-0.2,B,112.05,22,25
ANRU,049AR,-0.2,B,116.5333333,22,25
ANRU,049AR,-0.2,B,122.25,22,25
ANRU,049AR,-0.2,B,126.7833333,23,25
ANRU,049AR,-0.2,B,135.5,23,25
ANRU,049AR,-0.2,B,141.4,23,25
ANRU,049AR,-0.2,B,147.05,24,25
ANRU,049AR,-0.2,B,150.2,24,25
ANRU,049AR,-0.2,B,160.45,24,25
ANRU,049AR,-0.2,B,166.3,24,25
ANRU,049AR,-0.2,B,170.25,25,25
ANRU,049AR,-0.2,B,174.5166667,25,25
ANRU,049AR,-0.2,B,184.0166667,25,25
ANRU,049AR,-0.2,B,189.0166667,22,25
ANRU,049AR,-0.2,B,197.5833333,25,25
ANRU,049AR,-0.2,C,0.45,0,24
ANRU,049AR,-0.2,C,3.716666667,0,24
ANRU,049AR,-0.2,C,7.633333333,0,24
ANRU,049AR,-0.2,C,12.61666667,0,24
ANRU,049AR,-0.2,C,16.56666667,0,24
ANRU,049AR,-0.2,C,21.41666667,0,24
ANRU,049AR,-0.2,C,27.36666667,0,24
ANRU,049AR,-0.2,C,28.16666667,0,24
ANRU,049AR,-0.2,C,32.95,0,24
ANRU,049AR,-0.2,C,45.93333333,5,24
ANRU,049AR,-0.2,C,49.75,7,24
ANRU,049AR,-0.2,C,53.15,9,24
ANRU,049AR,-0.2,C,56.31666667,9,24
ANRU,049AR,-0.2,C,63.45,10,24
ANRU,049AR,-0.2,C,69.35,11,24
ANRU,049AR,-0.2,C,73.06666667,12,24
ANRU,049AR,-0.2,C,78.53333333,12,24
ANRU,049AR,-0.2,C,88.8,16,24
ANRU,049AR,-0.2,C,92.65,17,24
ANRU,049AR,-0.2,C,97.86666667,17,24
ANRU,049AR,-0.2,C,104.2,19,24
ANRU,049AR,-0.2,C,112.05,19,24
ANRU,049AR,-0.2,C,116.5333333,21,24
ANRU,049AR,-0.2,C,122.25,22,24
ANRU,049AR,-0.2,C,126.7833333,22,24
ANRU,049AR,-0.2,C,135.5,22,24
ANRU,049AR,-0.2,C,141.4,22,24
ANRU,049AR,-0.2,C,147.05,23,24
ANRU,049AR,-0.2,C,150.2,23,24
ANRU,049AR,-0.2,C,160.45,23,24
ANRU,049AR,-0.2,C,166.3,23,24
ANRU,049AR,-0.2,C,170.25,23,24
ANRU,049AR,-0.2,C,174.5166667,23,24
ANRU,049AR,-0.2,C,184.0166667,23,24
ANRU,049AR,-0.2,C,189.0166667,23,24
ANRU,049AR,-0.2,C,197.5833333,23,24
ANRU,049AR,-0.2,C,201.8333333,23,24
ANRU,049AR,-0.2,C,212.6,23,24
ANRU,049AR,-0.2,C,221.4666667,23,24
ANRU,049AR,-0.2,C,228.9333333,23,24
ANRU,049AR,-0.2,C,255.9,24,24
ANRU,049AR,-0.2,D,0.45,0,25
ANRU,049AR,-0.2,D,3.716666667,0,25
ANRU,049AR,-0.2,D,7.633333333,0,25
ANRU,049AR,-0.2,D,12.61666667,0,25
ANRU,049AR,-0.2,D,16.56666667,0,25
ANRU,049AR,-0.2,D,21.41666667,0,25
ANRU,049AR,-0.2,D,27.36666667,20,25
ANRU,049AR,-0.2,D,28.16666667,6,25
ANRU,049AR,-0.2,D,32.95,6,25
ANRU,049AR,-0.2,D,45.93333333,14,25
ANRU,049AR,-0.2,D,49.75,14,25
ANRU,049AR,-0.2,D,53.15,15,25
ANRU,049AR,-0.2,D,56.31666667,15,25
ANRU,049AR,-0.2,D,63.45,17,25
ANRU,049AR,-0.2,D,69.35,17,25
ANRU,049AR,-0.2,D,73.06666667,19,25
ANRU,049AR,-0.2,D,78.53333333,20,25
ANRU,049AR,-0.2,D,88.8,21,25
ANRU,049AR,-0.2,D,92.65,22,25
ANRU,049AR,-0.2,D,97.86666667,22,25
ANRU,049AR,-0.2,D,104.2,22,25
ANRU,049AR,-0.2,D,112.05,22,25
ANRU,049AR,-0.2,D,116.5333333,23,25
ANRU,049AR,-0.2,D,122.25,23,25
ANRU,049AR,-0.2,D,126.7833333,23,25
ANRU,049AR,-0.2,D,135.5,23,25
ANRU,049AR,-0.2,D,141.4,23,25
ANRU,049AR,-0.2,D,147.05,23,25
ANRU,049AR,-0.2,D,150.2,23,25
ANRU,049AR,-0.2,D,160.45,23,25
ANRU,049AR,-0.2,D,166.3,23,25
ANRU,049AR,-0.2,D,170.25,23,25
ANRU,049AR,-0.2,D,174.5166667,23,25
ANRU,049AR,-0.2,D,184.0166667,23,25
ANRU,049AR,-0.2,D,189.0166667,23,25
ANRU,049AR,-0.2,D,197.5833333,23,25
ANRU,049AR,-0.2,D,201.8333333,23,25
ANRU,049AR,-0.2,D,212.6,23,25
ANRU,049AR,-0.2,D,221.4666667,23,25
ANRU,049AR,-0.2,D,228.9333333,23,25
ANRU,049AR,-0.2,D,255.9,25,25
ANRU,049AR,-0.4,A,0.45,0,25
ANRU,049AR,-0.4,A,3.716666667,0,25
ANRU,049AR,-0.4,A,7.633333333,0,25
ANRU,049AR,-0.4,A,12.61666667,0,25
ANRU,049AR,-0.4,A,16.56666667,0,25
ANRU,049AR,-0.4,A,21.41666667,0,25
ANRU,049AR,-0.4,A,27.36666667,0,25
ANRU,049AR,-0.4,A,28.16666667,0,25
ANRU,049AR,-0.4,A,32.95,0,25
ANRU,049AR,-0.4,A,45.93333333,0,25
ANRU,049AR,-0.4,A,49.75,0,25
ANRU,049AR,-0.4,A,53.15,0,25
ANRU,049AR,-0.4,A,56.31666667,0,25
ANRU,049AR,-0.4,A,63.45,0,25
ANRU,049AR,-0.4,A,69.35,3,25
ANRU,049AR,-0.4,A,73.06666667,8,25
ANRU,049AR,-0.4,A,78.53333333,10,25
ANRU,049AR,-0.4,A,88.8,10,25
ANRU,049AR,-0.4,A,92.65,10,25
ANRU,049AR,-0.4,A,97.86666667,11,25
ANRU,049AR,-0.4,A,104.2,12,25
ANRU,049AR,-0.4,A,112.05,13,25
ANRU,049AR,-0.4,A,116.5333333,13,25
ANRU,049AR,-0.4,A,122.25,16,25
ANRU,049AR,-0.4,A,126.7833333,17,25
ANRU,049AR,-0.4,A,135.5,17,25
ANRU,049AR,-0.4,A,141.4,17,25
ANRU,049AR,-0.4,A,147.05,19,25
ANRU,049AR,-0.4,A,150.2,19,25
ANRU,049AR,-0.4,A,160.45,19,25
ANRU,049AR,-0.4,A,166.3,19,25
ANRU,049AR,-0.4,A,170.25,20,25
ANRU,049AR,-0.4,A,174.5166667,20,25
ANRU,049AR,-0.4,A,184.0166667,20,25
ANRU,049AR,-0.4,A,189.0166667,20,25
ANRU,049AR,-0.4,A,197.5833333,22,25
ANRU,049AR,-0.4,A,201.8333333,22,25
ANRU,049AR,-0.4,A,212.6,22,25
ANRU,049AR,-0.4,A,221.4666667,23,25
ANRU,049AR,-0.4,A,228.9333333,23,25
ANRU,049AR,-0.4,A,255.9,23,25
ANRU,049AR,-0.4,A,354.45,23,25
ANRU,049AR,-0.4,A,424.6166667,23,25
ANRU,049AR,-0.4,A,569.7,25,25
ANRU,049AR,-0.4,B,0.45,0,25
ANRU,049AR,-0.4,B,3.716666667,0,25
ANRU,049AR,-0.4,B,7.633333333,0,25
ANRU,049AR,-0.4,B,12.61666667,0,25
ANRU,049AR,-0.4,B,16.56666667,0,25
ANRU,049AR,-0.4,B,21.41666667,0,25
ANRU,049AR,-0.4,B,27.36666667,1,25
ANRU,049AR,-0.4,B,28.16666667,1,25
ANRU,049AR,-0.4,B,32.95,1,25
ANRU,049AR,-0.4,B,45.93333333,4,25
ANRU,049AR,-0.4,B,49.75,5,25
ANRU,049AR,-0.4,B,53.15,5,25
ANRU,049AR,-0.4,B,56.31666667,5,25
ANRU,049AR,-0.4,B,63.45,5,25
ANRU,049AR,-0.4,B,69.35,6,25
ANRU,049AR,-0.4,B,73.06666667,7,25
ANRU,049AR,-0.4,B,78.53333333,10,25
ANRU,049AR,-0.4,B,88.8,10,25
ANRU,049AR,-0.4,B,92.65,10,25
ANRU,049AR,-0.4,B,97.86666667,12,25
ANRU,049AR,-0.4,B,104.2,15,25
ANRU,049AR,-0.4,B,112.05,15,25
ANRU,049AR,-0.4,B,116.5333333,16,25
ANRU,049AR,-0.4,B,122.25,19,25
ANRU,049AR,-0.4,B,126.7833333,19,25
ANRU,049AR,-0.4,B,135.5,19,25
ANRU,049AR,-0.4,B,141.4,20,25
ANRU,049AR,-0.4,B,147.05,20,25
ANRU,049AR,-0.4,B,150.2,21,25
ANRU,049AR,-0.4,B,160.45,21,25
ANRU,049AR,-0.4,B,166.3,21,25
ANRU,049AR,-0.4,B,170.25,21,25
ANRU,049AR,-0.4,B,174.5166667,21,25
ANRU,049AR,-0.4,B,184.0166667,21,25
ANRU,049AR,-0.4,B,189.0166667,22,25
ANRU,049AR,-0.4,B,197.5833333,23,25
ANRU,049AR,-0.4,B,201.8333333,23,25
ANRU,049AR,-0.4,B,212.6,23,25
ANRU,049AR,-0.4,B,221.4666667,23,25
ANRU,049AR,-0.4,B,228.9333333,23,25
ANRU,049AR,-0.4,B,255.9,23,25
ANRU,049AR,-0.4,B,354.45,24,25
ANRU,049AR,-0.4,B,424.6166667,24,25
ANRU,049AR,-0.4,B,569.7,25,25
ANRU,049AR,-0.4,C,0.45,0,25
ANRU,049AR,-0.4,C,3.716666667,0,25
ANRU,049AR,-0.4,C,7.633333333,0,25
ANRU,049AR,-0.4,C,12.61666667,0,25
ANRU,049AR,-0.4,C,16.56666667,0,25
ANRU,049AR,-0.4,C,21.41666667,0,25
ANRU,049AR,-0.4,C,27.36666667,1,25
ANRU,049AR,-0.4,C,28.16666667,0,25
ANRU,049AR,-0.4,C,32.95,1,25
ANRU,049AR,-0.4,C,45.93333333,2,25
ANRU,049AR,-0.4,C,49.75,2,25
ANRU,049AR,-0.4,C,53.15,3,25
ANRU,049AR,-0.4,C,56.31666667,3,25
ANRU,049AR,-0.4,C,63.45,6,25
ANRU,049AR,-0.4,C,69.35,7,25
ANRU,049AR,-0.4,C,73.06666667,12,25
ANRU,049AR,-0.4,C,78.53333333,13,25
ANRU,049AR,-0.4,C,88.8,14,25
ANRU,049AR,-0.4,C,92.65,14,25
ANRU,049AR,-0.4,C,97.86666667,16,25
ANRU,049AR,-0.4,C,104.2,17,25
ANRU,049AR,-0.4,C,112.05,17,25
ANRU,049AR,-0.4,C,116.5333333,17,25
ANRU,049AR,-0.4,C,122.25,18,25
ANRU,049AR,-0.4,C,126.7833333,18,25
ANRU,049AR,-0.4,C,135.5,18,25
ANRU,049AR,-0.4,C,141.4,19,25
ANRU,049AR,-0.4,C,147.05,19,25
ANRU,049AR,-0.4,C,150.2,22,25
ANRU,049AR,-0.4,C,160.45,22,25
ANRU,049AR,-0.4,C,166.3,23,25
ANRU,049AR,-0.4,C,170.25,23,25
ANRU,049AR,-0.4,C,174.5166667,23,25
ANRU,049AR,-0.4,C,184.0166667,23,25
ANRU,049AR,-0.4,C,189.0166667,23,25
ANRU,049AR,-0.4,C,197.5833333,23,25
ANRU,049AR,-0.4,C,201.8333333,23,25
ANRU,049AR,-0.4,C,212.6,23,25
ANRU,049AR,-0.4,C,221.4666667,23,25
ANRU,049AR,-0.4,C,228.9333333,23,25
ANRU,049AR,-0.4,C,255.9,24,25
ANRU,049AR,-0.4,C,354.45,24,25
ANRU,049AR,-0.4,C,424.6166667,24,25
ANRU,049AR,-0.4,C,569.7,24,25
ANRU,049AR,-0.4,C,830.7833333,25,25
ANRU,049AR,-0.4,D,0.45,0,25
ANRU,049AR,-0.4,D,3.716666667,0,25
ANRU,049AR,-0.4,D,7.633333333,0,25
ANRU,049AR,-0.4,D,12.61666667,0,25
ANRU,049AR,-0.4,D,16.56666667,0,25
ANRU,049AR,-0.4,D,21.41666667,0,25
ANRU,049AR,-0.4,D,27.36666667,0,25
ANRU,049AR,-0.4,D,28.16666667,0,25
ANRU,049AR,-0.4,D,32.95,0,25
ANRU,049AR,-0.4,D,45.93333333,2,25
ANRU,049AR,-0.4,D,49.75,2,25
ANRU,049AR,-0.4,D,53.15,2,25
ANRU,049AR,-0.4,D,56.31666667,2,25
ANRU,049AR,-0.4,D,63.45,2,25
ANRU,049AR,-0.4,D,69.35,3,25
ANRU,049AR,-0.4,D,73.06666667,7,25
ANRU,049AR,-0.4,D,78.53333333,10,25
ANRU,049AR,-0.4,D,88.8,10,25
ANRU,049AR,-0.4,D,92.65,10,25
ANRU,049AR,-0.4,D,97.86666667,14,25
ANRU,049AR,-0.4,D,104.2,16,25
ANRU,049AR,-0.4,D,112.05,17,25
ANRU,049AR,-0.4,D,116.5333333,17,25
ANRU,049AR,-0.4,D,122.25,17,25
ANRU,049AR,-0.4,D,126.7833333,17,25
ANRU,049AR,-0.4,D,135.5,17,25
ANRU,049AR,-0.4,D,141.4,17,25
ANRU,049AR,-0.4,D,147.05,18,25
ANRU,049AR,-0.4,D,150.2,18,25
ANRU,049AR,-0.4,D,160.45,18,25
ANRU,049AR,-0.4,D,166.3,18,25
ANRU,049AR,-0.4,D,170.25,18,25
ANRU,049AR,-0.4,D,174.5166667,18,25
ANRU,049AR,-0.4,D,184.0166667,18,25
ANRU,049AR,-0.4,D,189.0166667,18,25
ANRU,049AR,-0.4,D,197.5833333,19,25
ANRU,049AR,-0.4,D,201.8333333,19,25
ANRU,049AR,-0.4,D,212.6,19,25
ANRU,049AR,-0.4,D,221.4666667,19,25
ANRU,049AR,-0.4,D,228.9333333,19,25
ANRU,049AR,-0.4,D,255.9,21,25
ANRU,049AR,-0.4,D,354.45,22,25
ANRU,049AR,-0.4,D,424.6166667,24,25
ANRU,049AR,-0.4,D,569.7,24,25
ANRU,049AR,-0.4,D,830.7833333,25,25
ANRU,049AR,-0.6,A,0.45,0,25
ANRU,049AR,-0.6,A,3.716666667,0,25
ANRU,049AR,-0.6,A,7.633333333,0,25
ANRU,049AR,-0.6,A,12.61666667,0,25
ANRU,049AR,-0.6,A,16.56666667,0,25
ANRU,049AR,-0.6,A,21.41666667,0,25
ANRU,049AR,-0.6,A,27.36666667,0,25
ANRU,049AR,-0.6,A,28.16666667,0,25
ANRU,049AR,-0.6,A,32.95,0,25
ANRU,049AR,-0.6,A,45.93333333,2,25
ANRU,049AR,-0.6,A,49.75,3,25
ANRU,049AR,-0.6,A,53.15,3,25
ANRU,049AR,-0.6,A,56.31666667,3,25
ANRU,049AR,-0.6,A,63.45,4,25
ANRU,049AR,-0.6,A,69.35,5,25
ANRU,049AR,-0.6,A,73.06666667,6,25
ANRU,049AR,-0.6,A,78.53333333,7,25
ANRU,049AR,-0.6,A,88.8,9,25
ANRU,049AR,-0.6,A,92.65,9,25
ANRU,049AR,-0.6,A,97.86666667,9,25
ANRU,049AR,-0.6,A,104.2,10,25
ANRU,049AR,-0.6,A,112.05,10,25
ANRU,049AR,-0.6,A,116.5333333,10,25
ANRU,049AR,-0.6,A,122.25,11,25
ANRU,049AR,-0.6,A,126.7833333,11,25
ANRU,049AR,-0.6,A,135.5,11,25
ANRU,049AR,-0.6,A,141.4,12,25
ANRU,049AR,-0.6,A,147.05,13,25
ANRU,049AR,-0.6,A,150.2,14,25
ANRU,049AR,-0.6,A,160.45,14,25
ANRU,049AR,-0.6,A,166.3,15,25
ANRU,049AR,-0.6,A,170.25,15,25
ANRU,049AR,-0.6,A,174.5166667,15,25
ANRU,049AR,-0.6,A,184.0166667,15,25
ANRU,049AR,-0.6,A,189.0166667,15,25
ANRU,049AR,-0.6,A,197.5833333,16,25
ANRU,049AR,-0.6,A,201.8333333,16,25
ANRU,049AR,-0.6,A,212.6,16,25
ANRU,049AR,-0.6,A,221.4666667,16,25
ANRU,049AR,-0.6,A,228.9333333,16,25
ANRU,049AR,-0.6,A,255.9,16,25
ANRU,049AR,-0.6,A,354.45,20,25
ANRU,049AR,-0.6,A,424.6166667,23,25
ANRU,049AR,-0.6,B,0.45,0,25
ANRU,049AR,-0.6,B,3.716666667,0,25
ANRU,049AR,-0.6,B,7.633333333,0,25
ANRU,049AR,-0.6,B,12.61666667,0,25
ANRU,049AR,-0.6,B,16.56666667,0,25
ANRU,049AR,-0.6,B,21.41666667,0,25
ANRU,049AR,-0.6,B,27.36666667,18,25
ANRU,049AR,-0.6,B,28.16666667,2,25
ANRU,049AR,-0.6,B,32.95,2,25
ANRU,049AR,-0.6,B,45.93333333,3,25
ANRU,049AR,-0.6,B,49.75,4,25
ANRU,049AR,-0.6,B,53.15,4,25
ANRU,049AR,-0.6,B,56.31666667,5,25
ANRU,049AR,-0.6,B,63.45,5,25
ANRU,049AR,-0.6,B,69.35,5,25
ANRU,049AR,-0.6,B,73.06666667,5,25
ANRU,049AR,-0.6,B,78.53333333,6,25
ANRU,049AR,-0.6,B,88.8,7,25
ANRU,049AR,-0.6,B,92.65,8,25
ANRU,049AR,-0.6,B,97.86666667,10,25
ANRU,049AR,-0.6,B,104.2,13,25
ANRU,049AR,-0.6,B,112.05,13,25
ANRU,049AR,-0.6,B,116.5333333,13,25
ANRU,049AR,-0.6,B,122.25,16,25
ANRU,049AR,-0.6,B,126.7833333,16,25
ANRU,049AR,-0.6,B,135.5,16,25
ANRU,049AR,-0.6,B,141.4,17,25
ANRU,049AR,-0.6,B,147.05,18,25
ANRU,049AR,-0.6,B,150.2,19,25
ANRU,049AR,-0.6,B,160.45,19,25
ANRU,049AR,-0.6,B,166.3,20,25
ANRU,049AR,-0.6,B,170.25,20,25
ANRU,049AR,-0.6,B,174.5166667,20,25
ANRU,049AR,-0.6,B,184.0166667,20,25
ANRU,049AR,-0.6,B,189.0166667,20,25
ANRU,049AR,-0.6,B,197.5833333,20,25
ANRU,049AR,-0.6,B,201.8333333,20,25
ANRU,049AR,-0.6,B,212.6,20,25
ANRU,049AR,-0.6,B,221.4666667,21,25
ANRU,049AR,-0.6,B,228.9333333,21,25
ANRU,049AR,-0.6,B,255.9,21,25
ANRU,049AR,-0.6,B,354.45,23,25
ANRU,049AR,-0.6,B,424.6166667,23,25
ANRU,049AR,-0.6,B,569.7,25,25
ANRU,049AR,-0.6,C,0.45,0,25
ANRU,049AR,-0.6,C,3.716666667,0,25
ANRU,049AR,-0.6,C,7.633333333,0,25
ANRU,049AR,-0.6,C,12.61666667,0,25
ANRU,049AR,-0.6,C,16.56666667,0,25
ANRU,049AR,-0.6,C,21.41666667,0,25
ANRU,049AR,-0.6,C,27.36666667,0,25
ANRU,049AR,-0.6,C,28.16666667,0,25
ANRU,049AR,-0.6,C,32.95,0,25
ANRU,049AR,-0.6,C,45.93333333,3,25
ANRU,049AR,-0.6,C,49.75,5,25
ANRU,049AR,-0.6,C,53.15,5,25
ANRU,049AR,-0.6,C,56.31666667,5,25
ANRU,049AR,-0.6,C,63.45,5,25
ANRU,049AR,-0.6,C,69.35,7,25
ANRU,049AR,-0.6,C,73.06666667,7,25
ANRU,049AR,-0.6,C,78.53333333,7,25
ANRU,049AR,-0.6,C,88.8,7,25
ANRU,049AR,-0.6,C,92.65,7,25
ANRU,049AR,-0.6,C,97.86666667,8,25
ANRU,049AR,-0.6,C,104.2,13,25
ANRU,049AR,-0.6,C,112.05,13,25
ANRU,049AR,-0.6,C,116.5333333,13,25
ANRU,049AR,-0.6,C,122.25,15,25
ANRU,049AR,-0.6,C,126.7833333,15,25
ANRU,049AR,-0.6,C,135.5,15,25
ANRU,049AR,-0.6,C,141.4,15,25
ANRU,049AR,-0.6,C,147.05,18,25
ANRU,049AR,-0.6,C,150.2,18,25
ANRU,049AR,-0.6,C,160.45,18,25
ANRU,049AR,-0.6,C,166.3,18,25
ANRU,049AR,-0.6,C,170.25,19,25
ANRU,049AR,-0.6,C,174.5166667,19,25
ANRU,049AR,-0.6,C,184.0166667,19,25
ANRU,049AR,-0.6,C,189.0166667,19,25
ANRU,049AR,-0.6,C,197.5833333,21,25
ANRU,049AR,-0.6,C,201.8333333,21,25
ANRU,049AR,-0.6,C,212.6,21,25
ANRU,049AR,-0.6,C,221.4666667,22,25
ANRU,049AR,-0.6,C,228.9333333,22,25
ANRU,049AR,-0.6,C,255.9,22,25
ANRU,049AR,-0.6,C,354.45,24,25
ANRU,049AR,-0.6,C,424.6166667,25,25
ANRU,049AR,-0.6,D,0.45,0,25
ANRU,049AR,-0.6,D,3.716666667,0,25
ANRU,049AR,-0.6,D,7.633333333,0,25
ANRU,049AR,-0.6,D,12.61666667,0,25
ANRU,049AR,-0.6,D,16.56666667,0,25
ANRU,049AR,-0.6,D,21.41666667,0,25
ANRU,049AR,-0.6,D,27.36666667,0,25
ANRU,049AR,-0.6,D,28.16666667,0,25
ANRU,049AR,-0.6,D,32.95,0,25
ANRU,049AR,-0.6,D,45.93333333,3,25
ANRU,049AR,-0.6,D,49.75,5,25
ANRU,049AR,-0.6,D,53.15,5,25
ANRU,049AR,-0.6,D,56.31666667,7,25
ANRU,049AR,-0.6,D,63.45,8,25
ANRU,049AR,-0.6,D,69.35,11,25
ANRU,049AR,-0.6,D,73.06666667,11,25
ANRU,049AR,-0.6,D,78.53333333,12,25
ANRU,049AR,-0.6,D,88.8,12,25
ANRU,049AR,-0.6,D,92.65,12,25
ANRU,049AR,-0.6,D,97.86666667,13,25
ANRU,049AR,-0.6,D,104.2,13,25
ANRU,049AR,-0.6,D,112.05,13,25
ANRU,049AR,-0.6,D,116.5333333,15,25
ANRU,049AR,-0.6,D,122.25,15,25
ANRU,049AR,-0.6,D,126.7833333,15,25
ANRU,049AR,-0.6,D,135.5,15,25
ANRU,049AR,-0.6,D,141.4,15,25
ANRU,049AR,-0.6,D,147.05,15,25
ANRU,049AR,-0.6,D,150.2,15,25
ANRU,049AR,-0.6,D,160.45,15,25
ANRU,049AR,-0.6,D,166.3,15,25
ANRU,049AR,-0.6,D,170.25,17,25
ANRU,049AR,-0.6,D,174.5166667,17,25
ANRU,049AR,-0.6,D,184.0166667,17,25
ANRU,049AR,-0.6,D,189.0166667,17,25
ANRU,049AR,-0.6,D,197.5833333,17,25
ANRU,049AR,-0.6,D,201.8333333,18,25
ANRU,049AR,-0.6,D,212.6,18,25
ANRU,049AR,-0.6,D,221.4666667,18,25
ANRU,049AR,-0.6,D,228.9333333,18,25
ANRU,049AR,-0.6,D,255.9,18,25
ANRU,049AR,-0.6,D,354.45,21,25
ANRU,049AR,-0.6,D,424.6166667,21,25
ANRU,049AR,-0.6,D,569.7,21,25
ANRU,049AR,-0.6,D,830.7833333,23,25
ANRU,049AR,-0.6,D,1209.566667,25,25
ANRU,049AR,-0.8,A,0.45,0,25
ANRU,049AR,-0.8,A,3.716666667,0,25
ANRU,049AR,-0.8,A,7.633333333,0,25
ANRU,049AR,-0.8,A,12.61666667,0,25
ANRU,049AR,-0.8,A,16.56666667,0,25
ANRU,049AR,-0.8,A,21.41666667,0,25
ANRU,049AR,-0.8,A,27.36666667,18,25
ANRU,049AR,-0.8,A,28.16666667,0,25
ANRU,049AR,-0.8,A,32.95,0,25
ANRU,049AR,-0.8,A,45.93333333,1,25
ANRU,049AR,-0.8,A,49.75,1,25
ANRU,049AR,-0.8,A,53.15,1,25
ANRU,049AR,-0.8,A,56.31666667,1,25
ANRU,049AR,-0.8,A,63.45,1,25
ANRU,049AR,-0.8,A,69.35,3,25
ANRU,049AR,-0.8,A,73.06666667,5,25
ANRU,049AR,-0.8,A,78.53333333,6,25
ANRU,049AR,-0.8,A,88.8,7,25
ANRU,049AR,-0.8,A,92.65,7,25
ANRU,049AR,-0.8,A,97.86666667,8,25
ANRU,049AR,-0.8,A,104.2,9,25
ANRU,049AR,-0.8,A,112.05,9,25
ANRU,049AR,-0.8,A,116.5333333,9,25
ANRU,049AR,-0.8,A,122.25,10,25
ANRU,049AR,-0.8,A,126.7833333,10,25
ANRU,049AR,-0.8,A,135.5,10,25
ANRU,049AR,-0.8,A,141.4,10,25
ANRU,049AR,-0.8,A,147.05,10,25
ANRU,049AR,-0.8,A,150.2,10,25
ANRU,049AR,-0.8,A,160.45,10,25
ANRU,049AR,-0.8,A,166.3,10,25
ANRU,049AR,-0.8,A,170.25,12,25
ANRU,049AR,-0.8,A,174.5166667,12,25
ANRU,049AR,-0.8,A,184.0166667,12,25
ANRU,049AR,-0.8,A,189.0166667,13,25
ANRU,049AR,-0.8,A,197.5833333,14,25
ANRU,049AR,-0.8,A,201.8333333,14,25
ANRU,049AR,-0.8,A,212.6,14,25
ANRU,049AR,-0.8,A,221.4666667,14,25
ANRU,049AR,-0.8,A,228.9333333,14,25
ANRU,049AR,-0.8,A,255.9,15,25
ANRU,049AR,-0.8,A,354.45,16,25
ANRU,049AR,-0.8,A,424.6166667,17,25
ANRU,049AR,-0.8,A,569.7,17,25
ANRU,049AR,-0.8,A,830.7833333,17,25
ANRU,049AR,-0.8,A,1209.566667,19,25
ANRU,049AR,-0.8,B,0.45,0,25
ANRU,049AR,-0.8,B,3.716666667,0,25
ANRU,049AR,-0.8,B,7.633333333,0,25
ANRU,049AR,-0.8,B,12.61666667,0,25
ANRU,049AR,-0.8,B,16.56666667,0,25
ANRU,049AR,-0.8,B,21.41666667,0,25
ANRU,049AR,-0.8,B,27.36666667,19,25
ANRU,049AR,-0.8,B,28.16666667,0,25
ANRU,049AR,-0.8,B,32.95,0,25
ANRU,049AR,-0.8,B,45.93333333,0,25
ANRU,049AR,-0.8,B,49.75,1,25
ANRU,049AR,-0.8,B,53.15,1,25
ANRU,049AR,-0.8,B,56.31666667,2,25
ANRU,049AR,-0.8,B,63.45,2,25
ANRU,049AR,-0.8,B,69.35,3,25
ANRU,049AR,-0.8,B,73.06666667,4,25
