Dish,Population,Temperature,Time,Germinated,Germinable
A9,CM,8.7,16,0,23
A9,CM,8.7,17,0,23
A9,CM,8.7,18,0,23
A9,CM,8.7,19,0,23
A9,CM,8.7,20,0,23
A9,CM,8.7,21,11,23
A9,CM,8.7,22,11,23
A9,CM,8.7,23,11,23
A9,CM,8.7,24,11,23
A9,CM,8.7,25,11,23
A9,CM,8.7,26,11,23
A9,CM,8.7,27,11,23
A9,CM,8.7,28,11,23
A9,CM,8.7,29,19,23
A9,CM,8.7,30,19,23
A9,CM,8.7,31,19,23
A9,CM,8.7,32,20,23
A9,CM,8.7,33,20,23
A9,CM,8.7,34,20,23
A9,CM,8.7,35,20,23
A9,CM,8.7,36,20,23
A9,CM,8.7,37,20,23
A9,CM,8.7,38,21,23
A9,CM,8.7,39,21,23
A9,CM,8.7,40,21,23
A9,CM,8.7,41,21,23
A9,CM,8.7,42,21,23
A90,PU,4.4,1,0,24
A90,PU,4.4,2,0,24
A90,PU,4.4,3,0,24
A90,PU,4.4,4,0,24
A90,PU,4.4,5,0,24
A90,PU,4.4,6,0,24
A90,PU,4.4,7,0,24
A90,PU,4.4,8,0,24
A90,PU,4.4,9,0,24
A90,PU,4.4,10,0,24
A90,PU,4.4,11,0,24
A90,PU,4.4,12,0,24
A90,PU,4.4,13,0,24
A90,PU,4.4,14,0,24
A90,PU,4.4,15,0,24
A90,PU,4.4,16,0,24
A90,PU,4.4,17,0,24
A90,PU,4.4,18,0,24
A90,PU,4.4,19,0,24
A90,PU,4.4,20,0,24
A90,PU,4.4,21,0,24
A90,PU,4.4,22,0,24
A90,PU,4.4,23,0,24
A90,PU,4.4,24,0,24
A90,PU,4.4,25,0,24
A90,PU,4.4,26,0,24
A90,PU,4.4,27,0,24
A90,PU,4.4,28,0,24
A90,PU,4.4,29,0,24
A90,PU,4.4,30,0,24
A90,PU,4.4,31,0,24
A90,PU,4.4,32,0,24
A90,PU,4.4,33,0,24
A90,PU,4.4,34,0,24
A90,PU,4.4,35,0,24
A90,PU,4.4,36,0,24
A90,PU,4.4,37,0,24
A90,PU,4.4,38,0,24
A90,PU,4.4,39,0,24
A90,PU,4.4,40,0,24
A90,PU,4.4,41,0,24
A90,PU,4.4,42,0,24
A91,PU,3,1,0,23
A91,PU,3,2,0,23
A91,PU,3,3,0,23
A91,PU,3,4,0,23
A91,PU,3,5,0,23
A91,PU,3,6,0,23
A91,PU,3,7,0,23
A91,PU,3,8,0,23
A91,PU,3,9,0,23
A91,PU,3,10,0,23
A91,PU,3,11,0,23
A91,PU,3,12,0,23
A91,PU,3,13,0,23
A91,PU,3,14,0,23
A91,PU,3,15,0,23
A91,PU,3,16,0,23
A91,PU,3,17,0,23
A91,PU,3,18,0,23
A91,PU,3,19,0,23
A91,PU,3,20,0,23
A91,PU,3,21,0,23
A91,PU,3,22,0,23
A91,PU,3,23,0,23
A91,PU,3,24,0,23
A91,PU,3,25,0,23
A91,PU,3,26,0,23
A91,PU,3,27,0,23
A91,PU,3,28,0,23
A91,PU,3,29,0,23
A91,PU,3,30,0,23
A91,PU,3,31,0,23
A91,PU,3,32,0,23
A91,PU,3,33,0,23
A91,PU,3,34,0,23
A91,PU,3,35,0,23
A91,PU,3,36,0,23
A91,PU,3,37,0,23
A91,PU,3,38,0,23
A91,PU,3,39,0,23
A91,PU,3,40,0,23
A91,PU,3,41,0,23
A91,PU,3,42,0,23
B1,TE,20,1,0,24
B1,TE,20,2,0,24
B1,TE,20,3,0,24
B1,TE,20,4,0,24
B1,TE,20,5,0,24
B1,TE,20,6,1,24
B1,TE,20,7,2,24
B1,TE,20,8,4,24
B1,TE,20,9,5,24
B1,TE,20,10,6,24
B1,TE,20,11,6,24
B1,TE,20,12,6,24
B1,TE,20,13,8,24
B1,TE,20,14,8,24
B1,TE,20,15,8,24
B1,TE,20,16,8,24
B1,TE,20,17,9,24
B1,TE,20,18,10,24
B1,TE,20,19,10,24
B1,TE,20,20,10,24
B1,TE,20,21,10,24
B1,TE,20,22,10,24
B1,TE,20,23,10,24
B1,TE,20,24,10,24
B1,TE,20,25,10,24
B1,TE,20,26,10,24
B1,TE,20,27,10,24
B1,TE,20,28,10,24
B1,TE,20,29,10,24
B1,TE,20,30,10,24
B1,TE,20,31,10,24
B1,TE,20,32,10,24
B1,TE,20,33,10,24
B1,TE,20,34,10,24
B1,TE,20,35,11,24
B1,TE,20,36,11,24
B1,TE,20,37,11,24
B1,TE,20,38,11,24
B1,TE,20,39,11,24
B1,TE,20,40,11,24
B1,TE,20,41,11,24
B1,TE,20,42,11,24
B10,TE,8.8,1,0,25
B10,TE,8.8,2,0,25
B10,TE,8.8,3,0,25
B10,TE,8.8,4,0,25
B10,TE,8.8,5,0,25
B10,TE,8.8,6,0,25
B10,TE,8.8,7,0,25
B10,TE,8.8,8,0,25
B10,TE,8.8,9,0,25
B10,TE,8.8,10,0,25
B10,TE,8.8,11,0,25
B10,TE,8.8,12,0,25
B10,TE,8.8,13,0,25
B10,TE,8.8,14,0,25
B10,TE,8.8,15,0,25
B10,TE,8.8,16,0,25
B10,TE,8.8,17,0,25
B10,TE,8.8,18,0,25
B10,TE,8.8,19,0,25
B10,TE,8.8,20,0,25
B10,TE,8.8,21,0,25
B10,TE,8.8,22,0,25
B10,TE,8.8,23,0,25
B10,TE,8.8,24,0,25
B10,TE,8.8,25,1,25
B10,TE,8.8,26,9,25
B10,TE,8.8,27,20,25
B10,TE,8.8,28,21,25
B10,TE,8.8,29,21,25
B10,TE,8.8,30,21,25
B10,TE,8.8,31,21,25
B10,TE,8.8,32,21,25
B10,TE,8.8,33,21,25
B10,TE,8.8,34,21,25
B10,TE,8.8,35,21,25
B10,TE,8.8,36,21,25
B10,TE,8.8,37,21,25
B10,TE,8.8,38,21,25
B10,TE,8.8,39,21,25
B10,TE,8.8,40,21,25
B10,TE,8.8,41,21,25
B10,TE,8.8,42,21,25
B11,TE,7.5,1,0,24
B11,TE,7.5,2,0,24
B11,TE,7.5,3,0,24
B11,TE,7.5,4,0,24
B11,TE,7.5,5,0,24
B11,TE,7.5,6,0,24
B11,TE,7.5,7,0,24
B11,TE,7.5,8,0,24
B11,TE,7.5,9,0,24
B11,TE,7.5,10,0,24
B11,TE,7.5,11,0,24
B11,TE,7.5,12,0,24
B11,TE,7.5,13,0,24
B11,TE,7.5,14,0,24
B11,TE,7.5,15,0,24
B11,TE,7.5,16,0,24
B11,TE,7.5,17,0,24
B11,TE,7.5,18,0,24
B11,TE,7.5,19,0,24
B11,TE,7.5,20,0,24
B11,TE,7.5,21,0,24
B11,TE,7.5,22,0,24
B11,TE,7.5,23,0,24
B11,TE,7.5,24,0,24
B11,TE,7.5,25,0,24
B11,TE,7.5,26,0,24
B11,TE,7.5,27,0,24
B11,TE,7.5,28,0,24
B11,TE,7.5,29,0,24
B11,TE,7.5,30,0,24
B11,TE,7.5,31,0,24
B11,TE,7.5,32,0,24
B11,TE,7.5,33,0,24
B11,TE,7.5,34,0,24
B11,TE,7.5,35,0,24
B11,TE,7.5,36,0,24
B11,TE,7.5,37,0,24
B11,TE,7.5,38,0,24
B11,TE,7.5,39,0,24
B11,TE,7.5,40,8,24
B11,TE,7.5,41,8,24
B11,TE,7.5,42,11,24
B118,VA,20,1,0,16
B118,VA,20,2,0,16
B118,VA,20,3,0,16
B118,VA,20,4,4,16
B118,VA,20,5,13,16
B118,VA,20,6,13,16
B118,VA,20,7,16,16
B118,VA,20,8,16,16
B118,VA,20,9,16,16
B118,VA,20,10,16,16
B118,VA,20,11,16,16
B118,VA,20,12,16,16
B118,VA,20,13,16,16
B118,VA,20,14,16,16
B118,VA,20,15,16,16
B118,VA,20,16,16,16
B118,VA,20,17,16,16
B118,VA,20,18,16,16
B118,VA,20,19,16,16
B118,VA,20,20,16,16
B118,VA,20,21,16,16
B118,VA,20,22,16,16
B118,VA,20,23,16,16
B118,VA,20,24,16,16
B118,VA,20,25,16,16
B118,VA,20,26,16,16
B118,VA,20,27,16,16
B118,VA,20,28,16,16
B118,VA,20,29,16,16
B118,VA,20,30,16,16
B118,VA,20,31,16,16
B118,VA,20,32,16,16
B118,VA,20,33,16,16
B118,VA,20,34,16,16
B118,VA,20,35,16,16
B118,VA,20,36,16,16
B118,VA,20,37,16,16
B118,VA,20,38,16,16
B118,VA,20,39,16,16
B118,VA,20,40,16,16
B118,VA,20,41,16,16
B118,VA,20,42,16,16
B119,VA,18.8,1,0,16
B119,VA,18.8,2,0,16
B119,VA,18.8,3,0,16
B119,VA,18.8,4,5,16
B119,VA,18.8,5,10,16
B119,VA,18.8,6,10,16
B119,VA,18.8,7,16,16
B119,VA,18.8,8,16,16
B119,VA,18.8,9,16,16
B119,VA,18.8,10,16,16
B119,VA,18.8,11,16,16
B119,VA,18.8,12,16,16
B119,VA,18.8,13,16,16
B119,VA,18.8,14,16,16
B119,VA,18.8,15,16,16
B119,VA,18.8,16,16,16
B119,VA,18.8,17,16,16
B119,VA,18.8,18,16,16
B119,VA,18.8,19,16,16
B119,VA,18.8,20,16,16
B119,VA,18.8,21,16,16
B119,VA,18.8,22,16,16
B119,VA,18.8,23,16,16
B119,VA,18.8,24,16,16
B119,VA,18.8,25,16,16
B119,VA,18.8,26,16,16
B119,VA,18.8,27,16,16
B119,VA,18.8,28,16,16
B119,VA,18.8,29,16,16
B119,VA,18.8,30,16,16
B119,VA,18.8,31,16,16
B119,VA,18.8,32,16,16
B119,VA,18.8,33,16,16
B119,VA,18.8,34,16,16
B119,VA,18.8,35,16,16
B119,VA,18.8,36,16,16
B119,VA,18.8,37,16,16
B119,VA,18.8,38,16,16
B119,VA,18.8,39,16,16
B119,VA,18.8,40,16,16
B119,VA,18.8,41,16,16
B119,VA,18.8,42,16,16
B12,TE,6.3,1,0,24
B12,TE,6.3,2,0,24
B12,TE,6.3,3,0,24
B12,TE,6.3,4,0,24
B12,TE,6.3,5,0,24
B12,TE,6.3,6,0,24
B12,TE,6.3,7,0,24
B12,TE,6.3,8,0,24
B12,TE,6.3,9,0,24
B12,TE,6.3,10,0,24
B12,TE,6.3,11,0,24
B12,TE,6.3,12,0,24
B12,TE,6.3,13,0,24
B12,TE,6.3,14,0,24
B12,TE,6.3,15,0,24
B12,TE,6.3,16,0,24
B12,TE,6.3,17,0,24
B12,TE,6.3,18,0,24
B12,TE,6.3,19,0,24
B12,TE,6.3,20,0,24
B12,TE,6.3,21,0,24
B12,TE,6.3,22,0,24
B12,TE,6.3,23,0,24
B12,TE,6.3,24,0,24
B12,TE,6.3,25,0,24
B12,TE,6.3,26,0,24
B12,TE,6.3,27,0,24
B12,TE,6.3,28,0,24
B12,TE,6.3,29,0,24
B12,TE,6.3,30,0,24
B12,TE,6.3,31,0,24
B12,TE,6.3,32,0,24
B12,TE,6.3,33,0,24
B12,TE,6.3,34,0,24
B12,TE,6.3,35,0,24
B12,TE,6.3,36,0,24
B12,TE,6.3,37,0,24
B12,TE,6.3,38,0,24
B12,TE,6.3,39,0,24
B12,TE,6.3,40,0,24
B12,TE,6.3,41,0,24
B12,TE,6.3,42,0,24
B120,VA,17.5,1,0,16
B120,VA,17.5,2,0,16
B120,VA,17.5,3,0,16
B120,VA,17.5,4,4,16
B120,VA,17.5,5,11,16
B120,VA,17.5,6,15,16
B120,VA,17.5,7,16,16
B120,VA,17.5,8,16,16
B120,VA,17.5,9,16,16
B120,VA,17.5,10,16,16
B120,VA,17.5,11,16,16
B120,VA,17.5,12,16,16
B120,VA,17.5,13,16,16
B120,VA,17.5,14,16,16
B120,VA,17.5,15,16,16
B120,VA,17.5,16,16,16
B120,VA,17.5,17,16,16
B120,VA,17.5,18,16,16
B120,VA,17.5,19,16,16
B120,VA,17.5,20,16,16
B120,VA,17.5,21,16,16
B120,VA,17.5,22,16,16
B120,VA,17.5,23,16,16
B120,VA,17.5,24,16,16
B120,VA,17.5,25,16,16
B120,VA,17.5,26,16,16
B120,VA,17.5,27,16,16
B120,VA,17.5,28,16,16
B120,VA,17.5,29,16,16
B120,VA,17.5,30,16,16
B120,VA,17.5,31,16,16
B120,VA,17.5,32,16,16
B120,VA,17.5,33,16,16
B120,VA,17.5,34,16,16
B120,VA,17.5,35,16,16
B120,VA,17.5,36,16,16
B120,VA,17.5,37,16,16
B120,VA,17.5,38,16,16
B120,VA,17.5,39,16,16
B120,VA,17.5,40,16,16
B120,VA,17.5,41,16,16
B120,VA,17.5,42,16,16
B121,VA,16.3,1,0,16
B121,VA,16.3,2,0,16
B121,VA,16.3,3,0,16
B121,VA,16.3,4,0,16
B121,VA,16.3,5,3,16
B121,VA,16.3,6,6,16
B121,VA,16.3,7,9,16
B121,VA,16.3,8,12,16
B121,VA,16.3,9,16,16
B121,VA,16.3,10,16,16
B121,VA,16.3,11,16,16
B121,VA,16.3,12,16,16
B121,VA,16.3,13,16,16
B121,VA,16.3,14,16,16
B121,VA,16.3,15,16,16
B121,VA,16.3,16,16,16
B121,VA,16.3,17,16,16
B121,VA,16.3,18,16,16
B121,VA,16.3,19,16,16
B121,VA,16.3,20,16,16
B121,VA,16.3,21,16,16
B121,VA,16.3,22,16,16
B121,VA,16.3,23,16,16
B121,VA,16.3,24,16,16
B121,VA,16.3,25,16,16
B121,VA,16.3,26,16,16
B121,VA,16.3,27,16,16
B121,VA,16.3,28,16,16
B121,VA,16.3,29,16,16
B121,VA,16.3,30,16,16
B121,VA,16.3,31,16,16
B121,VA,16.3,32,16,16
B121,VA,16.3,33,16,16
B121,VA,16.3,34,16,16
B121,VA,16.3,35,16,16
B121,VA,16.3,36,16,16
B121,VA,16.3,37,16,16
B121,VA,16.3,38,16,16
B121,VA,16.3,39,16,16
B121,VA,16.3,40,16,16
B121,VA,16.3,41,16,16
B121,VA,16.3,42,16,16
B122,VA,15,1,0,14
B122,VA,15,2,0,14
B122,VA,15,3,0,14
B122,VA,15,4,0,14
B122,VA,15,5,0,14
B122,VA,15,6,0,14
B122,VA,15,7,5,14
B122,VA,15,8,10,14
B122,VA,15,9,13,14
B122,VA,15,10,14,14
B122,VA,15,11,14,14
B122,VA,15,12,14,14
B122,VA,15,13,14,14
B122,VA,15,14,14,14
B122,VA,15,15,14,14
B122,VA,15,16,14,14
B122,VA,15,17,14,14
B122,VA,15,18,14,14
B122,VA,15,19,14,14
B122,VA,15,20,14,14
B122,VA,15,21,14,14
B122,VA,15,22,14,14
B122,VA,15,23,14,14
B122,VA,15,24,14,14
B122,VA,15,25,14,14
B122,VA,15,26,14,14
B122,VA,15,27,14,14
B122,VA,15,28,14,14
B122,VA,15,29,14,14
B122,VA,15,30,14,14
B122,VA,15,31,14,14
B122,VA,15,32,14,14
B122,VA,15,33,14,14
B122,VA,15,34,14,14
B122,VA,15,35,14,14
B122,VA,15,36,14,14
B122,VA,15,37,14,14
B122,VA,15,38,14,14
B122,VA,15,39,14,14
B122,VA,15,40,14,14
B122,VA,15,41,14,14
B122,VA,15,42,14,14
B123,VA,13.8,1,0,16
B123,VA,13.8,2,0,16
B123,VA,13.8,3,0,16
B123,VA,13.8,4,0,16
B123,VA,13.8,5,0,16
B123,VA,13.8,6,0,16
B123,VA,13.8,7,0,16
B123,VA,13.8,8,0,16
B123,VA,13.8,9,1,16
B123,VA,13.8,10,4,16
B123,VA,13.8,11,5,16
B123,VA,13.8,12,6,16
B123,VA,13.8,13,15,16
B123,VA,13.8,14,16,16
B123,VA,13.8,15,16,16
B123,VA,13.8,16,16,16
B123,VA,13.8,17,16,16
B123,VA,13.8,18,16,16
B123,VA,13.8,19,16,16
B123,VA,13.8,20,16,16
B123,VA,13.8,21,16,16
B123,VA,13.8,22,16,16
B123,VA,13.8,23,16,16
B123,VA,13.8,24,16,16
B123,VA,13.8,25,16,16
B123,VA,13.8,26,16,16
B123,VA,13.8,27,16,16
B123,VA,13.8,28,16,16
B123,VA,13.8,29,16,16
B123,VA,13.8,30,16,16
B123,VA,13.8,31,16,16
B123,VA,13.8,32,16,16
B123,VA,13.8,33,16,16
B123,VA,13.8,34,16,16
B123,VA,13.8,35,16,16
B123,VA,13.8,36,16,16
B123,VA,13.8,37,16,16
B123,VA,13.8,38,16,16
B123,VA,13.8,39,16,16
B123,VA,13.8,40,16,16
B123,VA,13.8,41,16,16
B123,VA,13.8,42,16,16
B124,VA,12.5,1,0,16
B124,VA,12.5,2,0,16
B124,VA,12.5,3,0,16
B124,VA,12.5,4,0,16
B124,VA,12.5,5,0,16
B124,VA,12.5,6,0,16
B124,VA,12.5,7,0,16
B124,VA,12.5,8,0,16
B124,VA,12.5,9,0,16
B124,VA,12.5,10,9,16
B124,VA,12.5,11,9,16
B124,VA,12.5,12,9,16
B124,VA,12.5,13,15,16
B124,VA,12.5,14,15,16
B124,VA,12.5,15,15,16
B124,VA,12.5,16,15,16
B124,VA,12.5,17,15,16
B124,VA,12.5,18,16,16
B124,VA,12.5,19,16,16
B124,VA,12.5,20,16,16
B124,VA,12.5,21,16,16
B124,VA,12.5,22,16,16
B124,VA,12.5,23,16,16
B124,VA,12.5,24,16,16
B124,VA,12.5,25,16,16
B124,VA,12.5,26,16,16
B124,VA,12.5,27,16,16
B124,VA,12.5,28,16,16
B124,VA,12.5,29,16,16
B124,VA,12.5,30,16,16
B124,VA,12.5,31,16,16
B124,VA,12.5,32,16,16
B124,VA,12.5,33,16,16
B124,VA,12.5,34,16,16
B124,VA,12.5,35,16,16
B124,VA,12.5,36,16,16
B124,VA,12.5,37,16,16
B124,VA,12.5,38,16,16
B124,VA,12.5,39,16,16
B124,VA,12.5,40,16,16
B124,VA,12.5,41,16,16
B124,VA,12.5,42,16,16
B125,VA,11.3,1,0,15
B125,VA,11.3,2,0,15
B125,VA,11.3,3,0,15
B125,VA,11.3,4,0,15
B125,VA,11.3,5,0,15
B125,VA,11.3,6,0,15
B125,VA,11.3,7,0,15
B125,VA,11.3,8,0,15
B125,VA,11.3,9,0,15
B125,VA,11.3,10,0,15
B125,VA,11.3,11,0,15
B125,VA,11.3,12,0,15
B125,VA,11.3,13,0,15
B125,VA,11.3,14,0,15
B125,VA,11.3,15,0,15
B125,VA,11.3,16,0,15
B125,VA,11.3,17,1,15
B125,VA,11.3,18,14,15
B125,VA,11.3,19,15,15
B125,VA,11.3,20,15,15
B125,VA,11.3,21,15,15
B125,VA,11.3,22,15,15
B125,VA,11.3,23,15,15
B125,VA,11.3,24,15,15
B125,VA,11.3,25,15,15
B125,VA,11.3,26,15,15
B125,VA,11.3,27,15,15
B125,VA,11.3,28,15,15
B125,VA,11.3,29,15,15
B125,VA,11.3,30,15,15
B125,VA,11.3,31,15,15
B125,VA,11.3,32,15,15
B125,VA,11.3,33,15,15
B125,VA,11.3,34,15,15
B125,VA,11.3,35,15,15
B125,VA,11.3,36,15,15
B125,VA,11.3,37,15,15
B125,VA,11.3,38,15,15
B125,VA,11.3,39,15,15
B125,VA,11.3,40,15,15
B125,VA,11.3,41,15,15
B125,VA,11.3,42,15,15
B126,VA,10,1,0,16
B126,VA,10,2,0,16
B126,VA,10,3,0,16
B126,VA,10,4,0,16
B126,VA,10,5,0,16
B126,VA,10,6,0,16
B126,VA,10,7,0,16
B126,VA,10,8,0,16
B126,VA,10,9,0,16
B126,VA,10,10,0,16
B126,VA,10,11,0,16
B126,VA,10,12,0,16
B126,VA,10,13,0,16
B126,VA,10,14,0,16
B126,VA,10,15,0,16
B126,VA,10,16,0,16
B126,VA,10,17,0,16
B126,VA,10,18,0,16
B126,VA,10,19,6,16
B126,VA,10,20,10,16
B126,VA,10,21,10,16
B126,VA,10,22,10,16
B126,VA,10,23,10,16
B126,VA,10,24,11,16
B126,VA,10,25,12,16
B126,VA,10,26,12,16
B126,VA,10,27,12,16
B126,VA,10,28,12,16
B126,VA,10,29,12,16
B126,VA,10,30,14,16
B126,VA,10,31,14,16
B126,VA,10,32,14,16
B126,VA,10,33,14,16
B126,VA,10,34,14,16
B126,VA,10,35,14,16
B126,VA,10,36,14,16
B126,VA,10,37,14,16
B126,VA,10,38,14,16
B126,VA,10,39,15,16
B126,VA,10,40,15,16
B126,VA,10,41,15,16
B126,VA,10,42,16,16
B127,VA,8.8,1,0,16
B127,VA,8.8,2,0,16
B127,VA,8.8,3,0,16
B127,VA,8.8,4,0,16
B127,VA,8.8,5,0,16
B127,VA,8.8,6,0,16
B127,VA,8.8,7,0,16
B127,VA,8.8,8,0,16
B127,VA,8.8,9,0,16
B127,VA,8.8,10,0,16
B127,VA,8.8,11,0,16
B127,VA,8.8,12,0,16
B127,VA,8.8,13,0,16
B127,VA,8.8,14,0,16
B127,VA,8.8,15,0,16
B127,VA,8.8,16,0,16
B127,VA,8.8,17,0,16
B127,VA,8.8,18,0,16
B127,VA,8.8,19,0,16
B127,VA,8.8,20,1,16
B127,VA,8.8,21,1,16
B127,VA,8.8,22,1,16
B127,VA,8.8,23,2,16
B127,VA,8.8,24,2,16
B127,VA,8.8,25,4,16
B127,VA,8.8,26,4,16
B127,VA,8.8,27,4,16
B127,VA,8.8,28,4,16
B127,VA,8.8,29,4,16
B127,VA,8.8,30,4,16
B127,VA,8.8,31,6,16
B127,VA,8.8,32,15,16
B127,VA,8.8,33,15,16
B127,VA,8.8,34,15,16
B127,VA,8.8,35,15,16
B127,VA,8.8,36,15,16
B127,VA,8.8,37,15,16
B127,VA,8.8,38,15,16
B127,VA,8.8,39,16,16
B127,VA,8.8,40,16,16
B127,VA,8.8,41,16,16
B127,VA,8.8,42,16,16
B128,VA,7.5,1,0,16
B128,VA,7.5,2,0,16
B128,VA,7.5,3,0,16
B128,VA,7.5,4,0,16
B128,VA,7.5,5,0,16
B128,VA,7.5,6,0,16
B128,VA,7.5,7,0,16
B128,VA,7.5,8,0,16
B128,VA,7.5,9,0,16
B128,VA,7.5,10,0,16
B128,VA,7.5,11,0,16
B128,VA,7.5,12,0,16
B128,VA,7.5,13,0,16
B128,VA,7.5,14,0,16
B128,VA,7.5,15,0,16
B128,VA,7.5,16,0,16
B128,VA,7.5,17,0,16
B128,VA,7.5,18,0,16
B128,VA,7.5,19,0,16
B128,VA,7.5,20,0,16
B128,VA,7.5,21,0,16
B128,VA,7.5,22,0,16
B128,VA,7.5,23,0,16
B128,VA,7.5,24,0,16
B128,VA,7.5,25,0,16
B128,VA,7.5,26,0,16
B128,VA,7.5,27,0,16
B128,VA,7.5,28,0,16
B128,VA,7.5,29,0,16
B128,VA,7.5,30,0,16
B128,VA,7.5,31,0,16
B128,VA,7.5,32,0,16
B128,VA,7.5,33,0,16
B128,VA,7.5,34,0,16
B128,VA,7.5,35,0,16
B128,VA,7.5,36,0,16
B128,VA,7.5,37,0,16
B128,VA,7.5,38,0,16
B128,VA,7.5,39,0,16
B128,VA,7.5,40,0,16
B128,VA,7.5,41,0,16
B128,VA,7.5,42,12,16
B129,VA,6.3,1,0,16
B129,VA,6.3,2,0,16
B129,VA,6.3,3,0,16
B129,VA,6.3,4,0,16
B129,VA,6.3,5,0,16
B129,VA,6.3,6,0,16
B129,VA,6.3,7,0,16
B129,VA,6.3,8,0,16
B129,VA,6.3,9,0,16
B129,VA,6.3,10,0,16
B129,VA,6.3,11,0,16
B129,VA,6.3,12,0,16
B129,VA,6.3,13,0,16
B129,VA,6.3,14,0,16
B129,VA,6.3,15,0,16
B129,VA,6.3,16,0,16
B129,VA,6.3,17,0,16
B129,VA,6.3,18,0,16
B129,VA,6.3,19,0,16
B129,VA,6.3,20,0,16
B129,VA,6.3,21,0,16
B129,VA,6.3,22,0,16
B129,VA,6.3,23,0,16
B129,VA,6.3,24,0,16
B129,VA,6.3,25,0,16
B129,VA,6.3,26,0,16
B129,VA,6.3,27,0,16
B129,VA,6.3,28,0,16
B129,VA,6.3,29,0,16
B129,VA,6.3,30,0,16
B129,VA,6.3,31,0,16
B129,VA,6.3,32,0,16
B129,VA,6.3,33,0,16
B129,VA,6.3,34,0,16
B129,VA,6.3,35,0,16
B129,VA,6.3,36,0,16
B129,VA,6.3,37,0,16
B129,VA,6.3,38,0,16
B129,VA,6.3,39,0,16
B129,VA,6.3,40,0,16
B129,VA,6.3,41,0,16
B129,VA,6.3,42,0,16
B13,TE,5,1,0,24
B13,TE,5,2,0,24
B13,TE,5,3,0,24
B13,TE,5,4,0,24
B13,TE,5,5,0,24
B13,TE,5,6,0,24
B13,TE,5,7,0,24
B13,TE,5,8,0,24
B13,TE,5,9,0,24
B13,TE,5,10,0,24
B13,TE,5,11,0,24
B13,TE,5,12,0,24
B13,TE,5,13,0,24
B13,TE,5,14,0,24
B13,TE,5,15,0,24
B13,TE,5,16,0,24
B13,TE,5,17,0,24
B13,TE,5,18,0,24
B13,TE,5,19,0,24
B13,TE,5,20,0,24
B13,TE,5,21,0,24
B13,TE,5,22,0,24
B13,TE,5,23,0,24
B13,TE,5,24,0,24
B13,TE,5,25,0,24
B13,TE,5,26,0,24
B13,TE,5,27,0,24
B13,TE,5,28,0,24
B13,TE,5,29,0,24
B13,TE,5,30,0,24
B13,TE,5,31,0,24
B13,TE,5,32,0,24
B13,TE,5,33,0,24
B13,TE,5,34,0,24
B13,TE,5,35,0,24
B13,TE,5,36,0,24
B13,TE,5,37,0,24
B13,TE,5,38,0,24
B13,TE,5,39,0,24
B13,TE,5,40,0,24
B13,TE,5,41,0,24
B13,TE,5,42,0,24
B130,VA,5,1,0,16
B130,VA,5,2,0,16
B130,VA,5,3,0,16
B130,VA,5,4,0,16
B130,VA,5,5,0,16
B130,VA,5,6,0,16
B130,VA,5,7,0,16
B130,VA,5,8,0,16
B130,VA,5,9,0,16
B130,VA,5,10,0,16
B130,VA,5,11,0,16
B130,VA,5,12,0,16
B130,VA,5,13,0,16
B130,VA,5,14,0,16
B130,VA,5,15,0,16
B130,VA,5,16,0,16
B130,VA,5,17,0,16
B130,VA,5,18,0,16
B130,VA,5,19,0,16
B130,VA,5,20,0,16
B130,VA,5,21,0,16
B130,VA,5,22,0,16
B130,VA,5,23,0,16
B130,VA,5,24,0,16
B130,VA,5,25,0,16
B130,VA,5,26,0,16
B130,VA,5,27,0,16
B130,VA,5,28,0,16
B130,VA,5,29,0,16
B130,VA,5,30,0,16
B130,VA,5,31,0,16
B130,VA,5,32,0,16
B130,VA,5,33,0,16
B130,VA,5,34,0,16
B130,VA,5,35,0,16
B130,VA,5,36,0,16
B130,VA,5,37,0,16
B130,VA,5,38,0,16
B130,VA,5,39,0,16
B130,VA,5,40,0,16
B130,VA,5,41,0,16
B130,VA,5,42,0,16
B2,TE,18.8,1,0,23
B2,TE,18.8,2,0,23
B2,TE,18.8,3,0,23
B2,TE,18.8,4,0,23
B2,TE,18.8,5,0,23
B2,TE,18.8,6,0,23
B2,TE,18.8,7,4,23
B2,TE,18.8,8,7,23
B2,TE,18.8,9,8,23
B2,TE,18.8,10,9,23
B2,TE,18.8,11,9,23
B2,TE,18.8,12,9,23
B2,TE,18.8,13,9,23
B2,TE,18.8,14,9,23
B2,TE,18.8,15,9,23
B2,TE,18.8,16,10,23
B2,TE,18.8,17,12,23
B2,TE,18.8,18,12,23
B2,TE,18.8,19,12,23
B2,TE,18.8,20,12,23
B2,TE,18.8,21,13,23
B2,TE,18.8,22,13,23
B2,TE,18.8,23,13,23
B2,TE,18.8,24,13,23
B2,TE,18.8,25,13,23
B2,TE,18.8,26,13,23
B2,TE,18.8,27,13,23
B2,TE,18.8,28,13,23
B2,TE,18.8,29,13,23
B2,TE,18.8,30,13,23
B2,TE,18.8,31,13,23
B2,TE,18.8,32,14,23
B2,TE,18.8,33,14,23
B2,TE,18.8,34,14,23
B2,TE,18.8,35,14,23
B2,TE,18.8,36,14,23
B2,TE,18.8,37,14,23
B2,TE,18.8,38,14,23
B2,TE,18.8,39,14,23
B2,TE,18.8,40,14,23
B2,TE,18.8,41,14,23
B2,TE,18.8,42,14,23
B3,TE,17.5,1,0,25
