Species,Population,mpa,Dish,Hour,Germinated,Germinable
Water,156,0,1,0,0,45
Water,156,0,1,7,0,45
Water,156,0,1,28,11,45
Water,156,0,1,33,18,45
Water,156,0,1,56,42,45
Water,156,0,1,72,43,45
Water,156,0,1,97,43,45
Water,156,0,1,124,44,45
Water,156,0,1,147,44,45
Water,156,0,1,177,44,45
Water,156,0,1,195,44,45
Water,156,0,1,219,44,45
Water,156,0,1,243,44,45
Water,156,0,1,266,44,45
Water,156,0,1,291,44,45
Water,156,0,1,315,44,45
Water,156,0,1,339,44,45
Water,156,0,1,366,44,45
Water,156,0,1,386,44,45
Water,156,0,1,415,44,45
Water,156,0,1,438,44,45
Water,156,0,1,461,44,45
Water,156,0,1,483,44,45
Water,156,0,1,511,44,45
Water,156,0,1,534,44,45
Water,156,0,1,556,44,45
Water,156,0,1,581,44,45
Water,156,0,1,605,44,45
Water,156,0,1,628,44,45
Water,156,0,1,650,44,45
Water,156,0,1,677,44,45
Water,156,0,1,698,44,45
Water,156,0,1,723,44,45
Water,156,0,1,749,44,45
Water,156,0,1,770,44,45
Water,156,0,1,795,44,45
Water,156,0,1,820,44,45
Water,156,0,1,841,44,45
Water,156,0,1,865,44,45
Water,156,0,1,891,44,45
Water,156,0,1,917,44,45
Water,156,0,1,938,44,45
Water,156,0,1,963,44,45
Water,156,0,1,984,44,45
Water,156,0,1,1009,44,45
Water,156,0,1,1039,44,45
Water,156,0,1,1061,44,45
Water,156,0,1,1083,44,45
Water,156,0,1,1110,44,45
Water,156,0,1,1129,44,45
Water,156,0,1,1152,44,45
Water,156,0,1,1179,44,45
Water,156,0,1,1202,44,45
Water,156,0,1,1226,44,45
Water,156,0,1,1248,44,45
Water,156,0,1,1277,44,45
Water,156,0,1,1297,44,45
Water,156,0,1,1322,44,45
Water,156,0,1,1350,44,45
Water,156,0,1,1375,44,45
Water,156,0,1,1395,44,45
Water,156,0,1,1425,44,45
Water,156,0,1,1451,44,45
Water,156,0,1,1469,44,45
Water,156,0,1,1492,44,45
Water,156,0,1,1518,44,45
Water,156,0,1,1547,44,45
Water,156,0,1,1565,44,45
Water,156,0,1,1591,44,45
Water,156,0,1,1619,44,45
Water,156,0,1,1638,44,45
Water,156,0,1,1661,44,45
Water,156,0,1,1685,44,45
Water,156,0,1,1710,44,45
Water,156,0,1,1735,44,45
Water,156,0,1,1758,44,45
Water,156,0,1,1786,44,45
Water,156,0,1,1810,44,45
Water,156,0,1,1829,44,45
Water,156,0,1,1852,44,45
Water,156,0,1,1876,44,45
Water,156,0,1,1902,44,45
Water,156,0,1,1922,44,45
Water,156,0,1,1946,44,45
Water,156,0,1,1971,44,45
Water,156,0,1,1993,44,45
Water,156,0,1,2020,44,45
Water,156,0,1,2042,44,45
Water,156,0,1,2073,44,45
Water,156,0,1,2090,44,45
Water,156,0,1,2113,44,45
Water,156,0,1,2139,44,45
Water,156,0,1,2163,44,45
Water,156,0,1,2192,44,45
Water,156,0,1,2215,44,45
Water,156,0,1,2239,44,45
Water,156,0,1,2259,44,45
Water,156,0,1,2282,44,45
Water,156,0,1,2305,44,45
Water,156,0,1,2329,44,45
Water,156,0,1,2353,44,45
Water,156,0,1,2378,44,45
Water,156,0,1,2403,44,45
Water,156,0,1,2429,44,45
Water,156,0,1,2454,44,45
Water,156,0,1,2477,44,45
Water,156,0,1,2501,44,45
Water,156,0,1,2524,44,45
Water,156,0,1,2548,44,45
Water,156,0,1,2569,44,45
Water,156,0,1,2600,44,45
Water,156,0,1,2623,44,45
Water,156,0,1,2646,44,45
Water,156,0,1,2667,44,45
Water,156,0,1,2691,44,45
Water,156,0,1,2714,44,45
Water,156,0,1,2738,44,45
Water,156,0,1,2762,44,45
Water,156,0,1,2785,44,45
Water,156,0,1,2814,44,45
Water,156,0,1,2838,44,45
Water,156,0,1,2861,44,45
DMSO,156,0,1,0,0,54
DMSO,156,0,1,7,0,54
DMSO,156,0,1,28,5,54
DMSO,156,0,1,33,12,54
DMSO,156,0,1,56,40,54
DMSO,156,0,1,72,48,54
DMSO,156,0,1,97,51,54
DMSO,156,0,1,124,51,54
DMSO,156,0,1,147,51,54
DMSO,156,0,1,177,51,54
DMSO,156,0,1,195,51,54
DMSO,156,0,1,219,51,54
DMSO,156,0,1,243,51,54
DMSO,156,0,1,266,51,54
DMSO,156,0,1,291,51,54
DMSO,156,0,1,315,51,54
DMSO,156,0,1,339,51,54
DMSO,156,0,1,366,51,54
DMSO,156,0,1,386,51,54
DMSO,156,0,1,415,51,54
DMSO,156,0,1,438,51,54
DMSO,156,0,1,461,51,54
DMSO,156,0,1,483,51,54
DMSO,156,0,1,511,51,54
DMSO,156,0,1,534,51,54
DMSO,156,0,1,556,51,54
DMSO,156,0,1,581,51,54
DMSO,156,0,1,605,51,54
DMSO,156,0,1,628,51,54
DMSO,156,0,1,650,51,54
DMSO,156,0,1,677,51,54
DMSO,156,0,1,698,51,54
DMSO,156,0,1,723,51,54
DMSO,156,0,1,749,51,54
DMSO,156,0,1,770,51,54
DMSO,156,0,1,795,51,54
DMSO,156,0,1,820,51,54
DMSO,156,0,1,841,51,54
DMSO,156,0,1,865,51,54
DMSO,156,0,1,891,51,54
DMSO,156,0,1,917,51,54
DMSO,156,0,1,938,51,54
DMSO,156,0,1,963,51,54
DMSO,156,0,1,984,51,54
DMSO,156,0,1,1009,51,54
DMSO,156,0,1,1039,51,54
DMSO,156,0,1,1061,51,54
DMSO,156,0,1,1083,51,54
DMSO,156,0,1,1110,51,54
DMSO,156,0,1,1129,51,54
DMSO,156,0,1,1152,51,54
DMSO,156,0,1,1179,51,54
DMSO,156,0,1,1202,51,54
DMSO,156,0,1,1226,51,54
DMSO,156,0,1,1248,51,54
DMSO,156,0,1,1277,51,54
DMSO,156,0,1,1297,51,54
DMSO,156,0,1,1322,51,54
DMSO,156,0,1,1350,51,54
DMSO,156,0,1,1375,51,54
DMSO,156,0,1,1395,51,54
DMSO,156,0,1,1425,51,54
DMSO,156,0,1,1451,51,54
DMSO,156,0,1,1469,51,54
DMSO,156,0,1,1492,51,54
DMSO,156,0,1,1518,51,54
DMSO,156,0,1,1547,51,54
DMSO,156,0,1,1565,51,54
DMSO,156,0,1,1591,51,54
DMSO,156,0,1,1619,51,54
DMSO,156,0,1,1638,51,54
DMSO,156,0,1,1661,51,54
DMSO,156,0,1,1685,51,54
DMSO,156,0,1,1710,51,54
DMSO,156,0,1,1735,51,54
DMSO,156,0,1,1758,51,54
DMSO,156,0,1,1786,51,54
DMSO,156,0,1,1810,51,54
DMSO,156,0,1,1829,51,54
DMSO,156,0,1,1852,51,54
DMSO,156,0,1,1876,51,54
DMSO,156,0,1,1902,51,54
DMSO,156,0,1,1922,51,54
DMSO,156,0,1,1946,51,54
DMSO,156,0,1,1971,51,54
DMSO,156,0,1,1993,51,54
DMSO,156,0,1,2020,51,54
DMSO,156,0,1,2042,51,54
DMSO,156,0,1,2073,51,54
DMSO,156,0,1,2090,51,54
DMSO,156,0,1,2113,51,54
DMSO,156,0,1,2139,51,54
DMSO,156,0,1,2163,51,54
DMSO,156,0,1,2192,51,54
DMSO,156,0,1,2215,51,54
DMSO,156,0,1,2239,51,54
DMSO,156,0,1,2259,51,54
DMSO,156,0,1,2282,51,54
DMSO,156,0,1,2305,51,54
DMSO,156,0,1,2329,51,54
DMSO,156,0,1,2353,51,54
DMSO,156,0,1,2378,51,54
DMSO,156,0,1,2403,51,54
DMSO,156,0,1,2429,51,54
DMSO,156,0,1,2454,51,54
DMSO,156,0,1,2477,51,54
DMSO,156,0,1,2501,51,54
DMSO,156,0,1,2524,51,54
DMSO,156,0,1,2548,51,54
DMSO,156,0,1,2569,51,54
DMSO,156,0,1,2600,51,54
DMSO,156,0,1,2623,51,54
DMSO,156,0,1,2646,51,54
DMSO,156,0,1,2667,51,54
DMSO,156,0,1,2691,51,54
DMSO,156,0,1,2714,51,54
DMSO,156,0,1,2738,51,54
DMSO,156,0,1,2762,51,54
DMSO,156,0,1,2785,51,54
DMSO,156,0,1,2814,51,54
DMSO,156,0,1,2838,51,54
DMSO,156,0,1,2861,51,54
ValpAcid,156,0,1,0,0,50
ValpAcid,156,0,1,7,0,50
ValpAcid,156,0,1,28,1,50
ValpAcid,156,0,1,33,1,50
ValpAcid,156,0,1,56,10,50
ValpAcid,156,0,1,72,41,50
ValpAcid,156,0,1,97,46,50
ValpAcid,156,0,1,124,47,50
ValpAcid,156,0,1,147,47,50
ValpAcid,156,0,1,177,47,50
ValpAcid,156,0,1,195,47,50
ValpAcid,156,0,1,219,47,50
ValpAcid,156,0,1,243,47,50
ValpAcid,156,0,1,266,47,50
ValpAcid,156,0,1,291,47,50
ValpAcid,156,0,1,315,47,50
ValpAcid,156,0,1,339,47,50
ValpAcid,156,0,1,366,47,50
ValpAcid,156,0,1,386,47,50
ValpAcid,156,0,1,415,47,50
ValpAcid,156,0,1,438,47,50
ValpAcid,156,0,1,461,47,50
ValpAcid,156,0,1,483,47,50
ValpAcid,156,0,1,511,47,50
ValpAcid,156,0,1,534,47,50
ValpAcid,156,0,1,556,47,50
ValpAcid,156,0,1,581,47,50
ValpAcid,156,0,1,605,47,50
ValpAcid,156,0,1,628,47,50
ValpAcid,156,0,1,650,47,50
ValpAcid,156,0,1,677,47,50
ValpAcid,156,0,1,698,47,50
ValpAcid,156,0,1,723,47,50
ValpAcid,156,0,1,749,47,50
ValpAcid,156,0,1,770,47,50
ValpAcid,156,0,1,795,47,50
ValpAcid,156,0,1,820,47,50
ValpAcid,156,0,1,841,47,50
ValpAcid,156,0,1,865,47,50
ValpAcid,156,0,1,891,47,50
ValpAcid,156,0,1,917,47,50
ValpAcid,156,0,1,938,47,50
ValpAcid,156,0,1,963,48,50
ValpAcid,156,0,1,984,48,50
ValpAcid,156,0,1,1009,48,50
ValpAcid,156,0,1,1039,49,50
ValpAcid,156,0,1,1061,49,50
ValpAcid,156,0,1,1083,49,50
ValpAcid,156,0,1,1110,49,50
ValpAcid,156,0,1,1129,49,50
ValpAcid,156,0,1,1152,50,50
ValpAcid,156,0,1,1179,50,50
ValpAcid,156,0,1,1202,50,50
ValpAcid,156,0,1,1226,50,50
ValpAcid,156,0,1,1248,50,50
ValpAcid,156,0,1,1277,50,50
ValpAcid,156,0,1,1297,50,50
ValpAcid,156,0,1,1322,50,50
ValpAcid,156,0,1,1350,50,50
ValpAcid,156,0,1,1375,50,50
ValpAcid,156,0,1,1395,50,50
ValpAcid,156,0,1,1425,50,50
ValpAcid,156,0,1,1451,50,50
ValpAcid,156,0,1,1469,50,50
ValpAcid,156,0,1,1492,50,50
ValpAcid,156,0,1,1518,50,50
ValpAcid,156,0,1,1547,50,50
ValpAcid,156,0,1,1565,50,50
ValpAcid,156,0,1,1591,50,50
ValpAcid,156,0,1,1619,50,50
ValpAcid,156,0,1,1638,50,50
ValpAcid,156,0,1,1661,50,50
ValpAcid,156,0,1,1685,50,50
ValpAcid,156,0,1,1710,50,50
ValpAcid,156,0,1,1735,50,50
ValpAcid,156,0,1,1758,50,50
ValpAcid,156,0,1,1786,50,50
ValpAcid,156,0,1,1810,50,50
ValpAcid,156,0,1,1829,50,50
ValpAcid,156,0,1,1852,50,50
ValpAcid,156,0,1,1876,50,50
ValpAcid,156,0,1,1902,50,50
ValpAcid,156,0,1,1922,50,50
ValpAcid,156,0,1,1946,50,50
ValpAcid,156,0,1,1971,50,50
ValpAcid,156,0,1,1993,50,50
ValpAcid,156,0,1,2020,50,50
ValpAcid,156,0,1,2042,50,50
ValpAcid,156,0,1,2073,50,50
ValpAcid,156,0,1,2090,50,50
ValpAcid,156,0,1,2113,50,50
ValpAcid,156,0,1,2139,50,50
ValpAcid,156,0,1,2163,50,50
ValpAcid,156,0,1,2192,50,50
ValpAcid,156,0,1,2215,50,50
ValpAcid,156,0,1,2239,50,50
ValpAcid,156,0,1,2259,50,50
ValpAcid,156,0,1,2282,50,50
ValpAcid,156,0,1,2305,50,50
ValpAcid,156,0,1,2329,50,50
ValpAcid,156,0,1,2353,50,50
ValpAcid,156,0,1,2378,50,50
ValpAcid,156,0,1,2403,50,50
ValpAcid,156,0,1,2429,50,50
ValpAcid,156,0,1,2454,50,50
ValpAcid,156,0,1,2477,50,50
ValpAcid,156,0,1,2501,50,50
ValpAcid,156,0,1,2524,50,50
ValpAcid,156,0,1,2548,50,50
ValpAcid,156,0,1,2569,50,50
ValpAcid,156,0,1,2600,50,50
ValpAcid,156,0,1,2623,50,50
ValpAcid,156,0,1,2646,50,50
ValpAcid,156,0,1,2667,50,50
ValpAcid,156,0,1,2691,50,50
ValpAcid,156,0,1,2714,50,50
ValpAcid,156,0,1,2738,50,50
ValpAcid,156,0,1,2762,50,50
ValpAcid,156,0,1,2785,50,50
ValpAcid,156,0,1,2814,50,50
ValpAcid,156,0,1,2838,50,50
ValpAcid,156,0,1,2861,50,50
TSA,156,0,1,0,0,46
TSA,156,0,1,7,0,46
TSA,156,0,1,28,0,46
TSA,156,0,1,33,3,46
TSA,156,0,1,56,26,46
TSA,156,0,1,72,36,46
TSA,156,0,1,97,42,46
TSA,156,0,1,124,43,46
TSA,156,0,1,147,44,46
TSA,156,0,1,177,44,46
TSA,156,0,1,195,44,46
TSA,156,0,1,219,44,46
TSA,156,0,1,243,44,46
TSA,156,0,1,266,44,46
TSA,156,0,1,291,44,46
TSA,156,0,1,315,44,46
TSA,156,0,1,339,45,46
TSA,156,0,1,366,45,46
TSA,156,0,1,386,45,46
TSA,156,0,1,415,45,46
TSA,156,0,1,438,45,46
TSA,156,0,1,461,45,46
TSA,156,0,1,483,45,46
TSA,156,0,1,511,45,46
TSA,156,0,1,534,45,46
TSA,156,0,1,556,45,46
TSA,156,0,1,581,45,46
TSA,156,0,1,605,45,46
TSA,156,0,1,628,45,46
TSA,156,0,1,650,45,46
TSA,156,0,1,677,45,46
TSA,156,0,1,698,45,46
TSA,156,0,1,723,45,46
TSA,156,0,1,749,45,46
TSA,156,0,1,770,45,46
TSA,156,0,1,795,45,46
TSA,156,0,1,820,45,46
