"","species","temperature","psi","dish","times","germinated","germinable"
"6664","species9",20,-0.6,"C",3,0,25
"6665","species9",20,-0.6,"C",3,0,25
"6666","species9",20,-0.6,"C",3,0,25
"6667","species9",20,-0.6,"C",3,0,25
"6668","species9",20,-0.6,"C",3,0,25
"6669","species9",20,-0.6,"C",3,0,25
"6670","species9",20,-0.6,"C",3,0,25
"6671","species9",20,-0.6,"C",4,1,25
"6672","species9",20,-0.6,"C",4,0,25
"6673","species9",20,-0.6,"C",4,1,25
"6674","species9",20,-0.6,"C",4,0,25
"6675","species9",20,-0.6,"C",5,1,25
"6676","species9",20,-0.6,"C",5,0,25
"6677","species9",20,-0.6,"C",5,3,25
"6678","species9",20,-0.6,"C",5,0,25
"6679","species9",20,-0.6,"C",6,0,25
"6680","species9",20,-0.6,"C",6,0,25
"6681","species9",20,-0.6,"C",8,0,25
"6682","species9",20,-0.6,"C",8,0,25
"6683","species9",20,-0.6,"C",12,0,25
"6684","species9",20,-0.6,"C",12,0,25
"6685","species9",20,-0.6,"C",19,0,25
"6686","species9",20,-0.6,"C",19,0,25
"6687","species9",20,-0.6,"C",25,0,25
"6688","species9",20,-0.6,"C",25,0,25
"6689","species9",20,-0.6,"C",32,0,25
"6690","species9",20,-0.6,"C",32,0,25
"6691","species9",20,-0.6,"C",53,0,25
"6692","species9",20,-0.6,"C",53,0,25
"6693","species9",20,-0.6,"C",67,0,25
"6694","species9",20,-0.6,"C",67,0,25
"6695","species9",20,-0.6,"D",0,0,24
"6696","species9",20,-0.6,"D",0,0,25
"6697","species9",20,-0.6,"D",1,0,24
"6698","species9",20,-0.6,"D",1,0,25
"6699","species9",20,-0.6,"D",1,0,24
"6700","species9",20,-0.6,"D",1,0,25
"6701","species9",20,-0.6,"D",1,0,24
"6702","species9",20,-0.6,"D",1,0,25
"6703","species9",20,-0.6,"D",1,0,24
"6704","species9",20,-0.6,"D",1,0,25
"6705","species9",20,-0.6,"D",2,0,24
"6706","species9",20,-0.6,"D",2,0,25
"6707","species9",20,-0.6,"D",2,0,24
"6708","species9",20,-0.6,"D",2,0,25
"6709","species9",20,-0.6,"D",2,0,24
"6710","species9",20,-0.6,"D",2,0,25
"6711","species9",20,-0.6,"D",2,0,24
"6712","species9",20,-0.6,"D",2,0,25
"6713","species9",20,-0.6,"D",2,0,24
"6714","species9",20,-0.6,"D",2,0,25
"6715","species9",20,-0.6,"D",2,0,24
"6716","species9",20,-0.6,"D",2,0,25
"6717","species9",20,-0.6,"D",3,0,24
"6718","species9",20,-0.6,"D",3,0,25
"6719","species9",20,-0.6,"D",3,0,24
"6720","species9",20,-0.6,"D",3,0,25
"6721","species9",20,-0.6,"D",3,0,24
"6722","species9",20,-0.6,"D",3,0,25
"6723","species9",20,-0.6,"D",3,0,24
"6724","species9",20,-0.6,"D",3,0,25
"6725","species9",20,-0.6,"D",4,0,24
"6726","species9",20,-0.6,"D",4,0,25
"6727","species9",20,-0.6,"D",4,3,24
"6728","species9",20,-0.6,"D",4,0,25
"6729","species9",20,-0.6,"D",5,0,24
"6730","species9",20,-0.6,"D",5,0,25
"6731","species9",20,-0.6,"D",5,4,24
"6732","species9",20,-0.6,"D",5,0,25
"6733","species9",20,-0.6,"D",6,0,24
"6734","species9",20,-0.6,"D",6,0,25
"6735","species9",20,-0.6,"D",8,2,24
"6736","species9",20,-0.6,"D",8,0,25
"6737","species9",20,-0.6,"D",12,0,24
"6738","species9",20,-0.6,"D",12,0,25
"6739","species9",20,-0.6,"D",19,0,24
"6740","species9",20,-0.6,"D",19,0,25
"6741","species9",20,-0.6,"D",25,0,24
"6742","species9",20,-0.6,"D",25,0,25
"6743","species9",20,-0.6,"D",32,0,24
"6744","species9",20,-0.6,"D",32,0,25
"6745","species9",20,-0.6,"D",53,0,24
"6746","species9",20,-0.6,"D",53,0,25
"6747","species9",20,-0.6,"D",67,0,24
"6748","species9",20,-0.6,"D",67,0,24
"6749","species9",20,-0.8,"A",0,0,25
"6750","species9",20,-0.8,"A",0,0,26
"6751","species9",20,-0.8,"A",1,0,25
"6752","species9",20,-0.8,"A",1,0,26
"6753","species9",20,-0.8,"A",1,0,25
"6754","species9",20,-0.8,"A",1,0,26
"6755","species9",20,-0.8,"A",1,0,25
"6756","species9",20,-0.8,"A",1,0,26
"6757","species9",20,-0.8,"A",1,0,25
"6758","species9",20,-0.8,"A",1,0,26
"6759","species9",20,-0.8,"A",2,0,25
"6760","species9",20,-0.8,"A",2,0,26
"6761","species9",20,-0.8,"A",2,0,25
"6762","species9",20,-0.8,"A",2,0,26
"6763","species9",20,-0.8,"A",2,0,25
"6764","species9",20,-0.8,"A",2,0,26
"6765","species9",20,-0.8,"A",2,0,25
"6766","species9",20,-0.8,"A",2,0,26
"6767","species9",20,-0.8,"A",2,0,25
"6768","species9",20,-0.8,"A",2,0,26
"6769","species9",20,-0.8,"A",2,0,25
"6770","species9",20,-0.8,"A",2,0,26
"6771","species9",20,-0.8,"A",3,0,25
"6772","species9",20,-0.8,"A",3,0,26
"6773","species9",20,-0.8,"A",3,0,25
"6774","species9",20,-0.8,"A",3,0,26
"6775","species9",20,-0.8,"A",3,0,25
"6776","species9",20,-0.8,"A",3,0,26
"6777","species9",20,-0.8,"A",3,0,25
"6778","species9",20,-0.8,"A",3,0,26
"6779","species9",20,-0.8,"A",4,0,25
"6780","species9",20,-0.8,"A",4,0,26
"6781","species9",20,-0.8,"A",4,0,25
"6782","species9",20,-0.8,"A",4,0,26
"6783","species9",20,-0.8,"A",5,1,25
"6784","species9",20,-0.8,"A",5,0,26
"6785","species9",20,-0.8,"A",5,1,25
"6786","species9",20,-0.8,"A",5,0,26
"6787","species9",20,-0.8,"A",6,0,25
"6788","species9",20,-0.8,"A",6,0,26
"6789","species9",20,-0.8,"A",8,0,25
"6790","species9",20,-0.8,"A",8,0,26
"6791","species9",20,-0.8,"A",12,2,25
"6792","species9",20,-0.8,"A",12,0,26
"6793","species9",20,-0.8,"A",19,0,25
"6794","species9",20,-0.8,"A",19,0,26
"6795","species9",20,-0.8,"A",25,2,25
"6796","species9",20,-0.8,"A",25,0,26
"6797","species9",20,-0.8,"A",32,0,25
"6798","species9",20,-0.8,"A",32,0,26
"6799","species9",20,-0.8,"A",53,0,25
"6800","species9",20,-0.8,"A",53,0,26
"6801","species9",20,-0.8,"A",67,0,25
"6802","species9",20,-0.8,"A",67,0,25
"6803","species9",20,-0.8,"B",0,0,24
"6804","species9",20,-0.8,"B",0,0,24
"6805","species9",20,-0.8,"B",1,0,24
"6806","species9",20,-0.8,"B",1,0,24
"6807","species9",20,-0.8,"B",1,0,24
"6808","species9",20,-0.8,"B",1,0,24
"6809","species9",20,-0.8,"B",1,0,24
"6810","species9",20,-0.8,"B",1,0,24
"6811","species9",20,-0.8,"B",1,0,24
"6812","species9",20,-0.8,"B",1,0,24
"6813","species9",20,-0.8,"B",2,0,24
"6814","species9",20,-0.8,"B",2,0,24
"6815","species9",20,-0.8,"B",2,0,24
"6816","species9",20,-0.8,"B",2,0,24
"6817","species9",20,-0.8,"B",2,0,24
"6818","species9",20,-0.8,"B",2,0,24
"6819","species9",20,-0.8,"B",2,0,24
"6820","species9",20,-0.8,"B",2,0,24
"6821","species9",20,-0.8,"B",2,0,24
"6822","species9",20,-0.8,"B",2,0,24
"6823","species9",20,-0.8,"B",2,0,24
"6824","species9",20,-0.8,"B",2,0,24
"6825","species9",20,-0.8,"B",3,0,24
"6826","species9",20,-0.8,"B",3,0,24
"6827","species9",20,-0.8,"B",3,0,24
"6828","species9",20,-0.8,"B",3,0,24
"6829","species9",20,-0.8,"B",3,0,24
"6830","species9",20,-0.8,"B",3,0,24
"6831","species9",20,-0.8,"B",3,0,24
"6832","species9",20,-0.8,"B",3,0,24
"6833","species9",20,-0.8,"B",4,0,24
"6834","species9",20,-0.8,"B",4,0,24
"6835","species9",20,-0.8,"B",4,0,24
"6836","species9",20,-0.8,"B",4,0,24
"6837","species9",20,-0.8,"B",5,0,24
"6838","species9",20,-0.8,"B",5,0,24
"6839","species9",20,-0.8,"B",5,2,24
"6840","species9",20,-0.8,"B",5,0,24
"6841","species9",20,-0.8,"B",6,2,24
"6842","species9",20,-0.8,"B",6,0,24
"6843","species9",20,-0.8,"B",8,0,24
"6844","species9",20,-0.8,"B",8,0,24
"6845","species9",20,-0.8,"B",12,2,24
"6846","species9",20,-0.8,"B",12,0,24
"6847","species9",20,-0.8,"B",19,1,24
"6848","species9",20,-0.8,"B",19,0,24
"6849","species9",20,-0.8,"B",25,0,24
"6850","species9",20,-0.8,"B",25,0,24
"6851","species9",20,-0.8,"B",32,0,24
"6852","species9",20,-0.8,"B",32,0,24
"6853","species9",20,-0.8,"B",53,1,24
"6854","species9",20,-0.8,"B",53,0,24
"6855","species9",20,-0.8,"B",67,0,24
"6856","species9",20,-0.8,"B",67,0,24
"6857","species9",20,-0.8,"C",0,0,25
"6858","species9",20,-0.8,"C",0,0,25
"6859","species9",20,-0.8,"C",1,0,25
"6860","species9",20,-0.8,"C",1,0,25
"6861","species9",20,-0.8,"C",1,0,25
"6862","species9",20,-0.8,"C",1,0,25
"6863","species9",20,-0.8,"C",1,0,25
"6864","species9",20,-0.8,"C",1,0,25
"6865","species9",20,-0.8,"C",1,0,25
"6866","species9",20,-0.8,"C",1,0,25
"6867","species9",20,-0.8,"C",2,0,25
"6868","species9",20,-0.8,"C",2,0,25
"6869","species9",20,-0.8,"C",2,0,25
"6870","species9",20,-0.8,"C",2,0,25
"6871","species9",20,-0.8,"C",2,0,25
"6872","species9",20,-0.8,"C",2,0,25
"6873","species9",20,-0.8,"C",2,0,25
"6874","species9",20,-0.8,"C",2,0,25
"6875","species9",20,-0.8,"C",2,0,25
"6876","species9",20,-0.8,"C",2,0,25
"6877","species9",20,-0.8,"C",2,0,25
"6878","species9",20,-0.8,"C",2,0,25
"6879","species9",20,-0.8,"C",3,0,25
"6880","species9",20,-0.8,"C",3,0,25
"6881","species9",20,-0.8,"C",3,0,25
"6882","species9",20,-0.8,"C",3,0,25
"6883","species9",20,-0.8,"C",3,0,25
"6884","species9",20,-0.8,"C",3,0,25
"6885","species9",20,-0.8,"C",3,0,25
"6886","species9",20,-0.8,"C",3,0,25
"6887","species9",20,-0.8,"C",4,1,25
"6888","species9",20,-0.8,"C",4,0,25
"6889","species9",20,-0.8,"C",4,0,25
"6890","species9",20,-0.8,"C",4,0,25
"6891","species9",20,-0.8,"C",5,0,25
"6892","species9",20,-0.8,"C",5,0,25
"6893","species9",20,-0.8,"C",5,2,25
"6894","species9",20,-0.8,"C",5,0,25
"6895","species9",20,-0.8,"C",6,0,25
"6896","species9",20,-0.8,"C",6,0,25
"6897","species9",20,-0.8,"C",8,1,25
"6898","species9",20,-0.8,"C",8,0,25
"6899","species9",20,-0.8,"C",12,1,25
"6900","species9",20,-0.8,"C",12,0,25
"6901","species9",20,-0.8,"C",19,2,25
"6902","species9",20,-0.8,"C",19,0,25
"6903","species9",20,-0.8,"C",25,2,25
"6904","species9",20,-0.8,"C",25,0,25
"6905","species9",20,-0.8,"C",32,0,25
"6906","species9",20,-0.8,"C",32,0,25
"6907","species9",20,-0.8,"C",53,0,25
"6908","species9",20,-0.8,"C",53,0,25
"6909","species9",20,-0.8,"C",67,0,25
"6910","species9",20,-0.8,"C",67,0,25
"6911","species9",20,-0.8,"D",0,0,24
"6912","species9",20,-0.8,"D",0,0,25
"6913","species9",20,-0.8,"D",1,0,24
"6914","species9",20,-0.8,"D",1,0,25
"6915","species9",20,-0.8,"D",1,0,24
"6916","species9",20,-0.8,"D",1,0,25
"6917","species9",20,-0.8,"D",1,0,24
"6918","species9",20,-0.8,"D",1,0,25
"6919","species9",20,-0.8,"D",1,0,24
"6920","species9",20,-0.8,"D",1,0,25
"6921","species9",20,-0.8,"D",2,0,24
"6922","species9",20,-0.8,"D",2,0,25
"6923","species9",20,-0.8,"D",2,0,24
"6924","species9",20,-0.8,"D",2,0,25
"6925","species9",20,-0.8,"D",2,0,24
"6926","species9",20,-0.8,"D",2,0,25
"6927","species9",20,-0.8,"D",2,0,24
"6928","species9",20,-0.8,"D",2,0,25
"6929","species9",20,-0.8,"D",2,0,24
"6930","species9",20,-0.8,"D",2,0,25
"6931","species9",20,-0.8,"D",2,0,24
"6932","species9",20,-0.8,"D",2,0,25
"6933","species9",20,-0.8,"D",3,0,24
"6934","species9",20,-0.8,"D",3,0,25
"6935","species9",20,-0.8,"D",3,0,24
"6936","species9",20,-0.8,"D",3,0,25
"6937","species9",20,-0.8,"D",3,0,24
"6938","species9",20,-0.8,"D",3,0,25
"6939","species9",20,-0.8,"D",3,0,24
"6940","species9",20,-0.8,"D",3,0,25
"6941","species9",20,-0.8,"D",4,0,24
"6942","species9",20,-0.8,"D",4,0,25
"6943","species9",20,-0.8,"D",4,0,24
"6944","species9",20,-0.8,"D",4,0,25
"6945","species9",20,-0.8,"D",5,0,24
"6946","species9",20,-0.8,"D",5,0,25
"6947","species9",20,-0.8,"D",5,1,24
"6948","species9",20,-0.8,"D",5,0,25
"6949","species9",20,-0.8,"D",6,1,24
"6950","species9",20,-0.8,"D",6,0,25
"6951","species9",20,-0.8,"D",8,2,24
"6952","species9",20,-0.8,"D",8,0,25
"6953","species9",20,-0.8,"D",12,0,24
"6954","species9",20,-0.8,"D",12,0,25
"6955","species9",20,-0.8,"D",19,1,24
"6956","species9",20,-0.8,"D",19,0,25
"6957","species9",20,-0.8,"D",25,0,24
"6958","species9",20,-0.8,"D",25,0,25
"6959","species9",20,-0.8,"D",32,0,24
"6960","species9",20,-0.8,"D",32,0,25
"6961","species9",20,-0.8,"D",53,0,24
"6962","species9",20,-0.8,"D",53,0,25
"6963","species9",20,-0.8,"D",67,0,24
"6964","species9",20,-0.8,"D",67,0,24
"6965","species9",20,-1,"A",0,0,23
"6966","species9",20,-1,"A",0,0,23
"6967","species9",20,-1,"A",1,0,23
"6968","species9",20,-1,"A",1,0,23
"6969","species9",20,-1,"A",1,0,23
"6970","species9",20,-1,"A",1,0,23
"6971","species9",20,-1,"A",1,0,23
"6972","species9",20,-1,"A",1,0,23
"6973","species9",20,-1,"A",1,0,23
"6974","species9",20,-1,"A",1,0,23
"6975","species9",20,-1,"A",2,0,23
"6976","species9",20,-1,"A",2,0,23
"6977","species9",20,-1,"A",2,0,23
"6978","species9",20,-1,"A",2,0,23
"6979","species9",20,-1,"A",2,0,23
"6980","species9",20,-1,"A",2,0,23
"6981","species9",20,-1,"A",2,0,23
"6982","species9",20,-1,"A",2,0,23
"6983","species9",20,-1,"A",2,0,23
"6984","species9",20,-1,"A",2,0,23
"6985","species9",20,-1,"A",2,0,23
"6986","species9",20,-1,"A",2,0,23
"6987","species9",20,-1,"A",3,0,23
"6988","species9",20,-1,"A",3,0,23
"6989","species9",20,-1,"A",3,0,23
"6990","species9",20,-1,"A",3,0,23
"6991","species9",20,-1,"A",3,0,23
"6992","species9",20,-1,"A",3,0,23
"6993","species9",20,-1,"A",3,0,23
"6994","species9",20,-1,"A",3,0,23
"6995","species9",20,-1,"A",4,0,23
"6996","species9",20,-1,"A",4,0,23
"6997","species9",20,-1,"A",4,0,23
"6998","species9",20,-1,"A",4,0,23
"6999","species9",20,-1,"A",5,0,23
"7000","species9",20,-1,"A",5,0,23
"7001","species9",20,-1,"A",5,0,23
"7002","species9",20,-1,"A",5,0,23
"7003","species9",20,-1,"A",6,0,23
"7004","species9",20,-1,"A",6,0,23
"7005","species9",20,-1,"A",8,0,23
"7006","species9",20,-1,"A",8,0,23
"7007","species9",20,-1,"A",12,0,23
"7008","species9",20,-1,"A",12,0,23
"7009","species9",20,-1,"A",19,0,23
"7010","species9",20,-1,"A",19,0,23
"7011","species9",20,-1,"A",25,1,23
"7012","species9",20,-1,"A",25,0,23
"7013","species9",20,-1,"A",32,0,23
"7014","species9",20,-1,"A",32,0,23
"7015","species9",20,-1,"A",53,0,23
"7016","species9",20,-1,"A",53,0,23
"7017","species9",20,-1,"A",67,2,23
"7018","species9",20,-1,"A",67,0,23
"7019","species9",20,-1,"B",0,0,23
"7020","species9",20,-1,"B",0,0,25
"7021","species9",20,-1,"B",1,0,23
"7022","species9",20,-1,"B",1,0,25
"7023","species9",20,-1,"B",1,0,23
"7024","species9",20,-1,"B",1,0,25
"7025","species9",20,-1,"B",1,0,23
"7026","species9",20,-1,"B",1,0,25
"7027","species9",20,-1,"B",1,0,23
"7028","species9",20,-1,"B",1,0,25
"7029","species9",20,-1,"B",2,0,23
"7030","species9",20,-1,"B",2,0,25
"7031","species9",20,-1,"B",2,0,23
"7032","species9",20,-1,"B",2,0,25
"7033","species9",20,-1,"B",2,0,23
"7034","species9",20,-1,"B",2,0,25
"7035","species9",20,-1,"B",2,0,23
"7036","species9",20,-1,"B",2,0,25
"7037","species9",20,-1,"B",2,0,23
"7038","species9",20,-1,"B",2,0,25
"7039","species9",20,-1,"B",2,0,23
"7040","species9",20,-1,"B",2,0,25
"7041","species9",20,-1,"B",3,0,23
"7042","species9",20,-1,"B",3,0,25
"7043","species9",20,-1,"B",3,0,23
"7044","species9",20,-1,"B",3,0,25
"7045","species9",20,-1,"B",3,0,23
"7046","species9",20,-1,"B",3,0,25
"7047","species9",20,-1,"B",3,0,23
"7048","species9",20,-1,"B",3,0,25
"7049","species9",20,-1,"B",4,0,23
"7050","species9",20,-1,"B",4,0,25
"7051","species9",20,-1,"B",4,0,23
"7052","species9",20,-1,"B",4,0,25
"7053","species9",20,-1,"B",5,0,23
"7054","species9",20,-1,"B",5,0,25
"7055","species9",20,-1,"B",5,0,23
"7056","species9",20,-1,"B",5,0,25
"7057","species9",20,-1,"B",6,0,23
"7058","species9",20,-1,"B",6,0,25
"7059","species9",20,-1,"B",8,1,23
"7060","species9",20,-1,"B",8,0,25
"7061","species9",20,-1,"B",12,0,23
"7062","species9",20,-1,"B",12,0,25
"7063","species9",20,-1,"B",19,0,23
"7064","species9",20,-1,"B",19,0,25
"7065","species9",20,-1,"B",25,0,23
"7066","species9",20,-1,"B",25,0,25
"7067","species9",20,-1,"B",32,0,23
"7068","species9",20,-1,"B",32,0,25
"7069","species9",20,-1,"B",53,0,23
"7070","species9",20,-1,"B",53,0,25
"7071","species9",20,-1,"B",67,0,23
"7072","species9",20,-1,"B",67,0,23
"7073","species9",20,-1,"C",0,0,25
"7074","species9",20,-1,"C",0,0,25
"7075","species9",20,-1,"C",1,0,25
"7076","species9",20,-1,"C",1,0,25
"7077","species9",20,-1,"C",1,0,25
"7078","species9",20,-1,"C",1,0,25
"7079","species9",20,-1,"C",1,0,25
"7080","species9",20,-1,"C",1,0,25
"7081","species9",20,-1,"C",1,0,25
"7082","species9",20,-1,"C",1,0,25
"7083","species9",20,-1,"C",2,0,25
"7084","species9",20,-1,"C",2,0,25
"7085","species9",20,-1,"C",2,0,25
"7086","species9",20,-1,"C",2,0,25
"7087","species9",20,-1,"C",2,0,25
"7088","species9",20,-1,"C",2,0,25
"7089","species9",20,-1,"C",2,0,25
"7090","species9",20,-1,"C",2,0,25
"7091","species9",20,-1,"C",2,0,25
"7092","species9",20,-1,"C",2,0,25
"7093","species9",20,-1,"C",2,0,25
"7094","species9",20,-1,"C",2,0,25
"7095","species9",20,-1,"C",3,0,25
"7096","species9",20,-1,"C",3,0,25
"7097","species9",20,-1,"C",3,0,25
"7098","species9",20,-1,"C",3,0,25
"7099","species9",20,-1,"C",3,0,25
"7100","species9",20,-1,"C",3,0,25
"7101","species9",20,-1,"C",3,0,25
"7102","species9",20,-1,"C",3,0,25
"7103","species9",20,-1,"C",4,0,25
"7104","species9",20,-1,"C",4,0,25
"7105","species9",20,-1,"C",4,0,25
"7106","species9",20,-1,"C",4,0,25
"7107","species9",20,-1,"C",5,0,25
"7108","species9",20,-1,"C",5,0,25
"7109","species9",20,-1,"C",5,0,25
"7110","species9",20,-1,"C",5,0,25
"7111","species9",20,-1,"C",6,0,25
"7112","species9",20,-1,"C",6,0,25
"7113","species9",20,-1,"C",8,0,25
"7114","species9",20,-1,"C",8,0,25
"7115","species9",20,-1,"C",12,1,25
"7116","species9",20,-1,"C",12,0,25
"7117","species9",20,-1,"C",19,0,25
"7118","species9",20,-1,"C",19,0,25
"7119","species9",20,-1,"C",25,1,25
"7120","species9",20,-1,"C",25,0,25
"7121","species9",20,-1,"C",32,0,25
"7122","species9",20,-1,"C",32,0,25
"7123","species9",20,-1,"C",53,0,25
"7124","species9",20,-1,"C",53,0,25
"7125","species9",20,-1,"C",67,0,25
"7126","species9",20,-1,"C",67,0,25
"7127","species9",20,-1,"D",0,0,25
"7128","species9",20,-1,"D",0,0,25
"7129","species9",20,-1,"D",1,0,25
"7130","species9",20,-1,"D",1,0,25
"7131","species9",20,-1,"D",1,0,25
"7132","species9",20,-1,"D",1,0,25
"7133","species9",20,-1,"D",1,0,25
"7134","species9",20,-1,"D",1,0,25
"7135","species9",20,-1,"D",1,0,25
"7136","species9",20,-1,"D",1,0,25
"7137","species9",20,-1,"D",2,0,25
"7138","species9",20,-1,"D",2,0,25
"7139","species9",20,-1,"D",2,0,25
"7140","species9",20,-1,"D",2,0,25
"7141","species9",20,-1,"D",2,0,25
"7142","species9",20,-1,"D",2,0,25
"7143","species9",20,-1,"D",2,0,25
"7144","species9",20,-1,"D",2,0,25
"7145","species9",20,-1,"D",2,0,25
"7146","species9",20,-1,"D",2,0,25
"7147","species9",20,-1,"D",2,0,25
"7148","species9",20,-1,"D",2,0,25
"7149","species9",20,-1,"D",3,0,25
"7150","species9",20,-1,"D",3,0,25
"7151","species9",20,-1,"D",3,0,25
"7152","species9",20,-1,"D",3,0,25
"7153","species9",20,-1,"D",3,0,25
"7154","species9",20,-1,"D",3,0,25
"7155","species9",20,-1,"D",3,0,25
"7156","species9",20,-1,"D",3,0,25
"7157","species9",20,-1,"D",4,0,25
"7158","species9",20,-1,"D",4,0,25
"7159","species9",20,-1,"D",4,0,25
"7160","species9",20,-1,"D",4,0,25
"7161","species9",20,-1,"D",5,0,25
"7162","species9",20,-1,"D",5,0,25
"7163","species9",20,-1,"D",5,0,25
"7164","species9",20,-1,"D",5,0,25
"7165","species9",20,-1,"D",6,0,25
"7166","species9",20,-1,"D",6,0,25
"7167","species9",20,-1,"D",8,0,25
"7168","species9",20,-1,"D",8,0,25
"7169","species9",20,-1,"D",12,4,25
"7170","species9",20,-1,"D",12,0,25
"7171","species9",20,-1,"D",19,0,25
"7172","species9",20,-1,"D",19,0,25
"7173","species9",20,-1,"D",25,1,25
"7174","species9",20,-1,"D",25,0,25
"7175","species9",20,-1,"D",32,0,25
"7176","species9",20,-1,"D",32,0,25
"7177","species9",20,-1,"D",53,0,25
"7178","species9",20,-1,"D",53,0,25
"7179","species9",20,-1,"D",67,1,25
"7180","species9",20,-1,"D",67,0,25
"7181","species10",20,0,"A",0,0,25
"7182","species10",20,0,"A",0,0,25
"7183","species10",20,0,"A",0,0,25
"7184","species10",20,0,"A",0,0,25
"7185","species10",20,0,"A",1,0,25
"7186","species10",20,0,"A",1,0,25
"7187","species10",20,0,"A",1,0,25
"7188","species10",20,0,"A",1,0,25
"7189","species10",20,0,"A",1,0,25
"7190","species10",20,0,"A",1,0,25
"7191","species10",20,0,"A",2,0,25
"7192","species10",20,0,"A",2,0,25
"7193","species10",20,0,"A",2,0,25
"7194","species10",20,0,"A",2,0,25
"7195","species10",20,0,"A",3,0,25
"7196","species10",20,0,"A",3,0,25
"7197","species10",20,0,"A",3,0,25
"7198","species10",20,0,"A",3,0,25
"7199","species10",20,0,"A",3,0,25
"7200","species10",20,0,"A",4,2,25
"7201","species10",20,0,"A",4,0,25
"7202","species10",20,0,"A",4,0,25
"7203","species10",20,0,"A",4,3,25
"7204","species10",20,0,"A",5,0,25
"7205","species10",20,0,"A",5,0,25
"7206","species10",20,0,"A",5,2,25
"7207","species10",20,0,"A",6,0,25
"7208","species10",20,0,"A",7,1,25
"7209","species10",20,0,"A",7,1,25
"7210","species10",20,0,"B",0,0,25
"7211","species10",20,0,"B",0,0,25
"7212","species10",20,0,"B",0,0,25
"7213","species10",20,0,"B",0,0,25
"7214","species10",20,0,"B",1,0,25
"7215","species10",20,0,"B",1,0,25
"7216","species10",20,0,"B",1,0,25
"7217","species10",20,0,"B",1,0,25
"7218","species10",20,0,"B",1,0,25
"7219","species10",20,0,"B",1,0,25
"7220","species10",20,0,"B",2,0,25
"7221","species10",20,0,"B",2,0,25
"7222","species10",20,0,"B",2,0,25
"7223","species10",20,0,"B",2,0,25
"7224","species10",20,0,"B",3,1,25
"7225","species10",20,0,"B",3,0,25
"7226","species10",20,0,"B",3,1,25
"7227","species10",20,0,"B",3,0,25
"7228","species10",20,0,"B",3,0,25
"7229","species10",20,0,"B",4,4,25
"7230","species10",20,0,"B",4,0,25
"7231","species10",20,0,"B",4,2,25
"7232","species10",20,0,"B",4,2,25
"7233","species10",20,0,"B",5,0,25
"7234","species10",20,0,"B",5,0,25
"7235","species10",20,0,"B",5,2,25
"7236","species10",20,0,"B",6,0,25
"7237","species10",20,0,"B",7,2,25
"7238","species10",20,0,"B",7,0,25
"7239","species10",20,0,"B",9,0,25
"7240","species10",20,0,"B",14,0,25
"7241","species10",20,0,"B",20,0,25
"7242","species10",20,0,"B",26,1,25
"7243","species10",20,0,"C",0,0,25
"7244","species10",20,0,"C",0,0,25
"7245","species10",20,0,"C",0,0,25
"7246","species10",20,0,"C",0,0,25
"7247","species10",20,0,"C",1,0,25
"7248","species10",20,0,"C",1,0,25
"7249","species10",20,0,"C",1,0,25
"7250","species10",20,0,"C",1,0,25
"7251","species10",20,0,"C",1,0,25
"7252","species10",20,0,"C",1,0,25
"7253","species10",20,0,"C",2,0,25
"7254","species10",20,0,"C",2,0,25
"7255","species10",20,0,"C",2,0,25
"7256","species10",20,0,"C",2,0,25
"7257","species10",20,0,"C",3,1,25
"7258","species10",20,0,"C",3,0,25
"7259","species10",20,0,"C",3,0,25
"7260","species10",20,0,"C",3,0,25
"7261","species10",20,0,"C",3,0,25
"7262","species10",20,0,"C",4,5,25
"7263","species10",20,0,"C",4,0,25
"7264","species10",20,0,"C",4,0,25
"7265","species10",20,0,"C",4,0,25
"7266","species10",20,0,"C",5,0,25
"7267","species10",20,0,"C",5,1,25
"7268","species10",20,0,"C",5,2,25
"7269","species10",20,0,"C",6,0,25
"7270","species10",20,0,"C",7,1,25
"7271","species10",20,0,"C",7,0,25
"7272","species10",20,0,"C",9,0,25
"7273","species10",20,0,"C",14,1,25
"7274","species10",20,0,"D",0,0,25
"7275","species10",20,0,"D",0,0,25
"7276","species10",20,0,"D",0,0,25
"7277","species10",20,0,"D",0,0,25
"7278","species10",20,0,"D",1,0,25
"7279","species10",20,0,"D",1,0,25
"7280","species10",20,0,"D",1,0,25
"7281","species10",20,0,"D",1,0,25
"7282","species10",20,0,"D",1,0,25
"7283","species10",20,0,"D",1,0,25
"7284","species10",20,0,"D",2,0,25
"7285","species10",20,0,"D",2,0,25
"7286","species10",20,0,"D",2,0,25
"7287","species10",20,0,"D",2,0,25
"7288","species10",20,0,"D",3,1,25
"7289","species10",20,0,"D",3,0,25
"7290","species10",20,0,"D",3,0,25
"7291","species10",20,0,"D",3,0,25
"7292","species10",20,0,"D",3,2,25
"7293","species10",20,0,"D",4,4,25
"7294","species10",20,0,"D",4,0,25
"7295","species10",20,0,"D",4,1,25
"7296","species10",20,0,"D",4,3,25
"7297","species10",20,-0.1,"A",0,0,25
"7298","species10",20,-0.1,"A",0,0,25
"7299","species10",20,-0.1,"A",0,0,25
"7300","species10",20,-0.1,"A",0,0,25
"7301","species10",20,-0.1,"A",1,0,25
"7302","species10",20,-0.1,"A",1,0,25
"7303","species10",20,-0.1,"A",1,0,25
"7304","species10",20,-0.1,"A",1,0,25
