"","species","temperature","psi","dish","times","germinated","germinable"
"1","species1",20,-0.2,"A",6,3,25
"2","species1",20,-0.2,"A",13,12,25
"3","species1",20,-0.2,"A",18,1,25
"4","species1",20,-0.2,"A",24,2,25
"5","species1",20,-0.2,"A",30,3,25
"6","species1",20,-0.2,"A",34,1,25
"7","species1",20,-0.2,"A",37,0,25
"8","species1",20,-0.2,"A",42,1,25
"9","species1",20,-0.2,"B",6,3,24
"10","species1",20,-0.2,"B",13,14,24
"11","species1",20,-0.2,"B",18,1,24
"12","species1",20,-0.2,"B",24,1,24
"13","species1",20,-0.2,"B",30,3,24
"14","species1",20,-0.2,"B",34,0,24
"15","species1",20,-0.2,"B",37,1,24
"16","species1",20,-0.2,"B",42,0,24
"17","species1",20,-0.2,"B",48,0,24
"18","species1",20,-0.2,"B",54,0,24
"19","species1",20,-0.2,"B",59,0,24
"20","species1",20,-0.2,"B",72,0,24
"21","species1",20,-0.2,"B",85,0,24
"22","species1",20,-0.2,"B",97,0,24
"23","species1",20,-0.2,"B",108,0,24
"24","species1",20,-0.2,"B",122,1,24
"25","species1",20,-0.2,"C",6,5,25
"26","species1",20,-0.2,"C",13,13,25
"27","species1",20,-0.2,"C",18,2,25
"28","species1",20,-0.2,"C",24,3,25
"29","species1",20,-0.2,"C",30,1,25
"30","species1",20,-0.2,"C",34,1,25
"31","species1",20,-0.2,"D",6,7,24
"32","species1",20,-0.2,"D",13,10,24
"33","species1",20,-0.2,"D",18,0,24
"34","species1",20,-0.2,"D",24,2,24
"35","species1",20,-0.2,"D",30,1,24
"36","species1",20,-0.2,"D",34,0,24
"37","species1",20,-0.2,"D",37,0,24
"38","species1",20,-0.2,"D",42,1,24
"39","species1",20,-0.2,"D",48,0,24
"40","species1",20,-0.2,"D",54,2,24
"41","species1",20,-0.4,"A",6,5,25
"42","species1",20,-0.4,"A",13,11,25
"43","species1",20,-0.4,"A",18,0,25
"44","species1",20,-0.4,"A",24,1,25
"45","species1",20,-0.4,"A",30,4,25
"46","species1",20,-0.4,"A",34,0,25
"47","species1",20,-0.4,"A",37,1,25
"48","species1",20,-0.4,"A",42,1,25
"49","species1",20,-0.4,"A",48,0,25
"50","species1",20,-0.4,"A",54,1,25
"51","species1",20,-0.4,"B",6,2,25
"52","species1",20,-0.4,"B",13,8,25
"53","species1",20,-0.4,"B",18,2,25
"54","species1",20,-0.4,"B",24,2,25
"55","species1",20,-0.4,"B",30,4,25
"56","species1",20,-0.4,"B",34,1,25
"57","species1",20,-0.4,"B",37,0,25
"58","species1",20,-0.4,"B",42,2,25
"59","species1",20,-0.4,"B",48,2,25
"60","species1",20,-0.4,"B",54,0,25
"61","species1",20,-0.4,"B",59,0,25
"62","species1",20,-0.4,"B",72,1,25
"63","species1",20,-0.4,"B",85,1,25
"64","species1",20,-0.4,"C",6,2,25
"65","species1",20,-0.4,"C",13,10,25
"66","species1",20,-0.4,"C",18,1,25
"67","species1",20,-0.4,"C",24,3,25
"68","species1",20,-0.4,"C",30,2,25
"69","species1",20,-0.4,"C",34,1,25
"70","species1",20,-0.4,"C",37,0,25
"71","species1",20,-0.4,"C",42,3,25
"72","species1",20,-0.4,"C",48,1,25
"73","species1",20,-0.4,"C",54,1,25
"74","species1",20,-0.4,"C",59,0,25
"75","species1",20,-0.4,"C",72,0,25
"76","species1",20,-0.4,"C",85,0,25
"77","species1",20,-0.4,"C",97,0,25
"78","species1",20,-0.4,"C",108,1,25
"79","species1",20,-0.4,"D",6,5,24
"80","species1",20,-0.4,"D",13,15,24
"81","species1",20,-0.4,"D",18,0,24
"82","species1",20,-0.4,"D",24,0,24
"83","species1",20,-0.4,"D",30,2,24
"84","species1",20,-0.4,"D",34,0,24
"85","species1",20,-0.4,"D",37,0,24
"86","species1",20,-0.4,"D",42,0,24
"87","species1",20,-0.4,"D",48,1,24
"88","species1",20,-0.4,"D",54,1,24
"89","species1",20,-0.6,"A",6,1,25
"90","species1",20,-0.6,"A",13,10,25
"91","species1",20,-0.6,"A",18,3,25
"92","species1",20,-0.6,"A",24,3,25
"93","species1",20,-0.6,"A",30,5,25
"94","species1",20,-0.6,"A",34,0,25
"95","species1",20,-0.6,"A",37,0,25
"96","species1",20,-0.6,"A",42,0,25
"97","species1",20,-0.6,"A",48,1,25
"98","species1",20,-0.6,"A",54,0,25
"99","species1",20,-0.6,"A",59,0,25
"100","species1",20,-0.6,"A",72,0,25
"101","species1",20,-0.6,"A",85,0,25
"102","species1",20,-0.6,"A",97,0,25
"103","species1",20,-0.6,"A",108,1,25
"104","species1",20,-0.6,"B",6,0,25
"105","species1",20,-0.6,"B",13,17,25
"106","species1",20,-0.6,"B",18,2,25
"107","species1",20,-0.6,"B",24,1,25
"108","species1",20,-0.6,"B",30,1,25
"109","species1",20,-0.6,"B",34,1,25
"110","species1",20,-0.6,"B",37,0,25
"111","species1",20,-0.6,"B",42,1,25
"112","species1",20,-0.6,"B",48,1,25
"113","species1",20,-0.6,"B",54,0,25
"114","species1",20,-0.6,"B",59,0,25
"115","species1",20,-0.6,"B",72,0,25
"116","species1",20,-0.6,"B",85,1,25
"117","species1",20,-0.6,"C",6,2,25
"118","species1",20,-0.6,"C",13,16,25
"119","species1",20,-0.6,"C",18,3,25
"120","species1",20,-0.6,"C",24,1,25
"121","species1",20,-0.6,"C",30,1,25
"122","species1",20,-0.6,"C",34,0,25
"123","species1",20,-0.6,"C",37,1,25
"124","species1",20,-0.6,"C",42,0,25
"125","species1",20,-0.6,"C",48,1,25
"126","species1",20,-0.6,"D",6,5,25
"127","species1",20,-0.6,"D",13,5,25
"128","species1",20,-0.6,"D",18,3,25
"129","species1",20,-0.6,"D",24,4,25
"130","species1",20,-0.6,"D",30,1,25
"131","species1",20,-0.6,"D",34,2,25
"132","species1",20,-0.6,"D",37,0,25
"133","species1",20,-0.6,"D",42,0,25
"134","species1",20,-0.6,"D",48,1,25
"135","species1",20,-0.6,"D",54,1,25
"136","species1",20,-0.6,"D",59,0,25
"137","species1",20,-0.6,"D",72,2,25
"138","species1",20,-0.6,"D",85,0,25
"139","species1",20,-0.6,"D",97,0,25
"140","species1",20,-0.6,"D",108,1,25
"141","species1",20,-0.8,"A",6,1,23
"142","species1",20,-0.8,"A",13,8,23
"143","species1",20,-0.8,"A",18,4,23
"144","species1",20,-0.8,"A",24,2,23
"145","species1",20,-0.8,"A",30,3,23
"146","species1",20,-0.8,"A",34,0,23
"147","species1",20,-0.8,"A",37,1,23
"148","species1",20,-0.8,"A",42,1,23
"149","species1",20,-0.8,"A",48,0,23
"150","species1",20,-0.8,"A",54,1,23
"151","species1",20,-0.8,"A",59,0,23
"152","species1",20,-0.8,"A",72,1,23
"153","species1",20,-0.8,"B",6,5,24
"154","species1",20,-0.8,"B",13,7,24
"155","species1",20,-0.8,"B",18,2,24
"156","species1",20,-0.8,"B",24,4,24
"157","species1",20,-0.8,"B",30,1,24
"158","species1",20,-0.8,"B",34,0,24
"159","species1",20,-0.8,"B",37,0,24
"160","species1",20,-0.8,"B",42,0,24
"161","species1",20,-0.8,"B",48,0,24
"162","species1",20,-0.8,"B",54,3,24
"163","species1",20,-0.8,"B",59,0,24
"164","species1",20,-0.8,"B",72,1,24
"165","species1",20,-0.8,"C",6,2,23
"166","species1",20,-0.8,"C",13,7,23
"167","species1",20,-0.8,"C",18,1,23
"168","species1",20,-0.8,"C",24,5,23
"169","species1",20,-0.8,"C",30,2,23
"170","species1",20,-0.8,"C",34,0,23
"171","species1",20,-0.8,"C",37,0,23
"172","species1",20,-0.8,"C",42,1,23
"173","species1",20,-0.8,"C",48,1,23
"174","species1",20,-0.8,"C",54,2,23
"175","species1",20,-0.8,"C",59,0,23
"176","species1",20,-0.8,"C",72,0,23
"177","species1",20,-0.8,"C",85,1,23
"178","species1",20,-0.8,"C",97,0,23
"179","species1",20,-0.8,"C",108,1,23
"180","species1",20,-0.8,"D",6,2,25
"181","species1",20,-0.8,"D",13,12,25
"182","species1",20,-0.8,"D",18,2,25
"183","species1",20,-0.8,"D",24,0,25
"184","species1",20,-0.8,"D",30,1,25
"185","species1",20,-0.8,"D",34,2,25
"186","species1",20,-0.8,"D",37,0,25
"187","species1",20,-0.8,"D",42,0,25
"188","species1",20,-0.8,"D",48,1,25
"189","species1",20,-0.8,"D",54,0,25
"190","species1",20,-0.8,"D",59,2,25
"191","species1",20,-0.8,"D",72,1,25
"192","species1",20,-0.8,"D",85,0,25
"193","species1",20,-0.8,"D",97,0,25
"194","species1",20,-0.8,"D",108,0,25
"195","species1",20,-0.8,"D",122,0,25
"196","species1",20,-0.8,"D",131,0,25
"197","species1",20,-0.8,"D",147,1,25
"198","species1",20,0,"A",6,3,24
"199","species1",20,0,"A",13,17,24
"200","species1",20,0,"A",18,1,24
"201","species1",20,0,"A",24,0,24
"202","species1",20,0,"A",30,2,24
"203","species1",20,0,"A",34,1,24
"204","species1",20,0,"B",6,11,24
"205","species1",20,0,"B",13,7,24
"206","species1",20,0,"B",18,1,24
"207","species1",20,0,"B",24,1,24
"208","species1",20,0,"B",30,2,24
"209","species1",20,0,"B",34,1,24
"210","species1",20,0,"B",37,0,24
"211","species1",20,0,"B",42,1,24
"212","species1",20,0,"C",6,9,25
"213","species1",20,0,"C",13,8,25
"214","species1",20,0,"C",18,0,25
"215","species1",20,0,"C",24,2,25
"216","species1",20,0,"C",30,4,25
"217","species1",20,0,"C",34,0,25
"218","species1",20,0,"C",37,1,25
"219","species1",20,0,"C",42,0,25
"220","species1",20,0,"C",48,1,25
"221","species1",20,0,"D",6,9,24
"222","species1",20,0,"D",13,7,24
"223","species1",20,0,"D",18,4,24
"224","species1",20,0,"D",24,2,24
"225","species1",20,0,"D",30,1,24
"226","species1",20,0,"D",34,0,24
"227","species1",20,0,"D",37,0,24
"228","species1",20,0,"D",42,0,24
"229","species1",20,0,"D",48,0,24
"230","species1",20,0,"D",54,0,24
"231","species1",20,0,"D",59,0,24
"232","species1",20,0,"D",72,0,24
"233","species1",20,0,"D",85,0,24
"234","species1",20,0,"D",97,0,24
"235","species1",20,0,"D",108,0,24
"236","species1",20,0,"D",122,0,24
"237","species1",20,0,"D",131,0,24
"238","species1",20,0,"D",147,0,24
"239","species1",20,0,"D",194,1,24
"240","species1",20,-1.6,"A",6,0,25
"241","species1",20,-1.6,"A",13,3,25
"242","species1",20,-1.6,"A",18,0,25
"243","species1",20,-1.6,"A",24,2,25
"244","species1",20,-1.6,"A",30,6,25
"245","species1",20,-1.6,"A",34,3,25
"246","species1",20,-1.6,"A",37,0,25
"247","species1",20,-1.6,"A",42,1,25
"248","species1",20,-1.6,"A",48,0,25
"249","species1",20,-1.6,"A",54,2,25
"250","species1",20,-1.6,"A",59,0,25
"251","species1",20,-1.6,"A",72,1,25
"252","species1",20,-1.6,"A",85,1,25
"253","species1",20,-1.6,"A",97,1,25
"254","species1",20,-1.6,"A",108,2,25
"255","species1",20,-1.6,"A",122,2,25
"256","species1",20,-1.6,"A",131,0,25
"257","species1",20,-1.6,"A",147,1,25
"258","species1",20,-1.6,"B",6,0,25
"259","species1",20,-1.6,"B",13,0,25
"260","species1",20,-1.6,"B",18,2,25
"261","species1",20,-1.6,"B",24,1,25
"262","species1",20,-1.6,"B",30,5,25
"263","species1",20,-1.6,"B",34,2,25
"264","species1",20,-1.6,"B",37,1,25
"265","species1",20,-1.6,"B",42,0,25
"266","species1",20,-1.6,"B",48,2,25
"267","species1",20,-1.6,"B",54,2,25
"268","species1",20,-1.6,"B",59,0,25
"269","species1",20,-1.6,"B",72,1,25
"270","species1",20,-1.6,"B",85,2,25
"271","species1",20,-1.6,"B",97,1,25
"272","species1",20,-1.6,"B",108,2,25
"273","species1",20,-1.6,"B",122,0,25
"274","species1",20,-1.6,"B",131,1,25
"275","species1",20,-1.6,"B",147,0,25
"276","species1",20,-1.6,"B",194,1,25
"277","species1",20,-1.6,"B",337,1,25
"278","species1",20,-1.6,"C",6,0,25
"279","species1",20,-1.6,"C",13,5,25
"280","species1",20,-1.6,"C",18,0,25
"281","species1",20,-1.6,"C",24,1,25
"282","species1",20,-1.6,"C",30,6,25
"283","species1",20,-1.6,"C",34,3,25
"284","species1",20,-1.6,"C",37,0,25
"285","species1",20,-1.6,"C",42,0,25
"286","species1",20,-1.6,"C",48,1,25
"287","species1",20,-1.6,"C",54,2,25
"288","species1",20,-1.6,"C",59,3,25
"289","species1",20,-1.6,"C",72,1,25
"290","species1",20,-1.6,"C",85,2,25
"291","species1",20,-1.6,"C",97,0,25
"292","species1",20,-1.6,"C",108,0,25
"293","species1",20,-1.6,"C",122,0,25
"294","species1",20,-1.6,"C",131,0,25
"295","species1",20,-1.6,"C",147,1,25
"296","species1",20,-1.6,"D",6,3,25
"297","species1",20,-1.6,"D",13,1,25
"298","species1",20,-1.6,"D",18,0,25
"299","species1",20,-1.6,"D",24,1,25
"300","species1",20,-1.6,"D",30,4,25
"301","species1",20,-1.6,"D",34,2,25
"302","species1",20,-1.6,"D",37,0,25
"303","species1",20,-1.6,"D",42,0,25
"304","species1",20,-1.6,"D",48,1,25
"305","species1",20,-1.6,"D",54,3,25
"306","species1",20,-1.6,"D",59,1,25
"307","species1",20,-1.6,"D",72,0,25
"308","species1",20,-1.6,"D",85,1,25
"309","species1",20,-1.6,"D",97,2,25
"310","species1",20,-1.6,"D",108,2,25
"311","species1",20,-1.6,"D",122,1,25
"312","species1",20,-1.6,"D",131,0,25
"313","species1",20,-1.6,"D",147,0,25
"314","species1",20,-1.6,"D",194,1,25
"315","species1",20,-1,"A",6,1,25
"316","species1",20,-1,"A",13,3,25
"317","species1",20,-1,"A",18,7,25
"318","species1",20,-1,"A",24,9,25
"319","species1",20,-1,"A",30,1,25
"320","species1",20,-1,"A",34,1,25
"321","species1",20,-1,"A",37,0,25
"322","species1",20,-1,"A",42,0,25
"323","species1",20,-1,"A",48,0,25
"324","species1",20,-1,"A",54,0,25
"325","species1",20,-1,"A",59,0,25
"326","species1",20,-1,"A",72,0,25
"327","species1",20,-1,"A",85,2,25
"328","species1",20,-1,"B",6,0,24
"329","species1",20,-1,"B",13,3,24
"330","species1",20,-1,"B",18,6,24
"331","species1",20,-1,"B",24,8,24
"332","species1",20,-1,"B",30,2,24
"333","species1",20,-1,"B",34,0,24
"334","species1",20,-1,"B",37,0,24
"335","species1",20,-1,"B",42,1,24
"336","species1",20,-1,"B",48,0,24
"337","species1",20,-1,"B",54,0,24
"338","species1",20,-1,"B",59,0,24
"339","species1",20,-1,"B",72,1,24
"340","species1",20,-1,"B",85,2,24
"341","species1",20,-1,"B",97,0,24
"342","species1",20,-1,"B",108,0,24
"343","species1",20,-1,"B",122,0,24
"344","species1",20,-1,"B",131,1,24
"345","species1",20,-1,"C",6,0,21
"346","species1",20,-1,"C",13,7,21
"347","species1",20,-1,"C",18,0,21
"348","species1",20,-1,"C",24,5,21
"349","species1",20,-1,"C",30,4,21
"350","species1",20,-1,"C",34,2,21
"351","species1",20,-1,"C",37,0,21
"352","species1",20,-1,"C",42,0,21
"353","species1",20,-1,"C",48,0,21
"354","species1",20,-1,"C",54,0,21
"355","species1",20,-1,"C",59,3,21
"356","species1",20,-1,"D",6,1,25
"357","species1",20,-1,"D",13,6,25
"358","species1",20,-1,"D",18,2,25
"359","species1",20,-1,"D",24,5,25
"360","species1",20,-1,"D",30,1,25
"361","species1",20,-1,"D",34,0,25
"362","species1",20,-1,"D",37,0,25
"363","species1",20,-1,"D",42,0,25
"364","species1",20,-1,"D",48,2,25
"365","species1",20,-1,"D",54,2,25
"366","species1",20,-1,"D",59,1,25
"367","species1",20,-1,"D",72,2,25
"368","species1",20,-1,"D",85,0,25
"369","species1",20,-1,"D",97,1,25
"370","species1",20,-1,"D",108,1,25
"371","species5",20,0,"A",0,0,24
"372","species5",20,0,"A",1,0,24
"373","species5",20,0,"A",1,1,24
"374","species5",20,0,"A",1,3,24
"375","species5",20,0,"A",2,0,24
"376","species5",20,0,"A",2,5,24
"377","species5",20,0,"A",2,0,24
"378","species5",20,0,"A",2,0,24
"379","species5",20,0,"A",2,0,24
"380","species5",20,0,"A",3,0,24
"381","species5",20,0,"A",3,0,24
"382","species5",20,0,"A",4,0,24
"383","species5",20,0,"A",4,0,24
"384","species5",20,0,"A",5,0,24
"385","species5",20,0,"A",5,0,24
"386","species5",20,0,"A",6,0,24
"387","species5",20,0,"A",10,0,24
"388","species5",20,0,"A",20,1,24
"389","species5",20,0,"A",31,0,24
"390","species5",20,0,"A",45,0,24
"391","species5",20,0,"B",0,0,23
"392","species5",20,0,"B",1,0,23
"393","species5",20,0,"B",1,3,23
"394","species5",20,0,"B",1,4,23
"395","species5",20,0,"B",2,1,23
"396","species5",20,0,"B",2,6,23
"397","species5",20,0,"B",2,1,23
"398","species5",20,0,"B",2,0,23
"399","species5",20,0,"B",2,1,23
"400","species5",20,0,"B",3,0,23
"401","species5",20,0,"B",3,0,23
"402","species5",20,0,"B",4,0,23
"403","species5",20,0,"B",4,0,23
"404","species5",20,0,"B",5,1,23
"405","species5",20,0,"B",5,0,23
"406","species5",20,0,"B",6,0,23
"407","species5",20,0,"B",10,0,23
"408","species5",20,0,"B",20,0,23
"409","species5",20,0,"B",31,0,23
"410","species5",20,0,"B",45,0,23
"411","species5",20,0,"C",0,0,23
"412","species5",20,0,"C",1,0,23
"413","species5",20,0,"C",1,3,23
"414","species5",20,0,"C",1,0,23
"415","species5",20,0,"C",2,0,23
"416","species5",20,0,"C",2,7,23
"417","species5",20,0,"C",2,0,23
"418","species5",20,0,"C",2,0,23
"419","species5",20,0,"C",2,0,23
"420","species5",20,0,"C",3,0,23
"421","species5",20,0,"C",3,0,23
"422","species5",20,0,"C",4,0,23
"423","species5",20,0,"C",4,0,23
"424","species5",20,0,"C",5,0,23
"425","species5",20,0,"C",5,0,23
"426","species5",20,0,"C",6,0,23
"427","species5",20,0,"C",10,0,23
"428","species5",20,0,"C",20,0,23
"429","species5",20,0,"C",31,0,23
"430","species5",20,0,"C",45,0,23
"431","species5",20,0,"D",0,0,25
"432","species5",20,0,"D",1,0,25
"433","species5",20,0,"D",1,3,25
"434","species5",20,0,"D",1,0,25
"435","species5",20,0,"D",2,3,25
"436","species5",20,0,"D",2,4,25
"437","species5",20,0,"D",2,0,25
"438","species5",20,0,"D",2,0,25
"439","species5",20,0,"D",2,0,25
"440","species5",20,0,"D",3,0,25
"441","species5",20,0,"D",3,0,25
"442","species5",20,0,"D",4,0,25
"443","species5",20,0,"D",4,0,25
"444","species5",20,0,"D",5,0,25
"445","species5",20,0,"D",5,0,25
"446","species5",20,0,"D",6,0,25
"447","species5",20,0,"D",10,0,25
"448","species5",20,0,"D",20,0,25
"449","species5",20,0,"D",31,0,25
"450","species5",20,0,"D",45,0,25
"451","species5",20,-0.1,"A",0,0,23
"452","species5",20,-0.1,"A",1,0,23
"453","species5",20,-0.1,"A",1,1,23
"454","species5",20,-0.1,"A",1,0,23
"455","species5",20,-0.1,"A",2,0,23
"456","species5",20,-0.1,"A",2,4,23
"457","species5",20,-0.1,"A",2,0,23
"458","species5",20,-0.1,"A",2,0,23
"459","species5",20,-0.1,"A",2,0,23
"460","species5",20,-0.1,"A",3,0,23
"461","species5",20,-0.1,"A",3,0,23
"462","species5",20,-0.1,"A",4,0,23
"463","species5",20,-0.1,"A",4,0,23
"464","species5",20,-0.1,"A",5,0,23
"465","species5",20,-0.1,"A",5,0,23
"466","species5",20,-0.1,"A",6,0,23
"467","species5",20,-0.1,"A",10,0,23
"468","species5",20,-0.1,"A",20,0,23
"469","species5",20,-0.1,"A",31,0,23
"470","species5",20,-0.1,"A",45,0,23
"471","species5",20,-0.1,"B",0,0,23
"472","species5",20,-0.1,"B",1,0,23
"473","species5",20,-0.1,"B",1,2,23
"474","species5",20,-0.1,"B",1,0,23
"475","species5",20,-0.1,"B",2,0,23
"476","species5",20,-0.1,"B",2,6,23
"477","species5",20,-0.1,"B",2,2,23
"478","species5",20,-0.1,"B",2,2,23
"479","species5",20,-0.1,"B",2,0,23
"480","species5",20,-0.1,"B",3,1,23
"481","species5",20,-0.1,"B",3,0,23
"482","species5",20,-0.1,"B",4,0,23
"483","species5",20,-0.1,"B",4,0,23
"484","species5",20,-0.1,"B",5,0,23
"485","species5",20,-0.1,"B",5,0,23
"486","species5",20,-0.1,"B",6,0,23
"487","species5",20,-0.1,"B",10,0,23
"488","species5",20,-0.1,"B",20,0,23
"489","species5",20,-0.1,"B",31,0,23
"490","species5",20,-0.1,"B",45,0,23
"491","species5",20,-0.1,"C",0,0,24
"492","species5",20,-0.1,"C",1,0,24
"493","species5",20,-0.1,"C",1,1,24
"494","species5",20,-0.1,"C",1,2,24
"495","species5",20,-0.1,"C",2,1,24
"496","species5",20,-0.1,"C",2,3,24
"497","species5",20,-0.1,"C",2,2,24
"498","species5",20,-0.1,"C",2,0,24
"499","species5",20,-0.1,"C",2,0,24
"500","species5",20,-0.1,"C",3,2,24
"501","species5",20,-0.1,"C",3,0,24
"502","species5",20,-0.1,"C",4,0,24
"503","species5",20,-0.1,"C",4,0,24
"504","species5",20,-0.1,"C",5,1,24
"505","species5",20,-0.1,"C",5,0,24
"506","species5",20,-0.1,"C",6,0,24
"507","species5",20,-0.1,"C",10,1,24
"508","species5",20,-0.1,"C",20,0,24
"509","species5",20,-0.1,"C",31,0,24
"510","species5",20,-0.1,"C",45,0,24
"511","species5",20,-0.1,"D",0,0,25
"512","species5",20,-0.1,"D",1,0,25
"513","species5",20,-0.1,"D",1,0,25
"514","species5",20,-0.1,"D",1,1,25
"515","species5",20,-0.1,"D",2,1,25
"516","species5",20,-0.1,"D",2,4,25
"517","species5",20,-0.1,"D",2,2,25
"518","species5",20,-0.1,"D",2,0,25
"519","species5",20,-0.1,"D",2,0,25
"520","species5",20,-0.1,"D",3,0,25
"521","species5",20,-0.1,"D",3,0,25
"522","species5",20,-0.1,"D",4,0,25
"523","species5",20,-0.1,"D",4,0,25
"524","species5",20,-0.1,"D",5,0,25
"525","species5",20,-0.1,"D",5,0,25
"526","species5",20,-0.1,"D",6,0,25
"527","species5",20,-0.1,"D",10,0,25
"528","species5",20,-0.1,"D",20,1,25
"529","species5",20,-0.1,"D",31,0,25
"530","species5",20,-0.1,"D",45,0,25
"531","species5",20,-0.2,"A",0,0,24
"532","species5",20,-0.2,"A",1,0,24
"533","species5",20,-0.2,"A",1,1,24
"534","species5",20,-0.2,"A",1,1,24
"535","species5",20,-0.2,"A",2,1,24
"536","species5",20,-0.2,"A",2,7,24
"537","species5",20,-0.2,"A",2,0,24
"538","species5",20,-0.2,"A",2,0,24
"539","species5",20,-0.2,"A",2,0,24
"540","species5",20,-0.2,"A",3,0,24
"541","species5",20,-0.2,"A",3,0,24
"542","species5",20,-0.2,"A",4,0,24
"543","species5",20,-0.2,"A",4,0,24
"544","species5",20,-0.2,"A",5,0,24
"545","species5",20,-0.2,"A",5,0,24
"546","species5",20,-0.2,"A",6,0,24
"547","species5",20,-0.2,"A",10,0,24
"548","species5",20,-0.2,"A",20,0,24
"549","species5",20,-0.2,"A",31,0,24
"550","species5",20,-0.2,"A",45,0,24
"551","species5",20,-0.2,"B",0,0,25
"552","species5",20,-0.2,"B",1,0,25
"553","species5",20,-0.2,"B",1,0,25
"554","species5",20,-0.2,"B",1,1,25
"555","species5",20,-0.2,"B",2,0,25
"556","species5",20,-0.2,"B",2,7,25
"557","species5",20,-0.2,"B",2,0,25
"558","species5",20,-0.2,"B",2,0,25
"559","species5",20,-0.2,"B",2,0,25
"560","species5",20,-0.2,"B",3,0,25
"561","species5",20,-0.2,"B",3,0,25
"562","species5",20,-0.2,"B",4,0,25
"563","species5",20,-0.2,"B",4,0,25
"564","species5",20,-0.2,"B",5,0,25
"565","species5",20,-0.2,"B",5,0,25
"566","species5",20,-0.2,"B",6,0,25
"567","species5",20,-0.2,"B",10,1,25
"568","species5",20,-0.2,"B",20,0,25
"569","species5",20,-0.2,"B",31,0,25
"570","species5",20,-0.2,"B",45,0,25
"571","species5",20,-0.2,"C",0,0,25
"572","species5",20,-0.2,"C",1,0,25
"573","species5",20,-0.2,"C",1,0,25
"574","species5",20,-0.2,"C",1,1,25
"575","species5",20,-0.2,"C",2,2,25
"576","species5",20,-0.2,"C",2,4,25
"577","species5",20,-0.2,"C",2,1,25
"578","species5",20,-0.2,"C",2,0,25
"579","species5",20,-0.2,"C",2,0,25
"580","species5",20,-0.2,"C",3,1,25
"581","species5",20,-0.2,"C",3,0,25
"582","species5",20,-0.2,"C",4,0,25
"583","species5",20,-0.2,"C",4,0,25
"584","species5",20,-0.2,"C",5,0,25
"585","species5",20,-0.2,"C",5,0,25
"586","species5",20,-0.2,"C",6,0,25
"587","species5",20,-0.2,"C",10,0,25
"588","species5",20,-0.2,"C",20,1,25
"589","species5",20,-0.2,"C",31,0,25
"590","species5",20,-0.2,"C",45,0,25
"591","species5",20,-0.2,"D",0,0,22
"592","species5",20,-0.2,"D",1,0,22
"593","species5",20,-0.2,"D",1,0,22
"594","species5",20,-0.2,"D",1,1,22
"595","species5",20,-0.2,"D",2,0,22
"596","species5",20,-0.2,"D",2,2,22
"597","species5",20,-0.2,"D",2,0,22
"598","species5",20,-0.2,"D",2,1,22
"599","species5",20,-0.2,"D",2,1,22
"600","species5",20,-0.2,"D",3,2,22
"601","species5",20,-0.2,"D",3,0,22
"602","species5",20,-0.2,"D",4,0,22
"603","species5",20,-0.2,"D",4,1,22
"604","species5",20,-0.2,"D",5,0,22
"605","species5",20,-0.2,"D",5,0,22
"606","species5",20,-0.2,"D",6,0,22
"607","species5",20,-0.2,"D",10,0,22
"608","species5",20,-0.2,"D",20,1,22
"609","species5",20,-0.2,"D",31,0,22
"610","species5",20,-0.2,"D",45,0,22
"611","species5",20,-0.3,"A",0,0,24
"612","species5",20,-0.3,"A",1,0,24
"613","species5",20,-0.3,"A",1,0,24
"614","species5",20,-0.3,"A",1,2,24
"615","species5",20,-0.3,"A",2,0,24
"616","species5",20,-0.3,"A",2,2,24
"617","species5",20,-0.3,"A",2,1,24
"618","species5",20,-0.3,"A",2,0,24
"619","species5",20,-0.3,"A",2,0,24
"620","species5",20,-0.3,"A",3,1,24
"621","species5",20,-0.3,"A",3,0,24
"622","species5",20,-0.3,"A",4,0,24
"623","species5",20,-0.3,"A",4,0,24
"624","species5",20,-0.3,"A",5,0,24
"625","species5",20,-0.3,"A",5,0,24
"626","species5",20,-0.3,"A",6,1,24
"627","species5",20,-0.3,"A",10,0,24
"628","species5",20,-0.3,"A",20,0,24
"629","species5",20,-0.3,"A",31,0,24
"630","species5",20,-0.3,"A",45,0,24
"631","species5",20,-0.3,"B",0,0,23
"632","species5",20,-0.3,"B",1,0,23
"633","species5",20,-0.3,"B",1,1,23
"634","species5",20,-0.3,"B",1,0,23
"635","species5",20,-0.3,"B",2,0,23
"636","species5",20,-0.3,"B",2,7,23
"637","species5",20,-0.3,"B",2,2,23
"638","species5",20,-0.3,"B",2,0,23
"639","species5",20,-0.3,"B",2,0,23
"640","species5",20,-0.3,"B",3,1,23
"641","species5",20,-0.3,"B",3,0,23
"642","species5",20,-0.3,"B",4,0,23
"643","species5",20,-0.3,"B",4,0,23
"644","species5",20,-0.3,"B",5,0,23
"645","species5",20,-0.3,"B",5,0,23
"646","species5",20,-0.3,"B",6,0,23
"647","species5",20,-0.3,"B",10,0,23
"648","species5",20,-0.3,"B",20,0,23
"649","species5",20,-0.3,"B",31,0,23
"650","species5",20,-0.3,"B",45,0,23
"651","species5",20,-0.3,"C",0,0,23
"652","species5",20,-0.3,"C",1,0,23
"653","species5",20,-0.3,"C",1,0,23
"654","species5",20,-0.3,"C",1,1,23
"655","species5",20,-0.3,"C",2,0,23
"656","species5",20,-0.3,"C",2,4,23
