species,temperature,psi,dish,times,germinated,germinable
Anisantha rubens,20/10C,-1.6,C,30,0,24
Anisantha rubens,20/10C,-1.6,C,35,0,24
Anisantha rubens,20/10C,-1.6,C,40,0,24
Anisantha rubens,20/10C,-1.6,C,48,0,24
Anisantha rubens,20/10C,-1.6,C,51,0,24
Anisantha rubens,20/10C,-1.6,C,55,0,24
Anisantha rubens,20/10C,-1.6,C,58,0,24
Anisantha rubens,20/10C,-1.6,C,65,0,24
Anisantha rubens,20/10C,-1.6,C,71,0,24
Anisantha rubens,20/10C,-1.6,C,75,0,24
Anisantha rubens,20/10C,-1.6,C,80,1,24
Anisantha rubens,20/10C,-1.6,C,90,1,24
Anisantha rubens,20/10C,-1.6,C,94,0,24
Anisantha rubens,20/10C,-1.6,C,100,0,24
Anisantha rubens,20/10C,-1.6,C,106,0,24
Anisantha rubens,20/10C,-1.6,C,114,1,24
Anisantha rubens,20/10C,-1.6,C,118,0,24
Anisantha rubens,20/10C,-1.6,C,124,0,24
Anisantha rubens,20/10C,-1.6,C,129,0,24
Anisantha rubens,20/10C,-1.6,C,137,0,24
Anisantha rubens,20/10C,-1.6,C,143,2,24
Anisantha rubens,20/10C,-1.6,C,149,1,24
Anisantha rubens,20/10C,-1.6,C,152,0,24
Anisantha rubens,20/10C,-1.6,C,162,0,24
Anisantha rubens,20/10C,-1.6,C,168,0,24
Anisantha rubens,20/10C,-1.6,C,172,0,24
Anisantha rubens,20/10C,-1.6,C,177,0,24
Anisantha rubens,20/10C,-1.6,C,186,0,24
Anisantha rubens,20/10C,-1.6,C,191,0,24
Anisantha rubens,20/10C,-1.6,C,200,1,24
Anisantha rubens,20/10C,-1.6,C,204,0,24
Anisantha rubens,20/10C,-1.6,C,215,0,24
Anisantha rubens,20/10C,-1.6,C,223,2,24
Anisantha rubens,20/10C,-1.6,C,231,0,24
Anisantha rubens,20/10C,-1.6,C,258,0,24
Anisantha rubens,20/10C,-1.6,C,356,0,24
Anisantha rubens,20/10C,-1.6,C,427,1,24
Anisantha rubens,20/10C,-1.6,C,573,0,24
Anisantha rubens,20/10C,-1.6,C,832,2,24
Anisantha rubens,20/10C,-1.6,D,2,0,25
Anisantha rubens,20/10C,-1.6,D,6,0,25
Anisantha rubens,20/10C,-1.6,D,10,0,25
Anisantha rubens,20/10C,-1.6,D,15,0,25
Anisantha rubens,20/10C,-1.6,D,18,0,25
Anisantha rubens,20/10C,-1.6,D,23,0,25
Anisantha rubens,20/10C,-1.6,D,30,0,25
Anisantha rubens,20/10C,-1.6,D,35,0,25
Anisantha rubens,20/10C,-1.6,D,40,0,25
Anisantha rubens,20/10C,-1.6,D,48,0,25
Anisantha rubens,20/10C,-1.6,D,51,0,25
Anisantha rubens,20/10C,-1.6,D,55,0,25
Anisantha rubens,20/10C,-1.6,D,58,0,25
Anisantha rubens,20/10C,-1.6,D,65,0,25
Anisantha rubens,20/10C,-1.6,D,71,0,25
Anisantha rubens,20/10C,-1.6,D,75,0,25
Anisantha rubens,20/10C,-1.6,D,80,0,25
Anisantha rubens,20/10C,-1.6,D,90,0,25
Anisantha rubens,20/10C,-1.6,D,94,0,25
Anisantha rubens,20/10C,-1.6,D,100,1,25
Anisantha rubens,20/10C,-1.6,D,106,1,25
Anisantha rubens,20/10C,-1.6,D,114,1,25
Anisantha rubens,20/10C,-1.6,D,118,0,25
Anisantha rubens,20/10C,-1.6,D,124,0,25
Anisantha rubens,20/10C,-1.6,D,129,0,25
Anisantha rubens,20/10C,-1.6,D,137,0,25
Anisantha rubens,20/10C,-1.6,D,143,5,25
Anisantha rubens,20/10C,-1.6,D,149,1,25
Anisantha rubens,20/10C,-1.6,D,152,0,25
Anisantha rubens,20/10C,-1.6,D,162,0,25
Anisantha rubens,20/10C,-1.6,D,168,1,25
Anisantha rubens,20/10C,-1.6,D,172,1,25
Anisantha rubens,20/10C,-1.6,D,177,0,25
Anisantha rubens,20/10C,-1.6,D,186,0,25
Anisantha rubens,20/10C,-1.6,D,191,0,25
Anisantha rubens,20/10C,-1.6,D,200,0,25
Anisantha rubens,20/10C,-1.6,D,204,0,25
Anisantha rubens,20/10C,-1.6,D,215,0,25
Anisantha rubens,20/10C,-1.6,D,223,0,25
Anisantha rubens,20/10C,-1.6,D,231,0,25
Anisantha rubens,20/10C,-1.6,D,258,0,25
Anisantha rubens,20/10C,-1.6,D,356,0,25
Anisantha rubens,20/10C,-1.6,D,427,1,25
Anisantha rubens,20/10C,-1.6,D,573,0,25
Anisantha rubens,20/10C,-1.6,D,832,2,25
Anisantha rubens,20/10C,-1.6,D,1216,1,25
Anisantha rubens,20/10C,-1,A,2,0,25
Anisantha rubens,20/10C,-1,A,6,0,25
Anisantha rubens,20/10C,-1,A,10,0,25
Anisantha rubens,20/10C,-1,A,15,0,25
Anisantha rubens,20/10C,-1,A,18,0,25
Anisantha rubens,20/10C,-1,A,23,0,25
Anisantha rubens,20/10C,-1,A,30,0,25
Anisantha rubens,20/10C,-1,A,35,0,25
Anisantha rubens,20/10C,-1,A,40,0,25
Anisantha rubens,20/10C,-1,A,48,4,25
Anisantha rubens,20/10C,-1,A,51,1,25
Anisantha rubens,20/10C,-1,A,55,1,25
Anisantha rubens,20/10C,-1,A,58,0,25
Anisantha rubens,20/10C,-1,A,65,0,25
Anisantha rubens,20/10C,-1,A,71,3,25
Anisantha rubens,20/10C,-1,A,75,2,25
Anisantha rubens,20/10C,-1,A,80,2,25
Anisantha rubens,20/10C,-1,A,90,0,25
Anisantha rubens,20/10C,-1,A,94,2,25
Anisantha rubens,20/10C,-1,A,100,2,25
Anisantha rubens,20/10C,-1,A,106,1,25
Anisantha rubens,20/10C,-1,A,114,0,25
Anisantha rubens,20/10C,-1,A,118,2,25
Anisantha rubens,20/10C,-1,A,124,1,25
Anisantha rubens,20/10C,-1,A,129,0,25
Anisantha rubens,20/10C,-1,A,137,0,25
Anisantha rubens,20/10C,-1,A,143,0,25
Anisantha rubens,20/10C,-1,A,149,1,25
Anisantha rubens,20/10C,-1,A,152,0,25
Anisantha rubens,20/10C,-1,A,162,0,25
Anisantha rubens,20/10C,-1,A,168,0,25
Anisantha rubens,20/10C,-1,A,172,0,25
Anisantha rubens,20/10C,-1,A,177,0,25
Anisantha rubens,20/10C,-1,A,186,0,25
Anisantha rubens,20/10C,-1,A,191,0,25
Anisantha rubens,20/10C,-1,A,200,1,25
Anisantha rubens,20/10C,-1,A,204,0,25
Anisantha rubens,20/10C,-1,A,215,0,25
Anisantha rubens,20/10C,-1,A,223,1,25
Anisantha rubens,20/10C,-1,A,231,0,25
Anisantha rubens,20/10C,-1,A,258,0,25
Anisantha rubens,20/10C,-1,A,356,1,25
Anisantha rubens,20/10C,-1,B,2,0,25
Anisantha rubens,20/10C,-1,B,6,0,25
Anisantha rubens,20/10C,-1,B,10,0,25
Anisantha rubens,20/10C,-1,B,15,0,25
Anisantha rubens,20/10C,-1,B,18,0,25
Anisantha rubens,20/10C,-1,B,23,0,25
Anisantha rubens,20/10C,-1,B,30,1,25
Anisantha rubens,20/10C,-1,B,35,0,25
Anisantha rubens,20/10C,-1,B,40,0,25
Anisantha rubens,20/10C,-1,B,48,4,25
Anisantha rubens,20/10C,-1,B,51,2,25
Anisantha rubens,20/10C,-1,B,55,0,25
Anisantha rubens,20/10C,-1,B,58,2,25
Anisantha rubens,20/10C,-1,B,65,0,25
Anisantha rubens,20/10C,-1,B,71,3,25
Anisantha rubens,20/10C,-1,B,75,2,25
Anisantha rubens,20/10C,-1,B,80,0,25
Anisantha rubens,20/10C,-1,B,90,0,25
Anisantha rubens,20/10C,-1,B,94,0,25
Anisantha rubens,20/10C,-1,B,100,2,25
Anisantha rubens,20/10C,-1,B,106,1,25
Anisantha rubens,20/10C,-1,B,114,0,25
Anisantha rubens,20/10C,-1,B,118,0,25
Anisantha rubens,20/10C,-1,B,124,0,25
Anisantha rubens,20/10C,-1,B,129,0,25
Anisantha rubens,20/10C,-1,B,137,0,25
Anisantha rubens,20/10C,-1,B,143,1,25
Anisantha rubens,20/10C,-1,B,149,0,25
Anisantha rubens,20/10C,-1,B,152,0,25
Anisantha rubens,20/10C,-1,B,162,1,25
Anisantha rubens,20/10C,-1,B,168,0,25
Anisantha rubens,20/10C,-1,B,172,1,25
Anisantha rubens,20/10C,-1,B,177,0,25
Anisantha rubens,20/10C,-1,B,186,0,25
Anisantha rubens,20/10C,-1,B,191,0,25
Anisantha rubens,20/10C,-1,B,200,1,25
Anisantha rubens,20/10C,-1,B,204,0,25
Anisantha rubens,20/10C,-1,B,215,0,25
Anisantha rubens,20/10C,-1,B,223,0,25
Anisantha rubens,20/10C,-1,B,231,0,25
Anisantha rubens,20/10C,-1,B,258,0,25
Anisantha rubens,20/10C,-1,B,356,0,25
Anisantha rubens,20/10C,-1,B,427,1,25
Anisantha rubens,20/10C,-1,B,573,2,25
Anisantha rubens,20/10C,-1,B,832,1,25
Anisantha rubens,20/10C,-1,C,2,0,25
Anisantha rubens,20/10C,-1,C,6,0,25
Anisantha rubens,20/10C,-1,C,10,0,25
Anisantha rubens,20/10C,-1,C,15,0,25
Anisantha rubens,20/10C,-1,C,18,0,25
Anisantha rubens,20/10C,-1,C,23,0,25
Anisantha rubens,20/10C,-1,C,30,0,25
Anisantha rubens,20/10C,-1,C,35,0,25
Anisantha rubens,20/10C,-1,C,40,0,25
Anisantha rubens,20/10C,-1,C,48,3,25
Anisantha rubens,20/10C,-1,C,51,3,25
Anisantha rubens,20/10C,-1,C,55,0,25
Anisantha rubens,20/10C,-1,C,58,0,25
Anisantha rubens,20/10C,-1,C,65,0,25
Anisantha rubens,20/10C,-1,C,71,4,25
Anisantha rubens,20/10C,-1,C,75,1,25
Anisantha rubens,20/10C,-1,C,80,1,25
Anisantha rubens,20/10C,-1,C,90,1,25
Anisantha rubens,20/10C,-1,C,94,1,25
Anisantha rubens,20/10C,-1,C,100,4,25
Anisantha rubens,20/10C,-1,C,106,0,25
Anisantha rubens,20/10C,-1,C,114,0,25
Anisantha rubens,20/10C,-1,C,118,2,25
Anisantha rubens,20/10C,-1,C,124,0,25
Anisantha rubens,20/10C,-1,C,129,0,25
Anisantha rubens,20/10C,-1,C,137,0,25
Anisantha rubens,20/10C,-1,C,143,0,25
Anisantha rubens,20/10C,-1,C,149,1,25
Anisantha rubens,20/10C,-1,C,152,1,25
Anisantha rubens,20/10C,-1,C,162,0,25
Anisantha rubens,20/10C,-1,C,168,0,25
Anisantha rubens,20/10C,-1,C,172,0,25
Anisantha rubens,20/10C,-1,C,177,1,25
Anisantha rubens,20/10C,-1,C,186,0,25
Anisantha rubens,20/10C,-1,C,191,0,25
Anisantha rubens,20/10C,-1,C,200,1,25
Anisantha rubens,20/10C,-1,C,204,0,25
Anisantha rubens,20/10C,-1,C,215,0,25
Anisantha rubens,20/10C,-1,C,223,0,25
Anisantha rubens,20/10C,-1,C,231,0,25
Anisantha rubens,20/10C,-1,C,258,0,25
Anisantha rubens,20/10C,-1,C,356,1,25
Anisantha rubens,20/10C,-1,D,2,0,25
Anisantha rubens,20/10C,-1,D,6,0,25
Anisantha rubens,20/10C,-1,D,10,0,25
Anisantha rubens,20/10C,-1,D,15,0,25
Anisantha rubens,20/10C,-1,D,18,0,25
Anisantha rubens,20/10C,-1,D,23,0,25
Anisantha rubens,20/10C,-1,D,30,1,25
Anisantha rubens,20/10C,-1,D,35,0,25
Anisantha rubens,20/10C,-1,D,40,0,25
Anisantha rubens,20/10C,-1,D,48,5,25
Anisantha rubens,20/10C,-1,D,51,2,25
Anisantha rubens,20/10C,-1,D,55,1,25
Anisantha rubens,20/10C,-1,D,58,0,25
Anisantha rubens,20/10C,-1,D,65,2,25
Anisantha rubens,20/10C,-1,D,71,2,25
Anisantha rubens,20/10C,-1,D,75,3,25
Anisantha rubens,20/10C,-1,D,80,0,25
Anisantha rubens,20/10C,-1,D,90,0,25
Anisantha rubens,20/10C,-1,D,94,0,25
Anisantha rubens,20/10C,-1,D,100,4,25
Anisantha rubens,20/10C,-1,D,106,1,25
Anisantha rubens,20/10C,-1,D,114,0,25
Anisantha rubens,20/10C,-1,D,118,0,25
Anisantha rubens,20/10C,-1,D,124,0,25
Anisantha rubens,20/10C,-1,D,129,0,25
Anisantha rubens,20/10C,-1,D,137,0,25
Anisantha rubens,20/10C,-1,D,143,0,25
Anisantha rubens,20/10C,-1,D,149,1,25
Anisantha rubens,20/10C,-1,D,152,0,25
Anisantha rubens,20/10C,-1,D,162,0,25
Anisantha rubens,20/10C,-1,D,168,0,25
Anisantha rubens,20/10C,-1,D,172,0,25
Anisantha rubens,20/10C,-1,D,177,0,25
Anisantha rubens,20/10C,-1,D,186,0,25
Anisantha rubens,20/10C,-1,D,191,0,25
Anisantha rubens,20/10C,-1,D,200,1,25
Anisantha rubens,20/10C,-1,D,204,0,25
Anisantha rubens,20/10C,-1,D,215,0,25
Anisantha rubens,20/10C,-1,D,223,2,25
Bromus hordeaceus,20/10C,-0.2,A,8,0,25
Bromus hordeaceus,20/10C,-0.2,A,11,0,25
Bromus hordeaceus,20/10C,-0.2,A,16,0,25
Bromus hordeaceus,20/10C,-0.2,A,20,0,25
Bromus hordeaceus,20/10C,-0.2,A,24,0,25
Bromus hordeaceus,20/10C,-0.2,A,28,0,25
Bromus hordeaceus,20/10C,-0.2,A,32,10,25
Bromus hordeaceus,20/10C,-0.2,A,36,5,25
Bromus hordeaceus,20/10C,-0.2,A,40,2,25
Bromus hordeaceus,20/10C,-0.2,A,44,1,25
Bromus hordeaceus,20/10C,-0.2,A,51,1,25
Bromus hordeaceus,20/10C,-0.2,A,58,1,25
Bromus hordeaceus,20/10C,-0.2,A,61,1,25
Bromus hordeaceus,20/10C,-0.2,A,67,1,25
Bromus hordeaceus,20/10C,-0.2,A,74,0,25
Bromus hordeaceus,20/10C,-0.2,A,78,1,25
Bromus hordeaceus,20/10C,-0.2,A,81,1,25
Bromus hordeaceus,20/10C,-0.2,A,85,0,25
Bromus hordeaceus,20/10C,-0.2,A,89,0,25
Bromus hordeaceus,20/10C,-0.2,A,96,1,25
Bromus hordeaceus,20/10C,-0.2,B,8,0,25
Bromus hordeaceus,20/10C,-0.2,B,11,0,25
Bromus hordeaceus,20/10C,-0.2,B,16,0,25
Bromus hordeaceus,20/10C,-0.2,B,20,0,25
Bromus hordeaceus,20/10C,-0.2,B,24,0,25
Bromus hordeaceus,20/10C,-0.2,B,28,3,25
Bromus hordeaceus,20/10C,-0.2,B,32,6,25
Bromus hordeaceus,20/10C,-0.2,B,36,7,25
Bromus hordeaceus,20/10C,-0.2,B,40,1,25
Bromus hordeaceus,20/10C,-0.2,B,44,1,25
Bromus hordeaceus,20/10C,-0.2,B,51,3,25
Bromus hordeaceus,20/10C,-0.2,B,58,1,25
Bromus hordeaceus,20/10C,-0.2,B,61,1,25
Bromus hordeaceus,20/10C,-0.2,B,67,0,25
Bromus hordeaceus,20/10C,-0.2,B,74,1,25
Bromus hordeaceus,20/10C,-0.2,B,78,0,25
Bromus hordeaceus,20/10C,-0.2,B,81,1,25
Bromus hordeaceus,20/10C,-0.2,C,8,0,25
Bromus hordeaceus,20/10C,-0.2,C,11,0,25
Bromus hordeaceus,20/10C,-0.2,C,16,0,25
Bromus hordeaceus,20/10C,-0.2,C,20,0,25
Bromus hordeaceus,20/10C,-0.2,C,24,0,25
Bromus hordeaceus,20/10C,-0.2,C,28,7,25
Bromus hordeaceus,20/10C,-0.2,C,32,3,25
Bromus hordeaceus,20/10C,-0.2,C,36,3,25
Bromus hordeaceus,20/10C,-0.2,C,40,2,25
Bromus hordeaceus,20/10C,-0.2,C,44,1,25
Bromus hordeaceus,20/10C,-0.2,C,51,6,25
Bromus hordeaceus,20/10C,-0.2,C,58,0,25
Bromus hordeaceus,20/10C,-0.2,C,61,0,25
Bromus hordeaceus,20/10C,-0.2,C,67,0,25
Bromus hordeaceus,20/10C,-0.2,C,74,0,25
Bromus hordeaceus,20/10C,-0.2,C,78,0,25
Bromus hordeaceus,20/10C,-0.2,C,81,0,25
Bromus hordeaceus,20/10C,-0.2,C,85,2,25
Bromus hordeaceus,20/10C,-0.2,C,89,0,25
Bromus hordeaceus,20/10C,-0.2,C,96,0,25
Bromus hordeaceus,20/10C,-0.2,C,102,0,25
Bromus hordeaceus,20/10C,-0.2,C,107,0,25
Bromus hordeaceus,20/10C,-0.2,C,114,0,25
Bromus hordeaceus,20/10C,-0.2,C,119,0,25
Bromus hordeaceus,20/10C,-0.2,C,126,0,25
Bromus hordeaceus,20/10C,-0.2,C,131,0,25
Bromus hordeaceus,20/10C,-0.2,C,138,0,25
Bromus hordeaceus,20/10C,-0.2,C,143,0,25
Bromus hordeaceus,20/10C,-0.2,C,150,0,25
Bromus hordeaceus,20/10C,-0.2,C,155,0,25
Bromus hordeaceus,20/10C,-0.2,C,168,0,25
Bromus hordeaceus,20/10C,-0.2,C,175,0,25
Bromus hordeaceus,20/10C,-0.2,C,186,0,25
Bromus hordeaceus,20/10C,-0.2,C,210,0,25
Bromus hordeaceus,20/10C,-0.2,C,235,0,25
Bromus hordeaceus,20/10C,-0.2,C,284,1,25
Bromus hordeaceus,20/10C,-0.2,D,8,0,25
Bromus hordeaceus,20/10C,-0.2,D,11,0,25
Bromus hordeaceus,20/10C,-0.2,D,16,0,25
Bromus hordeaceus,20/10C,-0.2,D,20,0,25
Bromus hordeaceus,20/10C,-0.2,D,24,0,25
Bromus hordeaceus,20/10C,-0.2,D,28,7,25
Bromus hordeaceus,20/10C,-0.2,D,32,7,25
Bromus hordeaceus,20/10C,-0.2,D,36,2,25
Bromus hordeaceus,20/10C,-0.2,D,40,2,25
Bromus hordeaceus,20/10C,-0.2,D,44,0,25
Bromus hordeaceus,20/10C,-0.2,D,51,1,25
Bromus hordeaceus,20/10C,-0.2,D,58,0,25
Bromus hordeaceus,20/10C,-0.2,D,61,3,25
Bromus hordeaceus,20/10C,-0.2,D,67,1,25
Bromus hordeaceus,20/10C,-0.2,D,74,0,25
Bromus hordeaceus,20/10C,-0.2,D,78,1,25
Bromus hordeaceus,20/10C,-0.2,D,81,1,25
Bromus hordeaceus,20/10C,-0.4,A,8,0,25
Bromus hordeaceus,20/10C,-0.4,A,11,0,25
Bromus hordeaceus,20/10C,-0.4,A,16,0,25
Bromus hordeaceus,20/10C,-0.4,A,20,0,25
Bromus hordeaceus,20/10C,-0.4,A,24,0,25
Bromus hordeaceus,20/10C,-0.4,A,28,0,25
Bromus hordeaceus,20/10C,-0.4,A,32,1,25
Bromus hordeaceus,20/10C,-0.4,A,36,1,25
Bromus hordeaceus,20/10C,-0.4,A,40,4,25
Bromus hordeaceus,20/10C,-0.4,A,44,2,25
Bromus hordeaceus,20/10C,-0.4,A,51,11,25
Bromus hordeaceus,20/10C,-0.4,A,58,2,25
Bromus hordeaceus,20/10C,-0.4,A,61,1,25
Bromus hordeaceus,20/10C,-0.4,A,67,0,25
Bromus hordeaceus,20/10C,-0.4,A,74,1,25
Bromus hordeaceus,20/10C,-0.4,A,78,1,25
Bromus hordeaceus,20/10C,-0.4,A,81,1,25
Bromus hordeaceus,20/10C,-0.4,B,8,0,24
Bromus hordeaceus,20/10C,-0.4,B,11,0,24
Bromus hordeaceus,20/10C,-0.4,B,16,0,24
Bromus hordeaceus,20/10C,-0.4,B,20,0,24
Bromus hordeaceus,20/10C,-0.4,B,24,0,24
Bromus hordeaceus,20/10C,-0.4,B,28,0,24
Bromus hordeaceus,20/10C,-0.4,B,32,2,24
Bromus hordeaceus,20/10C,-0.4,B,36,5,24
Bromus hordeaceus,20/10C,-0.4,B,40,0,24
Bromus hordeaceus,20/10C,-0.4,B,44,1,24
Bromus hordeaceus,20/10C,-0.4,B,51,8,24
Bromus hordeaceus,20/10C,-0.4,B,58,5,24
Bromus hordeaceus,20/10C,-0.4,B,61,0,24
Bromus hordeaceus,20/10C,-0.4,B,67,0,24
Bromus hordeaceus,20/10C,-0.4,B,74,1,24
Bromus hordeaceus,20/10C,-0.4,B,78,1,24
Bromus hordeaceus,20/10C,-0.4,B,81,0,24
Bromus hordeaceus,20/10C,-0.4,B,85,0,24
Bromus hordeaceus,20/10C,-0.4,B,89,0,24
Bromus hordeaceus,20/10C,-0.4,B,96,0,24
Bromus hordeaceus,20/10C,-0.4,B,102,1,24
Bromus hordeaceus,20/10C,-0.4,C,8,0,25
Bromus hordeaceus,20/10C,-0.4,C,11,0,25
Bromus hordeaceus,20/10C,-0.4,C,16,0,25
Bromus hordeaceus,20/10C,-0.4,C,20,0,25
Bromus hordeaceus,20/10C,-0.4,C,24,0,25
Bromus hordeaceus,20/10C,-0.4,C,28,0,25
Bromus hordeaceus,20/10C,-0.4,C,32,0,25
Bromus hordeaceus,20/10C,-0.4,C,36,3,25
Bromus hordeaceus,20/10C,-0.4,C,40,4,25
Bromus hordeaceus,20/10C,-0.4,C,44,2,25
Bromus hordeaceus,20/10C,-0.4,C,51,8,25
Bromus hordeaceus,20/10C,-0.4,C,58,6,25
Bromus hordeaceus,20/10C,-0.4,C,61,0,25
Bromus hordeaceus,20/10C,-0.4,C,67,0,25
Bromus hordeaceus,20/10C,-0.4,C,74,2,25
Bromus hordeaceus,20/10C,-0.4,D,8,0,25
Bromus hordeaceus,20/10C,-0.4,D,11,0,25
Bromus hordeaceus,20/10C,-0.4,D,16,0,25
Bromus hordeaceus,20/10C,-0.4,D,20,0,25
Bromus hordeaceus,20/10C,-0.4,D,24,0,25
Bromus hordeaceus,20/10C,-0.4,D,28,0,25
Bromus hordeaceus,20/10C,-0.4,D,32,2,25
Bromus hordeaceus,20/10C,-0.4,D,36,5,25
Bromus hordeaceus,20/10C,-0.4,D,40,0,25
Bromus hordeaceus,20/10C,-0.4,D,44,0,25
Bromus hordeaceus,20/10C,-0.4,D,51,5,25
Bromus hordeaceus,20/10C,-0.4,D,58,9,25
Bromus hordeaceus,20/10C,-0.4,D,61,1,25
Bromus hordeaceus,20/10C,-0.4,D,67,1,25
Bromus hordeaceus,20/10C,-0.4,D,74,1,25
Bromus hordeaceus,20/10C,-0.4,D,78,1,25
Bromus hordeaceus,20/10C,-0.6,A,8,0,25
Bromus hordeaceus,20/10C,-0.6,A,11,0,25
Bromus hordeaceus,20/10C,-0.6,A,16,0,25
Bromus hordeaceus,20/10C,-0.6,A,20,0,25
Bromus hordeaceus,20/10C,-0.6,A,24,0,25
Bromus hordeaceus,20/10C,-0.6,A,28,0,25
Bromus hordeaceus,20/10C,-0.6,A,32,0,25
Bromus hordeaceus,20/10C,-0.6,A,36,1,25
Bromus hordeaceus,20/10C,-0.6,A,40,2,25
Bromus hordeaceus,20/10C,-0.6,A,44,0,25
Bromus hordeaceus,20/10C,-0.6,A,51,6,25
Bromus hordeaceus,20/10C,-0.6,A,58,6,25
Bromus hordeaceus,20/10C,-0.6,A,61,0,25
Bromus hordeaceus,20/10C,-0.6,A,67,2,25
Bromus hordeaceus,20/10C,-0.6,A,74,3,25
Bromus hordeaceus,20/10C,-0.6,A,78,1,25
Bromus hordeaceus,20/10C,-0.6,A,81,1,25
Bromus hordeaceus,20/10C,-0.6,A,85,0,25
Bromus hordeaceus,20/10C,-0.6,A,89,0,25
Bromus hordeaceus,20/10C,-0.6,A,96,0,25
Bromus hordeaceus,20/10C,-0.6,A,102,0,25
Bromus hordeaceus,20/10C,-0.6,A,107,1,25
Bromus hordeaceus,20/10C,-0.6,A,114,0,25
Bromus hordeaceus,20/10C,-0.6,A,119,0,25
Bromus hordeaceus,20/10C,-0.6,A,126,1,25
Bromus hordeaceus,20/10C,-0.6,A,131,0,25
Bromus hordeaceus,20/10C,-0.6,A,138,0,25
Bromus hordeaceus,20/10C,-0.6,A,143,0,25
Bromus hordeaceus,20/10C,-0.6,A,150,0,25
Bromus hordeaceus,20/10C,-0.6,A,155,0,25
Bromus hordeaceus,20/10C,-0.6,A,168,0,25
Bromus hordeaceus,20/10C,-0.6,A,175,0,25
Bromus hordeaceus,20/10C,-0.6,A,186,0,25
Bromus hordeaceus,20/10C,-0.6,A,210,0,25
Bromus hordeaceus,20/10C,-0.6,A,235,1,25
Bromus hordeaceus,20/10C,-0.6,B,8,0,24
Bromus hordeaceus,20/10C,-0.6,B,11,0,24
Bromus hordeaceus,20/10C,-0.6,B,16,0,24
Bromus hordeaceus,20/10C,-0.6,B,20,0,24
Bromus hordeaceus,20/10C,-0.6,B,24,0,24
Bromus hordeaceus,20/10C,-0.6,B,28,0,24
Bromus hordeaceus,20/10C,-0.6,B,32,0,24
Bromus hordeaceus,20/10C,-0.6,B,36,0,24
Bromus hordeaceus,20/10C,-0.6,B,40,1,24
Bromus hordeaceus,20/10C,-0.6,B,44,1,24
Bromus hordeaceus,20/10C,-0.6,B,51,8,24
Bromus hordeaceus,20/10C,-0.6,B,58,6,24
Bromus hordeaceus,20/10C,-0.6,B,61,0,24
Bromus hordeaceus,20/10C,-0.6,B,67,0,24
Bromus hordeaceus,20/10C,-0.6,B,74,3,24
Bromus hordeaceus,20/10C,-0.6,B,78,1,24
Bromus hordeaceus,20/10C,-0.6,B,81,3,24
Bromus hordeaceus,20/10C,-0.6,B,85,0,24
Bromus hordeaceus,20/10C,-0.6,B,89,0,24
Bromus hordeaceus,20/10C,-0.6,B,96,0,24
Bromus hordeaceus,20/10C,-0.6,B,102,0,24
Bromus hordeaceus,20/10C,-0.6,B,107,1,24
Bromus hordeaceus,20/10C,-0.6,C,8,0,25
Bromus hordeaceus,20/10C,-0.6,C,11,0,25
Bromus hordeaceus,20/10C,-0.6,C,16,0,25
Bromus hordeaceus,20/10C,-0.6,C,20,0,25
Bromus hordeaceus,20/10C,-0.6,C,24,0,25
Bromus hordeaceus,20/10C,-0.6,C,28,0,25
Bromus hordeaceus,20/10C,-0.6,C,32,0,25
Bromus hordeaceus,20/10C,-0.6,C,36,1,25
Bromus hordeaceus,20/10C,-0.6,C,40,0,25
Bromus hordeaceus,20/10C,-0.6,C,44,0,25
Bromus hordeaceus,20/10C,-0.6,C,51,5,25
Bromus hordeaceus,20/10C,-0.6,C,58,13,25
Bromus hordeaceus,20/10C,-0.6,C,61,0,25
Bromus hordeaceus,20/10C,-0.6,C,67,1,25
Bromus hordeaceus,20/10C,-0.6,C,74,2,25
Bromus hordeaceus,20/10C,-0.6,C,78,1,25
Bromus hordeaceus,20/10C,-0.6,C,81,1,25
Bromus hordeaceus,20/10C,-0.6,C,85,1,25
Bromus hordeaceus,20/10C,-0.6,D,8,0,25
Bromus hordeaceus,20/10C,-0.6,D,11,0,25
Bromus hordeaceus,20/10C,-0.6,D,16,0,25
Bromus hordeaceus,20/10C,-0.6,D,20,0,25
Bromus hordeaceus,20/10C,-0.6,D,24,0,25
Bromus hordeaceus,20/10C,-0.6,D,28,0,25
Bromus hordeaceus,20/10C,-0.6,D,32,0,25
Bromus hordeaceus,20/10C,-0.6,D,36,0,25
Bromus hordeaceus,20/10C,-0.6,D,40,2,25
Bromus hordeaceus,20/10C,-0.6,D,44,0,25
Bromus hordeaceus,20/10C,-0.6,D,51,4,25
Bromus hordeaceus,20/10C,-0.6,D,58,11,25
Bromus hordeaceus,20/10C,-0.6,D,61,2,25
Bromus hordeaceus,20/10C,-0.6,D,67,0,25
Bromus hordeaceus,20/10C,-0.6,D,74,4,25
Bromus hordeaceus,20/10C,-0.6,D,78,1,25
Bromus hordeaceus,20/10C,-0.6,D,81,1,25
Bromus hordeaceus,20/10C,-0.8,A,8,0,25
Bromus hordeaceus,20/10C,-0.8,A,11,0,25
Bromus hordeaceus,20/10C,-0.8,A,16,0,25
Bromus hordeaceus,20/10C,-0.8,A,20,0,25
Bromus hordeaceus,20/10C,-0.8,A,24,0,25
Bromus hordeaceus,20/10C,-0.8,A,28,0,25
Bromus hordeaceus,20/10C,-0.8,A,32,0,25
